50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.332,,,,,,,,,,,,,,,7accfc7e-26d9-44c5-a003-00178430f918,406,,"[94.0, 34.0]",7475,10,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Débora Cristiane de Oliveira,5044.0,Left Wing,33,North Carolina Courage,766,"['9c9fcb6e-7a1d-4e66-819a-393ac66138d3', 'e63e4779-2015-4ac8-b778-d391ed446758']",23,,Right Foot,,"[99.0, 37.0]",,"[{'location': [102.0, 27.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 43.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 49.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 21.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 33.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 45.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [84.0, 28.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.0, 44.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 37.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 40.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 35.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",dcc04b33-7e67-4dad-bb40-bc34ef852a20,,Blocked,0.026541363,Normal,Open Play,,,,North Carolina Courage,766,00:10:23.472,Shot,
,,,,,,,,,,,,,0.982,,,,,,,,,,,,,,,892d32d8-950a-4e55-a8cf-474f4eaf514f,616,,"[100.0, 39.0]",7475,14,,,,,,,,,,,,,,,,,,,1,Regular Play,Morgan Paige Gautrat,6813.0,Left Center Midfield,41,Chicago Red Stars,761,['f3d0c45d-79b3-4eca-9d62-fce11f34e3a5'],57,,Left Foot,,"[119.0, 35.0, 4.0]",True,"[{'location': [117.0, 40.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 45.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [87.0, 60.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [94.0, 66.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 54.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 56.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 60.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",23cc7b54-734f-4dde-a0b4-f2a0c9209da6,,Off T,0.06384667,Half Volley,Open Play,,,,Chicago Red Stars,761,00:14:57.243,Shot,
,,,,,,,,,,,,,0.114,,,,,,,,,,,,,,,d47e7489-34f7-4163-ab5d-83488b32ef97,630,,"[104.0, 51.0]",7475,15,,,,,,,,,,,,,,,,,,,1,From Counter,Samantha May Kerr,4961.0,Left Center Forward,43,Chicago Red Stars,761,"['330e2131-9c7c-4117-916c-a51178e0f264', '55ec3f32-6973-4c7c-87de-2b9bdc132055']",33,,Right Foot,,"[106.0, 50.0]",,"[{'location': [116.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 53.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",e56fc255-88ea-4115-82db-148f033b2a7d,,Blocked,0.12264994,Normal,Open Play,,,,Chicago Red Stars,761,00:15:33.592,Shot,
,,,,,,,,,,,,,1.131,,,,,,,,,,,,,,,6ef45201-ded1-4739-a452-6e50687400f6,635,,"[108.0, 36.0]",7475,16,,,,,,,,,,,,,,,,,,,1,From Corner,Morgan Paige Gautrat,6813.0,Left Center Midfield,44,Chicago Red Stars,761,"['1c0fc40b-f247-4021-a68d-e255c9b5f300', 'a61048aa-80df-40e9-9238-470941db79b3']",5,,Head,,"[117.0, 38.0]",,"[{'location': [106.0, 26.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.0, 32.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 46.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 37.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 40.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [119.0, 32.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 48.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",c754426d-54bd-4a9b-8bf1-f9b5f1817ff8,,Blocked,0.051905766,Normal,Open Play,,,,Chicago Red Stars,761,00:16:05.663,Shot,
,,,,,,,,,,,,,1.935,,,,,,,,,,,,,,,8cf33afd-0225-4c92-b2b6-d57f354f82ab,745,,"[114.0, 39.0]",7475,19,,,,,,,,,,,,,,,,,,,1,Regular Play,Lynn Raenie Williams,5055.0,Right Center Forward,50,North Carolina Courage,766,['72262a9f-858e-43f5-b712-c6d4088569c2'],6,,Left Foot,,"[120.0, 43.2, 3.5]",True,"[{'location': [113.0, 42.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 40.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 45.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",721d6718-5e0c-4463-a5a5-4d3665fad8c5,,Off T,0.3644629,Normal,Open Play,,,,North Carolina Courage,766,00:19:06.472,Shot,
,,,,,,,,,,,,,2.251,,,,,,,,,,,,,,,f1a0aca2-7b25-47b1-a1b5-48bb2167d14a,762,,"[101.0, 39.0]",7475,19,,,,,,,,,,,,,,,,,,,1,Regular Play,Crystal Alyssia Dunn Soubrier,5088.0,Right Wing,52,North Carolina Courage,766,['73b173f3-a5a6-413d-86e1-119d399b64ac'],54,,Left Foot,,"[120.0, 43.8, 0.7]",,"[{'location': [105.0, 44.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 40.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 58.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 48.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 34.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 53.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 43.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9ffbba82-ee5f-4892-bb5b-5a6844942c1f,,Goal,0.10308089,Normal,Open Play,,,,North Carolina Courage,766,00:19:54.790,Shot,
,,,,,,,,,,,,,2.585,,,,,,,,,,,,,,,0a087b5a-a239-4caf-9b86-3dee0c13217f,1259,,"[106.0, 38.0]",7475,35,,,,,,,,,,,,,,,,,,,1,From Throw In,Lynn Raenie Williams,5055.0,Right Center Forward,80,North Carolina Courage,766,['d7563dae-887f-4e93-bee6-3cb4194309a0'],33,,Head,,"[120.0, 31.9, 0.5]",,"[{'location': [108.0, 35.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 49.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 54.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2a375448-69bd-444c-b140-cba9c180befb,,Off T,0.084530674,Normal,Open Play,,,,North Carolina Courage,766,00:35:33.376,Shot,
,,,,,,,,,,,,,0.526,,,,,,,,,,,,,,,f09a3b20-2c9d-4db5-8cc3-17045c0719a8,1315,,"[96.0, 36.0]",7475,38,,,,,,,,,,,,,,,,,,,1,From Free Kick,Débora Cristiane de Oliveira,5044.0,Left Wing,86,North Carolina Courage,766,"['259949a5-ce29-4f5e-bb80-fbfb95e24c07', '8e58894a-4fc9-4df4-9090-e9b5d8401aa8']",43,,Right Foot,,"[106.0, 38.0]",,"[{'location': [107.0, 28.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 54.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 40.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.0, 47.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [95.0, 40.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 42.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 43.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 36.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.08618356,Normal,Free Kick,,,,North Carolina Courage,766,00:38:43.273,Shot,
,,,,,,,,,,,,,0.211,,,,,,,,,,,,,,,c8452431-e538-41b6-b4d4-a232f76ee70f,1320,,"[102.0, 22.0]",7475,38,,,,,,,,,,,,,,,,,,,1,From Free Kick,McCall Zerboni,5091.0,Left Center Midfield,86,North Carolina Courage,766,"['815bba6f-af2d-4022-8521-6b622f1af1b8', '9b2906c4-eaf8-4dea-9400-131811af95e1']",45,,Left Foot,True,"[102.0, 27.0]",,"[{'location': [102.72761, 24.089573], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 47.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 55.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 36.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.0, 27.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 40.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.0, 33.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 30.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.023337174,Normal,Open Play,,,,North Carolina Courage,766,00:38:45.699,Shot,
,,,,,,,,,,,,,0.36,,,,,,,,,,,,,,,a97e6d0f-ecc6-43fa-8994-719eb6fb059f,1622,,"[108.0, 48.0]",7475,45,,,,,,,,,,,,,,,,,,,1,From Corner,Abby Erceg,5037.0,Left Center Back,101,North Carolina Courage,766,"['2a2bd7b2-0823-4708-b260-795bad50161b', '9f94c16d-b446-48a0-8ec4-0cdcbc584d42']",55,True,Head,,"[119.0, 48.3, 0.3]",,"[{'location': [119.0, 45.0], 'player': {'id': 4983, 'name': 'Brooke Elby'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 6812, 'name': 'Vanessa DiBernardo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 4961, 'name': 'Samantha May Kerr'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.0, 53.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.0, 52.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.0, 38.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.0, 48.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.0, 28.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5ead51e7-c2e6-42f6-aa7e-00c2c55d4789,,Off T,0.049133595,Normal,Open Play,,,,North Carolina Courage,766,00:45:55.620,Shot,True
,,,,,,,,,,,,,0.371,,,,,,,,,,,,,,,abe002f4-60e7-43e5-8e90-19ccd790eb8c,1672,,"[100.0, 48.0]",7475,45,,,,,,,,,,,,,,,,,,,2,From Throw In,Crystal Alyssia Dunn Soubrier,5088.0,Right Wing,104,North Carolina Courage,766,"['5236b87f-b81d-4950-be9c-c7a018349e2c', '6cfc9bd3-b0aa-4dc8-a854-1b041b0334d9']",45,,Right Foot,,"[107.0, 48.0]",True,"[{'location': [106.0, 31.0], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 4947, 'name': 'Danielle Colaprico'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 45.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 6811, 'name': 'Julie Beth Ertz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 48.0], 'player': {'id': 4955, 'name': 'Sarah Gorden'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 50.0], 'player': {'id': 6813, 'name': 'Morgan Paige Gautrat'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 4958, 'name': 'Kathleen Naughton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 54.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 48.0], 'player': {'id': 4942, 'name': 'Arin Wright'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5100, 'name': 'Alyssa Michele Naeher'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.040073317,Normal,Open Play,,,,North Carolina Courage,766,00:00:45.494,Shot,
