50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.8901,,,,,,,,,,,,,6768174f-7795-42d6-ad1d-64e027cb7fc8,1660,,"[109.1, 44.2]",68346,46,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rosie White,4948.0,Left Center Forward,109,New Zealand Women's,1215,"['7c6d6aeb-a951-4244-b9d5-266ddad3b6bc', 'c35a8f23-8c83-46eb-bf86-ac50dd6e0f58']",35,True,Head,"[119.2, 45.1, 2.2]",,"[{'location': [108.3, 43.2], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 43.2], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 42.1], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.5, 50.2], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.2, 29.9], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 32.1], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.1, 61.1], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}]",df3edc9d-7419-4471-b135-d22f219495ee,,Saved Off Target,True,0.0747275,Normal,Open Play,,,,New Zealand Women's,1215,00:01:35.071,Shot,True
,,,,,,,,,,,,,,,,,1.740558,,,,,,,,,,,,,db7a9135-9bdf-449e-b920-1a888d79bbf4,1673,,"[89.3, 34.8]",68346,47,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Raissa Feudjio Tchuanyo,25626.0,Center Defensive Midfield,111,Cameroon Women's,1208,['0e474eac-5b5b-464d-9a3c-bf2546b8d6ba'],17,,Right Foot,"[120.0, 47.3, 0.5]",True,"[{'location': [103.5, 25.7], 'player': {'id': 25605, 'name': 'Gaelle Enganamouit'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 40.8], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [75.1, 15.1], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [84.3, 31.5], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.4, 50.4], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [88.0, 36.2], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 16.9], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.8, 33.0], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.3, 41.6], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.2, 33.4], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.6, 26.1], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 20.8], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.6, 34.6], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [88.2, 33.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 40.2], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,0.02504929,Half Volley,Open Play,,,,Cameroon Women's,1208,00:02:17.834,Shot,
,,,,,,,,,,,,,,,,,1.194574,,,,,,,,,,,,,145fc6d7-48b0-4c7d-be10-0fb610cd9419,1790,,"[112.8, 43.2]",68346,51,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gabrielle Onguene,25616.0,Left Wing,120,Cameroon Women's,1208,"['41e4d6be-78a9-43a7-b2e3-1f0e621d0e78', '59725578-519b-4cd1-adcd-280dc4780b90']",39,,Right Foot,"[120.0, 50.5, 0.2]",,"[{'location': [110.1, 41.9], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.1, 37.3], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.4, 43.3], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 37.7], 'player': {'id': 25605, 'name': 'Gaelle Enganamouit'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 55.8], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [119.0, 41.8], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e172fedf-eb45-463c-beeb-615a89153dfd,,Off T,,0.19999632,Normal,Open Play,,,,Cameroon Women's,1208,00:06:39.470,Shot,True
,,,,,,,,,,,,,,,,,2.395583,,,,,,,,,,,,,e34b005e-e7da-4b23-be4c-2d4829a60a01,1844,,"[79.2, 34.7]",68346,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jeannette Yango,25631.0,Right Center Midfield,126,Cameroon Women's,1208,['108b06f1-accf-4b8b-bc46-f9a635120268'],40,,Right Foot,"[120.0, 52.7, 1.9]",,"[{'location': [90.0, 36.5], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.8, 59.9], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.9, 29.9], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.9, 22.1], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [74.9, 16.6], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.3, 49.3], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [81.5, 34.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [89.1, 40.2], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.2, 25.9], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.6, 22.8], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.3, 28.4], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 33.9], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [87.5, 58.8], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [119.2, 40.1], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bf5ec6c1-aa50-440d-98c8-8fd82473790b,,Off T,,0.00677029,Normal,Open Play,,,,Cameroon Women's,1208,00:09:40.838,Shot,
,,,,,,,,,,,,,,,,,0.9452,,,,,,,,,,,,,3ff8f47e-42d9-4b38-83f0-d4d71affa23f,1928,,"[109.8, 34.9]",68346,56,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ajara Nchout,25628.0,Left Center Midfield,132,Cameroon Women's,1208,['9c422aec-afb3-4ff0-859a-ea89e1eea7c7'],56,,Left Foot,"[120.0, 42.7, 0.5]",,"[{'location': [95.6, 28.8], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.1, 46.3], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 31.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.6, 16.6], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.6, 43.5], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.3, 45.1], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 29.9], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.5, 42.6], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.6, 37.7], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.3, 35.7], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.6, 25.9], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 37.2], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",122cc453-e0ea-4584-a8f6-77fa6d194561,True,Goal,,0.29874805,Normal,Open Play,,,,Cameroon Women's,1208,00:11:56.298,Shot,
,,,,,,,,,,,,,,,,,1.071675,,,,,,,,,,,,,7eff29b7-8289-4671-bb80-f0814a1c60a7,2040,,"[101.0, 57.8]",68346,60,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Augustine Sylvia Ejangue Siliki,26097.0,Right Back,141,Cameroon Women's,1208,['3bf716c8-9d1b-45c9-91f3-e70131c1339d'],45,,Right Foot,"[120.0, 48.7, 6.1]",True,"[{'location': [85.6, 41.5], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [100.9, 41.3], 'player': {'id': 25664, 'name': 'Sarah Gregorius'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.7, 53.6], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.8, 48.7], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.2, 45.7], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 34.9], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.3, 36.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 41.6], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.6, 36.7], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.3, 47.2], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 37.4], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 36.9], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.8, 39.7], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.1, 40.5], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.7, 46.9], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.4, 41.9], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [96.0, 49.2], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.5, 42.7], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,0.018606467,Half Volley,Open Play,,,,Cameroon Women's,1208,00:15:45.094,Shot,
,,,,,,,,,,,,,,,,,0.85451,,,,,,,,,,,,,40e1852f-c624-44fb-babb-62821f0cdf44,2085,,"[109.7, 39.3]",68346,62,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sarah Gregorius,25664.0,Right Center Forward,142,New Zealand Women's,1215,['c5139374-0fed-4fbb-a872-26cf46f4c38a'],27,,Head,"[120.0, 34.7, 0.5]",,"[{'location': [109.5, 41.0], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.9, 39.1], 'player': {'id': 25623, 'name': 'Yvonne Patrice Leuko'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 34.8], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.8, 23.9], 'player': {'id': 25614, 'name': 'Marie Aurelle Awona'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 16.3], 'player': {'id': 26097, 'name': 'Augustine Sylvia Ejangue Siliki'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 22.5], 'player': {'id': 25631, 'name': 'Jeannette Yango'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 37.6], 'player': {'id': 25620, 'name': 'Annette Ngo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.6, 50.7], 'player': {'id': 5028, 'name': 'Katie Bowen'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [110.7, 40.4], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.9, 30.8], 'player': {'id': 4948, 'name': 'Rosie White'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.9, 23.0], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.1, 2.6], 'player': {'id': 21062, 'name': 'Alexandra Riley'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [86.1, 63.1], 'player': {'id': 25626, 'name': 'Raissa Feudjio Tchuanyo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",6f9f437d-9901-4dc7-9c62-c950ef00c4f5,,Off T,,0.15894663,Diving Header,Open Play,,,,New Zealand Women's,1215,00:17:27.055,Shot,
,,,,,,,,,,,,,,,,,0.2171,,,,,,,,,,,,,7619dfeb-5515-4f43-b6d8-3cffef490273,2136,,"[115.1, 48.5]",68346,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabrielle Onguene,25616.0,Left Wing,145,Cameroon Women's,1208,['7f24c496-1bd8-4052-9397-894a3f57e737'],27,,Left Foot,"[117.4, 44.9, 1.3]",,"[{'location': [120.0, 50.5], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.6, 44.5], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.7, 40.1], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.9, 29.9], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.2, 39.7], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 40.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.3, 40.4], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 44.2], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bac39921-f7a2-4d38-8f8b-dae16eb3de54,,Saved,,0.19782586,Normal,Open Play,,,,Cameroon Women's,1208,00:18:27.916,Shot,
,,,,,,,,,,,,,,,,,0.2291,,,,,,,,,,,,,62506160-289d-40d2-92d7-b8d248c34467,2141,,"[112.9, 43.2]",68346,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gabrielle Onguene,25616.0,Left Wing,145,Cameroon Women's,1208,['0c3392fd-e09b-48cb-8b7e-fe874e7c5269'],30,,Left Foot,"[116.1, 42.1, 1.3]",,"[{'location': [117.1, 38.9], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 42.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.1, 44.1], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.8, 48.8], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.8, 30.1], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.2, 35.8], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.6, 41.8], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.9, 42.0], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,0.13514602,Normal,Open Play,,,,Cameroon Women's,1208,00:18:30.268,Shot,
,,,,,,,,,,,,,,,,,0.603495,,,,,,,,,,,,,347ba648-fc91-480b-8870-c65fa7e00c88,2145,,"[110.1, 34.7]",68346,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandra Takounda Engolo,26096.0,Center Forward,145,Cameroon Women's,1208,['9cedf7d6-62e9-4baa-b9b9-77893eb9533b'],32,,Right Foot,"[116.4, 38.9, 0.5]",True,"[{'location': [94.3, 32.1], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [117.7, 36.6], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.1, 36.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.3, 40.3], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.2, 45.5], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 35.7], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.7, 30.4], 'player': {'id': 10714, 'name': 'Michaela Abam'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.6, 42.7], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 38.8], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,,0.11423126,Normal,Open Play,,,,Cameroon Women's,1208,00:18:32.413,Shot,
,,,,,,,,,,,,,,,,,0.32177,,,,,,,,,,,,,25bbdc7f-43f2-4ddc-b357-bd413677bf1e,2150,,"[116.4, 33.3]",68346,63,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Michaela Abam,10714.0,Right Wing,145,Cameroon Women's,1208,['16428cdc-9be5-40de-b585-2b1b31f8c7b8'],35,,Left Foot,"[120.0, 35.5, 1.2]",True,"[{'location': [110.0, 37.9], 'player': {'id': 25628, 'name': 'Ajara Nchout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.7, 34.4], 'player': {'id': 26096, 'name': 'Alexandra Takounda Engolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.7, 41.3], 'player': {'id': 25616, 'name': 'Gabrielle Onguene'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.4, 40.2], 'player': {'id': 25784, 'name': 'Anna Green'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.5, 33.4], 'player': {'id': 26098, 'name': 'Katie Duncan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 34.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.3, 35.7], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [118.9, 36.7], 'player': {'id': 4989, 'name': 'Rebekah Ashley Stott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 36.2], 'player': {'id': 25661, 'name': 'Erin Nayler'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,,0.15174179,Normal,Open Play,,,,Cameroon Women's,1208,00:18:35.520,Shot,
