50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.522511,,,,,,,,,,,,6a6175ed-71a6-4db0-92fb-df76ce997b15,1094,,"[109.2, 40.2]",3754193,28,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Raheem Sterling,3233.0,Center Attacking Midfield,57,Manchester City,36,['4d96ce9e-c915-44ae-aabe-d202cfdbfaf8'],15,,Right Foot,,"[120.0, 40.6, 0.2]",,"[{'location': [106.2, 35.7], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 37.6], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.6, 43.7], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 34.2], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 38.5], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.6, 41.8], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.7, 42.3], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 45.9], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 39.4], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9485ab9a-7d5f-448c-b4d4-0e30b24e098e,,,Goal,,0.21252471,Normal,Open Play,,,,Manchester City,36,00:28:15.950,Shot,
,,,,,,,,,,,,,,,0.943785,,,,,,,,,,,,ad68dbde-a1ef-48ca-bed0-862c8bb39142,1757,,"[97.8, 36.4]",3754193,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kevin De Bruyne,3089.0,Left Wing,89,Manchester City,36,['cb51f236-0b16-4140-8bf8-6fbd4bfc546b'],53,,Right Foot,,"[116.8, 41.7, 1.6]",,"[{'location': [116.6, 39.1], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 52.1], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.4, 58.1], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.1, 38.1], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.7, 25.9], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.5, 51.9], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 39.1], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.3, 39.7], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.3, 40.0], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.9, 39.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.9, 35.1], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.4, 35.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 33.3], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.6, 48.4], 'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",a951b2c4-3c25-4e9f-91ca-edd5537d12b0,,,Saved to Post,True,0.047070198,Normal,Open Play,,,,Manchester City,36,00:44:53.186,Shot,
,,,,,,,,,,,,,,,0.241313,,,,,,,,,,,,bf0859bc-c4c0-453a-b025-f4b29f2b230c,1819,,"[111.3, 38.4]",3754193,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Jesús Navas González,6821.0,Right Wing,93,Manchester City,36,['cf2a2995-534f-4fb0-984e-f7b23a81318c'],5,,Right Foot,,"[114.0, 39.2, 0.3]",,"[{'location': [119.0, 41.1], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.5, 38.7], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.1, 39.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 42.2], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.3, 37.2], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bd939b70-2941-4465-9516-33bdc3c5502f,,,Saved,,0.39340213,Normal,Open Play,,,,Manchester City,36,00:47:05.740,Shot,
,,,,,,,,,,,,,,,0.7632,,,,,,,,,,,,e7debcb5-a197-480d-9c30-30129c5c6595,1823,,"[113.7, 49.8]",3754193,47,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Raheem Sterling,3233.0,Center Attacking Midfield,93,Manchester City,36,['906b2800-d3e2-414b-adb7-d89d29b5d83e'],9,,Right Foot,,"[120.0, 41.3, 0.2]",,"[{'location': [111.4, 39.5], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 41.9], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.7, 38.4], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.1, 47.8], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 38.3], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [116.7, 45.4], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 57.0], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,,,Goal,,0.099010944,Normal,Open Play,,,,Manchester City,36,00:47:09.521,Shot,
,,,,,,,,,,,,,,,0.4981,,,,,,,,,,,,4db48b14-faf7-4ec1-9ff8-0b3b596d45cb,2018,,"[112.5, 59.3]",3754193,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,107,Manchester City,36,['2e953ce3-b23a-4833-b231-a86c98d2ae58'],54,,Right Foot,,"[118.6, 44.0, 1.5]",,"[{'location': [94.6, 28.9], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.2, 44.8], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.5, 29.1], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.9, 43.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 50.2], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 41.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.8, 32.6], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 43.9], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.8, 60.1], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.4, 53.5], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.7, 43.1], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 42.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [109.6, 34.7], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",f9fba337-3664-4af1-bab3-fc782fcc05f0,True,,Saved,,0.010196078,Half Volley,Open Play,,,,Manchester City,36,00:03:54.589,Shot,
,,,,,,,,,,,,,,,1.147617,,,,,,,,,,,,062c3302-19cd-414a-82ec-82dc83d6babb,2331,,"[98.0, 32.3]",3754193,55,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Glenn Murray,3085.0,Center Forward,124,AFC Bournemouth,28,['10d14a6a-c36c-446e-a821-a10dc8563e4a'],41,,Right Foot,,"[120.0, 32.6, 0.2]",True,"[{'location': [98.6, 30.6], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 38.5], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.3, 58.1], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 38.4], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.6, 39.4], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 51.4], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 38.1], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2fb28346-e8a2-44b2-ba10-87882ab3b0a8,,,Off T,,0.07997165,Normal,Open Play,,,,AFC Bournemouth,28,00:10:41.728,Shot,
,,,,,,,,,,,,,,,0.714123,,,,,,,,,,,,1aca440d-b7e9-49cd-9ff6-bd336a7ec601,2380,,"[107.3, 43.1]",3754193,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Wilfried Guemiand Bony,3598.0,Center Forward,125,Manchester City,36,['dca5affb-06f7-405b-b1b4-df9f4a8f0584'],43,,Right Foot,,"[118.3, 41.0, 0.3]",True,"[{'location': [106.3, 48.9], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 55.8], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 45.2], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 41.1], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.5, 37.6], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 62.8], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 48.9], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 37.4], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.1, 43.0], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.9, 25.5], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",c1d4879a-cb9a-4601-b504-dfeb73c743ae,,,Saved,,0.16833448,Normal,Open Play,,,,Manchester City,36,00:11:43.849,Shot,
,,,,,,,,,,,,,,,1.258924,,,,,,,,,,,,57f7a0f1-8180-4b7b-8d85-401811575d12,2408,,"[108.4, 36.7]",3754193,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dan Gosling,3343.0,Left Center Midfield,135,AFC Bournemouth,28,['8012c838-33c4-4f78-9d62-9cb05320fe12'],32,,Head,,"[120.0, 28.8, 0.5]",,"[{'location': [97.4, 29.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 17.4], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.3, 25.2], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 34.8], 'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.9, 42.2], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 38.2], 'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.4, 44.9], 'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",14f0564f-2913-404f-9947-cce316c60f51,,,Off T,,0.07558348,Normal,Open Play,,,,AFC Bournemouth,28,00:12:32.504,Shot,
,,,,,,,,,,,,,,,1.79343,,,,,,,,,,,,7f460cef-473c-47d4-9902-e66775e142c3,2507,,"[90.7, 41.2]",3754193,60,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raheem Sterling,3233.0,Center Attacking Midfield,139,Manchester City,36,['2c8cd4e7-6b43-4c05-bc81-1a7f59adfb12'],2,,Right Foot,,"[120.0, 49.4, 4.8]",,"[{'location': [83.5, 58.7], 'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [80.2, 25.9], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.6, 40.8], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.8, 53.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 36.2], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.5, 38.6], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 43.0], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.4, 27.7], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.0, 65.9], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 48.3], 'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.7, 23.6], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [78.8, 15.2], 'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.7, 40.5], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c4dc43d2-af7a-41fe-bc8c-dec508c16c9a,,,Off T,,0.04261223,Normal,Open Play,,,,Manchester City,36,00:15:02.206,Shot,
,,,,,,,,,,,,,,,0.502566,,,,,,,,,,,,98ff8604-7261-40a9-99d9-b6017eb5f42b,2553,,"[115.2, 28.4]",3754193,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raheem Sterling,3233.0,Center Attacking Midfield,141,Manchester City,36,['dfd6bf47-7ff8-43bc-a020-cbbf077354b1'],18,,Left Foot,,"[120.0, 35.4, 0.9]",,"[{'location': [118.8, 35.7], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.5, 32.7], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.3, 18.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.5, 25.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 29.7], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 32.8], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 34.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 43.7], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,True,,Off T,,0.06782131,Normal,Open Play,,,,Manchester City,36,00:16:18.042,Shot,
,,,,,,,,,,,,,,,1.905229,,,,,,,,,,,,1bb65f2c-0272-4a39-90f9-6f269050a68c,2592,,"[110.7, 47.9]",3754193,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Raheem Sterling,3233.0,Center Attacking Midfield,144,Manchester City,36,['4ec748b5-e5cc-4f39-9087-62e4e66638e9'],56,,Right Foot,,"[120.0, 31.9, 0.3]",,"[{'location': [107.0, 52.7], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.8, 50.5], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 50.4], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 44.8], 'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.3, 40.7], 'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [105.0, 31.1], 'player': {'id': 20253, 'name': 'Samir Nasri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.7, 37.0], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.6, 45.2], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.6, 39.0], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 44.4], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 53.5], 'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d957e4b5-97f3-4b44-b8d2-3ce993b60894,,,Off T,,0.3811497,Normal,Open Play,,,,Manchester City,36,00:17:56.459,Shot,
,,,,,,,,,,,,,,,1.069533,,,,,,,,,,,,09176d2c-ce5b-4b67-af2b-063eaef2fdde,2757,,"[114.9, 34.5]",3754193,67,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wilfried Guemiand Bony,3598.0,Center Forward,154,Manchester City,36,"['5cc48170-7535-4b27-97be-1584e222560e', 'f85d821e-010e-49fa-8902-68f2297877de']",21,True,Head,,"[120.0, 35.2, 1.8]",,"[{'location': [108.3, 24.0], 'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [108.9, 41.4], 'player': {'id': 20253, 'name': 'Samir Nasri'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.1, 33.8], 'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [118.4, 36.8], 'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 30.7], 'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.4, 38.0], 'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.3, 33.4], 'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 40.7], 'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 32.4], 'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.6, 53.6], 'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 43.1], 'player': {'id': 29382, 'name': 'Shaun MacDonald'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 45.1], 'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,Off T,,0.15143856,Normal,Open Play,,,,Manchester City,36,00:22:21.582,Shot,True
