ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.986016,,,,,,,,,,,,,215c7109-8c25-4224-9db2-2ee726c07ff4,2120,,"[114.7, 47.2]",3754271,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Odion Jude Ighalo,5458.0,Left Center Forward,107,Watford,23,['6b687b99-8e7a-4ff5-91c5-a1fb5e5ef237'],43,,Right Foot,"[120.0, 40.7, 0.3]",,"[{'location': [95.5, 46.3], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 36.6], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 39.8], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.5, 46.1], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.1, 37.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",a434f8ef-c83e-48c3-9669-739c47cd88e1,True,True,Goal,0.7475957,Normal,Open Play,,,,Watford,23,00:00:43.863,Shot,
,,,,,,,,,,,,,,2.433812,,,,,,,,,,,,,1e5d7139-2a6e-412a-b287-a6e17ed128db,2143,,"[110.9, 29.4]",3754271,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aleksandar Mitrović,4269.0,Center Forward,109,Newcastle United,37,"['dd2c57f1-a804-4cbd-b219-9d8f0a40e9d0', 'f1b39ce5-237b-4e07-a093-d16b29665211']",9,,Left Foot,"[120.0, 49.5, 0.1]",True,"[{'location': [89.9, 13.7], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [98.1, 40.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.2, 40.6], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [117.6, 34.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.4, 30.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.4, 21.6], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.2, 33.0], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 37.0], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 23.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.5, 40.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 48.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.9, 30.6], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.2, 24.6], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",79f7467e-e919-48f8-ae54-5c64fa086820,,,Off T,0.059857853,Normal,Open Play,,,,Newcastle United,37,00:02:09.758,Shot,True
,,,,,,,,,,,,,,0.850961,,,,,,,,,,,,,2ee4b915-83d5-47d2-a626-dd1a7cbf70c1,2190,,"[102.1, 52.4]",3754271,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Troy Deeney,3454.0,Right Center Forward,114,Watford,23,['c10972d2-985c-406b-886e-5eda194d3dbe'],32,,Right Foot,"[120.0, 45.3, 0.3]",,"[{'location': [102.4, 37.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.7, 60.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.4, 43.3], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.9, 51.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 37.2], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [109.0, 44.6], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 51.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [94.4, 64.8], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.6, 56.6], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 52.1], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",28e89970-d64a-485a-8120-73444dc70108,,,Off T,0.034258205,Normal,Open Play,,,,Watford,23,00:04:32.731,Shot,
,,,,,,,,,,,,,,0.847537,,,,,,,,,,,,,02c0860c-9a42-4937-97c2-f4b62abdb4b9,2462,,"[111.0, 41.1]",3754271,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Craig Cathcart,3263.0,Right Center Back,134,Watford,23,['5fc5c880-e771-415d-a786-0fe4ddd8b581'],8,,Left Foot,"[120.0, 38.5, 0.7]",True,"[{'location': [100.7, 29.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 58.2], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 22.7], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 44.3], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.6, 52.9], 'player': {'id': 3391, 'name': 'Rolando Aarons'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.5, 37.5], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [112.1, 34.3], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.8, 30.9], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.8, 32.4], 'player': {'id': 5110, 'name': 'Henri Saivet'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 42.9], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [117.8, 40.4], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.1, 40.1], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.5, 37.1], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.3, 31.6], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.2, 57.2], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.5, 40.7], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.5, 39.1], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.3, 44.9], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",a3887757-8c5f-483f-b4dd-4fadf6071a0f,,,Goal,0.3089024,Volley,Open Play,,,,Watford,23,00:12:08.844,Shot,
,,,,,,,,,,,,,,1.329572,,,,,,,,,,,,,924bd977-0608-4cd0-9b61-e910bce89392,2559,,"[110.0, 35.9]",3754271,60,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Yoan Gouffran,43757.0,Left Wing Back,139,Newcastle United,37,"['1ae9b0d0-e8e5-4139-aba1-613ca17ba447', '5a7a82c0-3f89-4a60-a8c0-df64898253b5']",27,True,Head,"[120.0, 25.9, 1.1]",,"[{'location': [118.5, 47.0], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.1, 39.3], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [111.3, 50.7], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [117.3, 39.6], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 35.3], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.2, 42.9], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 48.8], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 53.6], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 46.8], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.4, 61.4], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",88d15023-f594-4c46-a08f-3adcec324eb4,,,Off T,0.097004674,Normal,Open Play,,,,Newcastle United,37,00:15:27.401,Shot,True
,,,,,,,,,,,,,,0.783677,,,,,,,,,,,,,d90e6a37-317a-4674-952a-3c4dc73b269f,2655,,"[111.2, 46.2]",3754271,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Attacking Midfield,145,Newcastle United,37,['305a1ee4-c44e-4d27-acc2-891bd06c365f'],16,,Head,"[120.0, 51.8, 5.9]",,"[{'location': [107.2, 34.6], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.5, 41.7], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.3, 46.1], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 52.7], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.7, 41.1], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 31.7], 'player': {'id': 43757, 'name': 'Yoan Gouffran'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}, {'location': [108.8, 39.8], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",00cac83b-369a-4970-bb31-bcffe1105831,,,Off T,0.11297944,Normal,Open Play,,,,Newcastle United,37,00:18:16.890,Shot,
,,,,,,,,,,,,,,0.856418,,,,,,,,,,,,,e9b5fa6d-7fb4-410d-81f4-30b0c0d0ba3b,2807,,"[111.9, 39.6]",3754271,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Odion Jude Ighalo,5458.0,Left Center Forward,152,Watford,23,['f31aa5ea-feae-4284-ae1b-73d364d71087'],4,,Head,"[110.9, 51.0]",,"[{'location': [110.3, 63.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.2, 42.2], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 54.6], 'player': {'id': 43757, 'name': 'Yoan Gouffran'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.8, 36.6], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.8, 44.1], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.6, 52.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.7, 40.1], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.3, 44.8], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",60061bc7-e55c-4d37-8147-a891d409c5ce,,,Wayward,0.2855871,Normal,Open Play,,,,Watford,23,00:22:04.527,Shot,
,,,,,,,,,,,,,,1.654552,,,,,,,,,,,,,c9212982-0c30-40f4-8505-b5908a0e9d23,2817,,"[104.3, 37.2]",3754271,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Chancel Mbemba Mangulu,3044.0,Left Center Back,154,Newcastle United,37,"['5dd3ba19-ea9a-42e1-afa8-f66989ee0801', '5fb2d9ab-4c80-4a88-adb6-7caf1791b193']",57,True,Head,"[120.0, 33.7, 1.0]",,"[{'location': [104.6, 40.9], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [99.5, 35.5], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [104.3, 46.1], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [106.4, 24.3], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 27.6], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [106.2, 31.5], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.2, 26.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [104.9, 29.9], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 37.2], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.4, 34.4], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.6, 42.0], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [100.1, 49.0], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.6, 38.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 31.9], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 33.5], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [106.3, 38.8], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",81f9823c-616d-4de8-a519-8b065b2ab86a,,,Off T,0.023178024,Normal,Open Play,,,,Newcastle United,37,00:22:57.130,Shot,True
,,,,,,,,,,,,,,0.896079,,,,,,,,,,,,,4e107f99-3a46-4792-b6e1-1966ba97c7b6,2899,,"[110.6, 43.9]",3754271,70,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jamaal Lascelles,3081.0,Right Center Back,159,Newcastle United,37,"['01d76784-307b-499a-bb4c-7dda9564c2f5', '14135a8c-e612-42fc-9c39-c0d8dcb373da']",32,True,Head,"[120.0, 43.5, 2.0]",,"[{'location': [109.1, 41.7], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.4, 42.4], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.7, 38.9], 'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.9, 38.7], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [112.0, 33.5], 'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [111.4, 47.4], 'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [119.0, 41.5], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 35.6], 'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 37.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.2, 39.4], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.7, 36.0], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 39.1], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 41.2], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 43.8], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 45.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.7, 46.2], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",07ab0917-de89-4c35-8bda-3574c44262bf,,,Goal,0.060335927,Normal,Open Play,,,,Newcastle United,37,00:25:32.242,Shot,True
,,,,,,,,,,,,,,0.961152,,,,,,,,,,,,,44255cbe-c713-4772-af0c-c4e97363b24f,3029,,"[106.5, 58.5]",3754271,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Ayoze Pérez Gutiérrez,3076.0,Left Attacking Midfield,166,Newcastle United,37,"['1d1e3078-d332-4494-a8e9-c9c9b498501a', '205e5687-68b3-45e7-af5a-d6680e95a9f3']",53,,Right Foot,"[120.0, 42.2, 5.6]",True,"[{'location': [106.2, 57.4], 'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.8, 48.3], 'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.5, 38.4], 'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.4, 42.3], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 47.9], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.1, 39.4], 'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",16850047-dcd8-4282-ad14-2fda5a3c010f,,,Off T,0.01550046,Normal,Open Play,,,,Newcastle United,37,00:29:53.800,Shot,True
,,,,,,,,,,,,,,0.366723,,,,,,,,,,,,,2d001d85-b5b1-496e-a58b-7f2797e1ee77,3099,,"[115.8, 23.6]",3754271,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Odion Jude Ighalo,5458.0,Left Center Forward,170,Watford,23,['12a7df0a-d2f0-4f28-ba32-ac5b025f0365'],35,,Left Foot,"[118.3, 35.1, 1.3]",,"[{'location': [111.6, 38.8], 'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 30.2], 'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.9, 24.5], 'player': {'id': 3081, 'name': 'Jamaal Lascelles'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.5, 28.6], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.5, 33.4], 'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 32.7], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.1, 48.3], 'player': {'id': 43757, 'name': 'Yoan Gouffran'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.0, 23.9], 'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.3, 35.4], 'player': {'id': 3096, 'name': 'Rob Elliot'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2d3f96a6-f38f-4d48-a2c7-2d55bf7eff82,True,,Saved,0.01249703,Normal,Open Play,,,,Watford,23,00:32:35.258,Shot,
