bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.876893,,,,,,,,,,,,,,7a020159-d04b-4e59-8a2d-82e2c31012fa,2409,,"[114.1, 41.9]",3754335,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Dieumerci Mbokani Bezua,23663.0,Right Center Forward,133,Norwich City,56,['ec4ccae1-4e40-4b4f-a838-8fcaccc66dde'],26,,Right Foot,"[120.0, 43.7, 1.1]",,"[{'location': [106.4, 40.1], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.3, 50.7], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 42.5], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.7, 42.2], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.2, 38.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.7, 30.6], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.2, 28.1], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.4, 40.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.3, 51.4], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.5, 41.1], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.6, 26.8], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.4, 24.7], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.6, 33.8], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.0, 37.0], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",44716a49-357c-4b52-8596-b8a90b7c573d,True,,Goal,0.3622933,Backheel,Open Play,,,,Norwich City,56,00:22:26.969,Shot,
,,,,,,,,,,,,,,,,,0.186239,,,,,,,,,,,,,,e007299d-12ce-4643-9544-483e101904d0,2506,,"[104.2, 50.4]",3754335,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wes Hoolahan,10966.0,Left Midfield,142,Norwich City,56,"['1714f77b-bbd8-4a20-a28e-c31b2a418b9c', '8268a539-3225-4bcc-8b47-b6a593ed27c5']",9,,Right Foot,"[106.8, 48.1]",,"[{'location': [106.8, 64.4], 'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.6, 44.6], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.5, 42.4], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 61.0], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.6, 59.7], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 49.4], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 47.9], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 39.1], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.1, 43.1], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",57e3dc26-26d5-4c1b-85e5-a7aa09005933,,,Blocked,0.06990754,Normal,Open Play,,,,Norwich City,56,00:27:09.911,Shot,
,,,,,,,,,,,,,,,,,1.267168,,,,,,,,,,,,,,16f3e9bf-6140-43b7-99b3-9ed2636dbeec,2652,,"[93.0, 43.3]",3754335,75,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jeffrey Schlupp,3520.0,Left Midfield,149,Leicester City,22,"['b75f812d-7f70-45fb-89ed-cd65cc767950', 'e4a3351a-e755-412a-b02b-936a18adce7f']",35,,Left Foot,"[120.0, 48.7, 0.3]",,"[{'location': [116.8, 41.0], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 65.5], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 46.9], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.8, 42.5], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.7, 60.7], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [99.9, 35.9], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.9, 44.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.6, 48.1], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [98.1, 35.2], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",1865c906-c723-4574-96ff-d61cc7c5e1fe,,,Off T,0.029739393,Normal,Open Play,,,,Leicester City,22,00:30:35.621,Shot,True
,,,,,,,,,,,,,,,,,0.392205,,,,,,,,,,,,,,7050d545-bfc0-4f55-86e6-56a4e0f97bc5,2726,,"[92.2, 51.3]",3754335,78,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Wes Hoolahan,10966.0,Left Midfield,153,Norwich City,56,"['50e7b64f-07d7-40f1-b8c2-fd1251d54e40', '63ac9b38-c52b-49e8-9f2c-e6135596dcbf']",35,,Left Foot,"[102.2, 48.4]",,"[{'location': [119.1, 40.7], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 50.2], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 37.6], 'player': {'id': 9519, 'name': 'Kyle Lafferty'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [93.0, 55.8], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.5, 52.5], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.6, 60.5], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.0, 46.5], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.0, 35.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.0, 48.4], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.2, 48.3], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 40.3], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.6, 71.9], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.8, 56.7], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1eef80be-c2f6-4739-b453-27f3147dd471,,,Blocked,0.023218561,Normal,Open Play,,,,Norwich City,56,00:33:35.620,Shot,
,,,,,,,,,,,,,,,,,1.04907,,,,,,,,,,,,,,88021985-6c26-4746-841d-36364a1aadf9,2780,,"[108.8, 54.8]",3754335,82,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jamie Vardy,10960.0,Right Center Forward,156,Leicester City,22,['346615ee-933d-42c0-bad1-66a00e11da9a'],56,,Right Foot,"[120.0, 30.1, 0.2]",,"[{'location': [108.8, 52.0], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 49.8], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.6, 44.4], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c75a17ce-c3f3-44e6-838c-17c8fb7d17de,,,Off T,0.07318881,Normal,Open Play,,,,Leicester City,22,00:37:56.583,Shot,
,,,,,,,,,,,,,,,,,0.547839,,,,,,,,,,,,,,fb21d2ed-2f6a-46f6-b7dc-2fd4003e997d,2881,,"[110.2, 57.0]",3754335,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nathan Redmond,3286.0,Right Midfield,160,Norwich City,56,['e08b8432-c764-449c-bcb0-1addbbee9e57'],10,,Right Foot,"[119.2, 43.5, 2.3]",,"[{'location': [89.7, 22.6], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.8, 43.4], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 39.8], 'player': {'id': 9519, 'name': 'Kyle Lafferty'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.3, 33.4], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 62.2], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.2, 47.0], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.5, 48.2], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.2, 52.6], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.9, 55.7], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 46.5], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 40.6], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 34.4], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",ab3f123d-a301-47a8-b2f7-4a86bdbb15a7,,,Saved,0.0100224335,Normal,Open Play,,,,Norwich City,56,00:40:10.220,Shot,
,,,,,,,,,,,,,,,,,1.120895,,,,,,,,,,,,,,f75569b2-dd4d-4ba1-ab68-a047c9311dc2,2886,,"[112.4, 34.8]",3754335,85,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,161,Norwich City,56,"['287ee76c-a768-45c2-998a-d433d1d9819e', 'a379f17f-84e3-4115-8bf1-158a786f2d5d']",36,True,Head,"[120.0, 29.1, 1.9]",,"[{'location': [119.5, 42.0], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.5, 35.5], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.1, 38.9], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.7, 73.1], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.5, 44.7], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.1, 47.3], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.5, 47.9], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.4, 34.2], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.7, 43.3], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [113.2, 37.3], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 35.4], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 35.1], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.5, 48.0], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.4, 44.9], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.3, 40.1], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.0, 40.6], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [117.9, 34.7], 'player': {'id': 9519, 'name': 'Kyle Lafferty'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",c3af7f08-433e-4e38-8c34-f8fa8107306e,,,Off T,0.06236778,Normal,Open Play,,,,Norwich City,56,00:40:36.385,Shot,True
,,,,,,,,,,,,,,,,,0.706245,,,,,,,,,,,,,,c4ec8043-57f7-4430-b43d-2d8d3f8091e0,2917,,"[112.6, 39.5]",3754335,87,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Robert Huth,40123.0,Left Center Back,165,Leicester City,22,"['3b601ae5-f3ae-4034-8c7d-8b0aadfbe999', '40d63745-1477-4694-87ea-256940298526']",18,True,Head,"[120.0, 36.5, 4.3]",,"[{'location': [107.2, 10.8], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.1, 36.6], 'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.7, 3.6], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.9, 39.1], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.2, 35.5], 'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.9, 39.5], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 45.9], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 18.0], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 36.7], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.6, 28.0], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.1, 36.1], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.9, 29.4], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.5, 35.2], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.7, 44.8], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",31293934-7a46-4c1f-ba75-8988651e1f59,,,Off T,0.14274858,Normal,Open Play,,,,Leicester City,22,00:42:18.081,Shot,True
,,,,,,,,,,,,,,,,,0.123294,,,,,,,,,,,,,,b3d2ab59-8b30-426f-953f-bc3a2ebb397c,3023,,"[108.1, 29.9]",3754335,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jamie Vardy,10960.0,Right Center Forward,171,Leicester City,22,"['18ea9769-cc87-46f0-9b25-0f4cbe21197a', 'a5efc1d2-ebd0-42e1-ada0-cda59666d56b']",34,,Left Foot,"[109.8, 31.6]",,"[{'location': [113.9, 35.5], 'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.4, 31.9], 'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 49.8], 'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",caaa2fc8-a4be-4a58-be38-558d8e3108b3,,,Blocked,0.20089899,Normal,Open Play,,,,Leicester City,22,00:44:34.334,Shot,
,,,,,,,,,,,,,,,,,0.071312,,,,,,,,,,,,,,68e95ad7-d44c-4708-8431-add400474142,3075,,"[112.7, 56.4]",3754335,91,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jonathan Howson,9578.0,Left Center Midfield,174,Norwich City,56,"['8aa94cd5-0804-47a8-8438-3da4455ed3fc', 'bf420fa0-4970-406c-96a9-68612f920f47']",11,,Right Foot,"[114.1, 53.3]",,"[{'location': [107.4, 25.3], 'player': {'id': 3286, 'name': 'Nathan Redmond'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.8, 22.3], 'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.4, 41.7], 'player': {'id': 3671, 'name': 'José Leonardo Ulloa'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.2, 53.1], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [116.0, 49.4], 'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 42.7], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 43.9], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 39.1], 'player': {'id': 9519, 'name': 'Kyle Lafferty'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [114.5, 39.6], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 43.9], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 30.2], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.3, 23.6], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 45.3], 'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.3, 56.3], 'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.4, 41.1], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,,,Blocked,0.012578207,Half Volley,Open Play,,,,Norwich City,56,00:46:11.570,Shot,
,,,,,,,,,,,,,,,,,1.525564,,,,,,,,,,,,,,90aba5e4-7bc5-4e7f-89fa-57f73135e282,3088,,"[110.7, 39.8]",3754335,91,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,175,Norwich City,56,"['768f275a-6653-4c87-b976-1cc555716d4f', 'c299bde5-8fc0-44b6-8a37-998354e9d8f2']",34,True,Head,"[120.0, 40.3, 4.5]",,"[{'location': [105.8, 44.5], 'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.1, 31.2], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.1, 39.5], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.4, 38.3], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 32.6], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 39.1], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 38.0], 'player': {'id': 23663, 'name': 'Dieumerci Mbokani Bezua'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [111.7, 29.9], 'player': {'id': 9519, 'name': 'Kyle Lafferty'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",2db9cd0e-5471-4621-a95d-78e693bac892,,,Off T,0.080680154,Normal,Open Play,,,,Norwich City,56,00:46:34.418,Shot,True
