50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,0.788,,,,,,,,,,a03fefce-a7b3-4ac9-b8d1-327011a08dd4,1203,,"[111.0, 37.0]",7493,31,,,,,,,,,,,,,,,,,,1,From Throw In,Allie Long,5001.0,Right Center Midfield,68,OL Reign,760,['eb04f7c6-86b3-4d00-8216-62f3835e01c7'],53,,Right Foot,"[120.0, 38.7, 4.1]",,"[{'location': [112.0, 39.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 44.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 47.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 48.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 47.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 30.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 35.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [95.0, 36.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,Off T,0.23861207,Half Volley,Open Play,,,,OL Reign,760,00:31:53.180,Shot,
,,,,,,,,,,1.526,,,,,,,,,,07410303-b559-4f0a-af38-016609c44558,1407,,"[112.0, 29.0]",7493,37,,,,,,,,,,,,,,,,,,1,From Throw In,Megan Anna Rapinoe,8298.0,Left Attacking Midfield,76,OL Reign,760,['5f87c682-7c34-42f1-89d5-61fd28d015ff'],9,,Left Foot,"[120.0, 46.0, 2.6]",True,"[{'location': [102.0, 31.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 47.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 45.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.0, 52.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b83b3507-e327-46fd-a2c2-c405d7ff592d,Off T,0.09638504,Volley,Open Play,,,,OL Reign,760,00:37:09.628,Shot,
,,,,,,,,,,0.825,,,,,,,,,,e2d53c92-080a-4db7-95a0-67e2c5b14cc1,1463,,"[106.0, 58.0]",7493,38,,,,,,,,,,,,,,,,,,1,From Free Kick,Taylor Smith,4941.0,Right Midfield,80,Washington Spirit,759,"['71792db1-9e2a-4b57-bf8d-feb8976e8a70', '7d2e4136-a493-4964-9513-9d6661412405']",32,,Right Foot,"[118.0, 45.2, 2.6]",,"[{'location': [108.0, 24.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 41.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",f1f1f807-3e6a-4600-bab2-66b362ba560a,Off T,0.01928665,Normal,Open Play,,,,Washington Spirit,759,00:38:32.296,Shot,True
,,,,,,,,,,0.294,,,,,,,,,,cb057c70-3997-44b5-ae9f-da8aaa94d7e4,1500,,"[115.0, 48.0]",7493,39,,,,,,,,,,,,,,,,,,1,Regular Play,Jodie Taylor,5002.0,Center Forward,82,OL Reign,760,"['2a5fdfcd-aacc-4a1c-9bb5-34af593429dc', 'ec294661-60c0-434b-9c9b-b968231b8a34']",32,,Right Foot,"[117.0, 44.0]",,"[{'location': [107.0, 42.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 39.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 48.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.0, 58.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.0, 47.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 52.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [100.0, 48.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.0, 33.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",5626f53a-fba4-4bca-95fd-1121fba20e5b,Blocked,0.19538186,Half Volley,Open Play,,,,OL Reign,760,00:39:32.912,Shot,
,,,,,,,,,,0.422,,,,,,,,,,8e4b94fb-c9b4-458a-96f4-10e05f8815a2,1537,,"[94.0, 39.0]",7493,40,,,,,,,,,,,,,,,,,,1,Regular Play,Jasmyne Spencer,5077.0,Right Attacking Midfield,86,OL Reign,760,"['56348efe-a585-4098-96f9-8d537bfa3c1c', 'b2b4fa13-2273-4149-81d2-da0b2444a19a']",44,,Left Foot,"[109.0, 40.0]",,"[{'location': [120.0, 43.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 38.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 35.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [97.0, 61.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 40.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 61.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 35.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.0, 47.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [88.0, 37.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.0, 24.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",d80e9b81-c1ed-476a-8ab3-09cae646f50d,Blocked,0.03507056,Normal,Open Play,,,,OL Reign,760,00:40:44.680,Shot,
,,,,,,,,,,1.287,,,,,,,,,,26c8a3bd-29e1-49a3-b4cc-ef6e03e66bf5,1662,,"[112.0, 36.0]",7493,43,,,,,,,,,,,,,,,,,,1,Regular Play,Jasmyne Spencer,5077.0,Right Attacking Midfield,92,OL Reign,760,['78b0209c-1f67-49f0-a32a-88317154057b'],34,,Right Foot,"[120.0, 43.2, 1.9]",,"[{'location': [113.0, 34.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.0, 32.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 20.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 29.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 37.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 18.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 50.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}]",e873a282-8746-4232-af99-46ab1e273284,Goal,0.17485029,Lob,Open Play,,,,OL Reign,760,00:43:34.844,Shot,
,,,,,,,,,,0.878,,,,,,,,,,93d99974-e5ea-4ec9-8a0d-a0fda4d593e0,1831,,"[109.0, 28.0]",7493,46,,,,,,,,,,,,,,,,,,2,From Throw In,Alyssa Kleiner,4997.0,Left Back,102,OL Reign,760,['74b78bda-0a90-4f11-a89d-5f7f9ab00cfe'],33,,Right Foot,"[119.0, 36.4, 2.1]",,"[{'location': [114.0, 40.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 30.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 27.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 36.0], 'player': {'id': 21057, 'name': 'DiDi Haracic'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 32.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [113.0, 38.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': True}]",0670e490-e11f-411b-b9c7-a2daa5f7b8fb,Saved,0.096544065,Normal,Open Play,,,,OL Reign,760,00:01:33.939,Shot,
,,,,,,,,,,1.311,,,,,,,,,,a60f2311-2b67-4c42-9d42-b0fd37fbcd02,1858,,"[89.0, 27.0]",7493,47,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Hatch,4964.0,Left Center Forward,105,Washington Spirit,759,['fc0aa194-43fb-4afe-a73e-417e2ec11a1e'],28,,Left Foot,"[120.0, 40.3, 2.4]",,"[{'location': [99.0, 41.0], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [84.0, 42.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.0, 30.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 29.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 30.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 20.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Saved,0.01235857,Normal,Open Play,,,,Washington Spirit,759,00:02:28.422,Shot,
,,,,,,,,,,0.193,,,,,,,,,,aebd3b77-ce60-4fe4-8809-e859ac841ceb,1863,,"[117.0, 35.0]",7493,48,,,,,,,,,,,,,,,,,,2,From Corner,Ashley Hatch,4964.0,Left Center Forward,106,Washington Spirit,759,"['5010991a-44a0-45fa-ad71-ecb09926549a', '60d50f32-6d4f-4578-82b5-b65d39ab9300']",24,True,Head,"[113.0, 38.0]",,"[{'location': [119.0, 44.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 45.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 45.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 35.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.0, 27.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [117.0, 46.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}]",7d61e0e1-7425-41f8-9009-2d60f868da55,Wayward,0.15460807,Normal,Open Play,,,,Washington Spirit,759,00:03:24.197,Shot,True
,,,,,,,,,,0.659,,,,,,,,,,6e11481d-c3b4-4aff-bc9b-9af4a364254a,1868,,"[107.0, 35.0]",7493,48,,,,,,,,,,,,,,,,,,2,From Corner,Meggie Dougherty Howard,5026.0,Right Defensive Midfield,106,Washington Spirit,759,"['3666ebab-2e01-4790-bd4c-d65a9375f295', '3c82248f-ccd8-4db2-b933-35e8886e48c5']",25,,Left Foot,"[111.0, 38.0]",,"[{'location': [118.0, 36.0], 'player': {'id': 5077, 'name': 'Jasmyne Spencer'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 5069, 'name': 'Theresa Nielsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5065, 'name': 'Lauren Barnes'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 35.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5066, 'name': 'Lydia Grace Yilkari Williams'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 4997, 'name': 'Alyssa Kleiner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 8298, 'name': 'Megan Anna Rapinoe'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'teammate': False}, {'location': [108.0, 50.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.0, 42.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [117.0, 39.0], 'player': {'id': 5022, 'name': 'Francisca Ordega'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 33.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 25.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}]",,Wayward,0.0691083,Half Volley,Open Play,,,,Washington Spirit,759,00:03:25.617,Shot,True
