ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,1.64,,,,,,,,,,,,,3f0068a5-59cd-4f1e-8182-601cd8d08434,1464,,,"[110.0, 33.0]",8658,47,,,,,,,,,,,,,,,,,,2,From Corner,Dejan Lovren,3471.0,Right Center Back,98,Croatia,785,"['41698ff6-6012-4630-9fd0-9b7699f866ef', '4a686ec7-fffb-4df3-85b1-2cc935351ab4']",32,True,Head,,"[116.0, 45.0]",,"[{'location': [111.0, 33.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 34.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 33.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [112.0, 50.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 44.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 42.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.0, 39.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 49.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 52.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 34.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 39.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8345cc8b-7609-4b1f-9829-5f2b19e3258d,Wayward,0.055352274,Normal,Open Play,,,,Croatia,785,00:02:32.627,Shot,True
,,,,,,,,,,1.76,,,,,,,,,,,,,561e8179-91f3-4bd1-b55f-9edad6d0feea,1545,,,"[91.0, 48.0]",8658,49,,,,,,,,,,,,,,,,,,2,From Corner,Šime Vrsaljko,5461.0,Right Back,102,Croatia,785,['43972a19-b927-4de4-8daa-ccc1d0cc274b'],34,,Right Foot,,"[120.0, 33.3, 0.2]",,"[{'location': [112.0, 41.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 31.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 40.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 32.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 53.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 40.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 51.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 56.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.0, 45.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.0, 39.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,Off T,0.017269997,Volley,Open Play,,,,Croatia,785,00:04:34.320,Shot,
,,,,,,,,,,0.28,,,,,,,,,,,,,aa64cb60-6e81-4def-8972-1d013adf5091,1648,,,"[115.0, 55.0]",8658,51,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Right Midfield,107,France,771,['572b2329-2e2d-46f8-bde5-d4df68adbbe8'],35,,Right Foot,,"[118.0, 39.9, 0.6]",,"[{'location': [115.0, 51.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.0, 52.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",051b4014-4b65-45f1-aa77-672ab7b35db9,Saved,0.01856424,Normal,Open Play,,,,France,771,00:06:35.947,Shot,
,,,,,,,,,,0.773,,,,,,,,,,,,,22024b1a-a3c4-49e9-a004-dbd45e451b31,1859,,,"[99.0, 41.0]",8658,58,,,,,,,,,,,,,,,,,,2,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,120,France,771,"['47a8b8cc-71c7-423a-88c8-785c2676423b', 'c90d996c-881f-439f-ae8a-4372e072fd14']",32,,Right Foot,,"[107.0, 39.0]",True,"[{'location': [120.0, 41.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 59.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 41.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",9b9b90fb-0daf-4359-b37b-6f27172092e4,Blocked,0.052249614,Normal,Open Play,,,,France,771,00:13:32.347,Shot,
,,,,,,,,,,1.053,,,,,,,,,,,,,8b8479e0-b82d-47d4-bc24-f80ff589dbe6,1863,,,"[102.0, 39.0]",8658,58,,,,,,,,,,,,,,,,,,2,From Throw In,Paul Pogba,20004.0,Right Defensive Midfield,120,France,771,['4a172425-28b2-4986-bb39-5ba1d2d46928'],33,,Left Foot,,"[120.0, 37.6, 1.0]",True,"[{'location': [105.0, 40.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 60.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 31.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 50.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 41.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 45.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",,Goal,0.08626537,Normal,Open Play,,,,France,771,00:13:33.907,Shot,
,,,,,,,,,,1.053,,,,,,,,,,,,,8801eb6a-4e81-46c2-bba7-937c24784821,1901,,,"[112.0, 29.0]",8658,60,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Left Center Forward,122,France,771,['ff6e57e7-a7f3-4863-99dc-e0c432c8bacc'],46,,Left Foot,,"[114.0, 40.0]",True,"[{'location': [108.0, 31.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 19.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 32.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.0, 32.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 32.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 50.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [120.0, 40.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Wayward,0.06951273,Overhead Kick,Open Play,,,,France,771,00:15:46.427,Shot,
,,,,,,,,,,0.24,,,,,,,,,,,,,c75f59a1-19dd-4e33-837e-58be983171f8,2007,,,"[96.0, 29.0]",8658,63,,,,,,,,,,,,,,,,,,2,Regular Play,Ante Rebić,5465.0,Right Wing,127,Croatia,785,"['d1af727b-c965-4b53-8bdf-5d729e55726d', 'ff2ed383-50a4-4bfe-9438-5cc085d599cd']",52,,Right Foot,,"[100.0, 29.0]",,"[{'location': [97.0, 41.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 43.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 38.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 5.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 9.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 29.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 24.0], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 39.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 50.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.0, 52.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [80.0, 61.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.0, 59.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 32.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",875e3b88-061c-474e-b74e-42879e011b39,Blocked,0.034007873,Normal,Open Play,,,,Croatia,785,00:18:52.227,Shot,
,,,,,,,,,,0.933,,,,,,,,,,,,,8b3b883a-7cca-4677-bfde-e4f9c3ce8aac,2060,,,"[94.0, 40.0]",8658,64,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Right Midfield,128,France,771,['70a044d0-d0ea-4f01-8a00-1d097c529265'],36,,Right Foot,,"[120.0, 37.0, 0.3]",,"[{'location': [119.0, 41.0], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 49.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 5468, 'name': 'Domagoj Vida'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 32.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 32.0], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 28.0], 'player': {'id': 5469, 'name': 'Marcelo Brozović'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 24.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 21.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [83.0, 20.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [83.0, 21.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",b95d4083-2f6f-4f0d-a813-ac6b1b7ba9c8,Goal,0.04485787,Normal,Open Play,,,,France,771,00:19:36.707,Shot,
,,,,,,,,,,0.68,,,,,,,,,,,,,7906899a-fd84-4697-af0d-dc9903b4f5e0,2171,,,"[114.0, 43.0]",8658,68,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Mandžukić,5472.0,Center Forward,136,Croatia,785,['6d54b033-46bb-4c3c-bb2e-7bb5f4f27164'],8,,Right Foot,,"[120.0, 36.6, 0.4]",True,"[{'location': [88.0, 21.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [84.0, 21.0], 'player': {'id': 5465, 'name': 'Ante Rebić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [77.0, 63.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [77.0, 64.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 63.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Goal,0.5631902,Normal,Open Play,,,,Croatia,785,00:23:08.107,Shot,
,,,,,,,,,,1.733,,,,,,,,,,,,,731384e2-aff0-4d92-9a42-6736e2f4b2d4,2358,,,"[78.0, 40.0]",8658,75,,,,,,,,,,,,,,,,,,2,Regular Play,Šime Vrsaljko,5461.0,Right Back,147,Croatia,785,['aee51934-f163-48f1-bc88-7b5166944e32'],1,,Right Foot,,"[119.0, 32.7, 0.8]",,"[{'location': [91.0, 41.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 39.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 68.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.0, 47.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.0, 9.0], 'player': {'id': 5457, 'name': 'Ivan Strinić'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 26.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.0, 12.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [85.0, 21.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [93.0, 29.0], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.0, 41.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 61.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 30.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 47.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [83.0, 37.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [78.0, 24.0], 'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",3c3ff5e1-33b9-4acb-b977-ab34de42e05a,Off T,0.0050148317,Normal,Open Play,,,,Croatia,785,00:30:01.907,Shot,
,,,,,,,,,,0.32,,,,,,,,,,,,,eb933287-d21d-464b-bb14-be48abca6bbe,2441,,,"[101.0, 30.0]",8658,77,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,150,Croatia,785,"['093cc1ee-19a7-4f04-88d1-36e499e4808a', '4e97bddd-6524-4422-9be4-7a17565c634f', 'bd5a981f-c0a9-44e1-959e-3b8585107641']",13,,Left Foot,,"[107.0, 34.0]",,"[{'location': [112.0, 35.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 30.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.0, 48.0], 'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.0, 39.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5474, 'name': 'Ivan Perišić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5472, 'name': 'Mario Mandžukić'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.0, 61.0], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 55.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 5737, 'name': ""Steven N''Kemboanza Mike Christopher Nzonzi""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 28.0], 'player': {'id': 5460, 'name': 'Andrej Kramarić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 50.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",52a4cc8c-f745-4933-b5c6-da618f3ba880,Blocked,0.042465996,Normal,Open Play,,,,Croatia,785,00:32:13.947,Shot,True
