ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.254198,,,,,,,,,,,,,,,fbf8f3b7-05f7-4286-a144-ce8538f36121,1200,,,"[93.2, 32.0]",3775588,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alanna Stephanie Kennedy,5078.0,Right Center Midfield,78,Tottenham Hotspur Women,749,['ffdfeace-3b5b-4613-87b9-64c3b4b92738'],17,,Right Foot,"[120.0, 36.7, 3.8]",,"[{'location': [102.1, 49.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.1, 48.1], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.7, 35.5], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.1, 41.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.7, 41.6], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [94.8, 37.2], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [102.9, 44.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.5, 45.7], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 25.1], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.7, 40.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 32.0], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.2, 32.8], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 33.6], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 34.4], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.8, 35.9], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 28.2], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 41.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,,Off T,,0.054142687,Normal,Free Kick,,,,Tottenham Hotspur Women,749,00:38:17.226,Shot,
,,,,,,,,,,,,,,,,0.226576,,,,,,,,,,,,,,,3d13314a-c129-4c1c-be14-3d9fbb1f024f,1222,,,"[90.2, 23.1]",3775588,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Rosella Ayane,21048.0,Left Wing,79,Brighton & Hove Albion WFC,965,"['6de9240c-fd46-44c0-ac5c-c9d828c74f91', 'b70af6d1-39fd-413d-abea-3991afbdbc4d']",5,,Right Foot,"[98.8, 26.9]",,"[{'location': [100.6, 45.6], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.5, 30.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [93.0, 26.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.4, 18.7], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.1, 22.2], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 17.0], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [84.6, 19.1], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [86.3, 51.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [84.5, 38.5], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [91.8, 31.8], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 30.0], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 27.5], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 41.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.8, 37.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,,0.0072179018,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:39:05.201,Shot,
,,,,,,,,,,,,,,,,0.377847,,,,,,,,,,,,,,,9feb6c6b-f413-45f4-9ad7-1faafd3ddd00,1232,,,"[102.4, 39.1]",3775588,39,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Alexandra Morgan Carrasco,5085.0,Center Forward,80,Tottenham Hotspur Women,749,['a1734b19-3540-4a39-a419-d9102d094ed5'],13,,Right Foot,"[110.2, 41.0, 0.1]",,"[{'location': [93.2, 41.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 40.9], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.8, 30.8], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 40.8], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.7, 60.3], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 41.6], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.6, 49.1], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Saved,,0.43258417,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:39:13.799,Shot,
,,,,,,,,,,,,,,,,0.981832,,,,,,,,,,,,,,,1e8369a0-8f42-4c20-bcb6-0ec3bf0ff23a,1294,,,"[97.9, 33.8]",3775588,40,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Inessa Kaagman,15579.0,Center Attacking Midfield,82,Brighton & Hove Albion WFC,965,['19c18b61-9de9-4c44-9895-1357cd0e338b'],38,,Right Foot,"[120.0, 44.6, 4.2]",,"[{'location': [92.2, 20.7], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 46.3], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.9, 61.2], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.5, 54.0], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.6, 41.5], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [103.2, 35.9], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.1, 33.1], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.9, 42.7], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 28.7], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.6, 37.1], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.5, 50.9], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.8, 41.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.4, 38.8], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",5c2ddb23-d248-4371-a78d-458b043420c7,,,Off T,,0.041715864,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:40:38.748,Shot,
,,,,,,,,,,,,,,,,1.240244,,,,,,,,,,,,,,,f4c8129a-b06f-4907-9e45-1febc7c04d17,1314,,,"[117.9, 34.2]",3775588,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Josie Green,4865.0,Center Defensive Midfield,84,Tottenham Hotspur Women,749,['89880081-1005-4140-8b09-d60f94f56a9b'],1,,Right Foot,"[120.0, 38.1, 4.3]",True,"[{'location': [120.0, 36.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.5, 42.8], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 44.2], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.3, 35.5], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.4, 47.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.1, 41.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.8, 36.2], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.5, 42.7], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [112.4, 41.4], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.9, 37.0], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.6, 37.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 36.2], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.4, 34.3], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [120.0, 40.1], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Off T,,0.12558413,Volley,Open Play,,,,Tottenham Hotspur Women,749,00:42:01.395,Shot,
,,,,,,,,,,,,,,,,0.102154,,,,,,,,,,,,,,,1d7c8add-9747-4332-a87b-eec95ff252b9,1338,,,"[103.3, 42.8]",3775588,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Ria Percival,18145.0,Left Center Midfield,87,Tottenham Hotspur Women,749,['1cb603a7-f91b-4fcb-9889-3719149e0a71'],26,,Right Foot,"[105.3, 42.5, 0.0]",,"[{'location': [101.5, 37.2], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.8, 42.3], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 46.1], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.8, 39.4], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.6, 36.9], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e33a69f7-7eb0-4874-ae42-0a8f5eb62a5d,,,Saved,,0.41791275,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:43:26.430,Shot,
,,,,,,,,,,,,,,,,0.06402,,,,,,,,,,,,,,,9113fabf-ef31-48f7-9c0a-f6a7ee0cbbcd,1342,,,"[117.0, 45.9]",3775588,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Josie Green,4865.0,Center Defensive Midfield,88,Tottenham Hotspur Women,749,"['aa78fe6c-d518-41c6-8be3-f584712ea8a0', 'e41d2a0b-d9a3-4ada-a057-04952f5e10ab']",0,,Right Foot,"[117.5, 45.1]",True,"[{'location': [118.2, 39.8], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.9, 45.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 40.7], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.9, 39.5], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 46.2], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [120.0, 43.3], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 43.1], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.7, 39.7], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.1, 45.2], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.2, 44.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.7, 46.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.9, 43.1], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.4, 39.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.0, 41.3], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.3, 38.2], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",2dd73419-7287-4969-b450-eeccd38f60e4,,,Blocked,,0.087281056,Backheel,Open Play,,,,Tottenham Hotspur Women,749,00:44:00.363,Shot,
,,,,,,,,,,,,,,,,0.060329,,,,,,,,,,,,,,,f323c98d-7068-4a1a-9e48-50b974ade415,1385,,,"[98.1, 42.7]",3775588,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Alexandra Morgan Carrasco,5085.0,Center Forward,91,Tottenham Hotspur Women,749,"['1a388950-164b-4cde-850c-6f39686725a8', '1dc7bf6e-cb77-4abe-aba8-222ac9a0555f']",20,,Left Foot,"[99.6, 42.6]",,"[{'location': [93.4, 42.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.8, 49.6], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.9, 40.9], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.8, 46.2], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.2, 42.6], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.5, 41.3], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.6, 49.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.1, 47.5], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [80.7, 61.2], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.5, 45.5], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 42.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.4, 60.4], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Blocked,,0.03918689,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:45:20.893,Shot,
,,,,,,,,,,,,,,,,0.115059,,,,,,,,,,,,,,,424bbffe-d3e1-4cf2-a42f-90407220f700,1515,,,"[104.4, 48.1]",3775588,48,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rianna Jarrett,46716.0,Center Forward,101,Brighton & Hove Albion WFC,965,"['c89a4d01-ccbe-4d32-8c71-3d0a658774ac', 'd7cdf650-d4e1-4af8-a77f-2ee8d5fbbeb2']",18,,Right Foot,"[107.1, 47.2]",True,"[{'location': [104.6, 59.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.8, 48.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.2, 55.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.8, 51.0], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 47.6], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 41.4], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 63.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.9, 56.4], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 27.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [94.0, 40.6], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",4dfec4dc-ce77-4753-810e-f76393770464,,,Blocked,,0.09837552,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:48:18.300,Shot,
,,,,,,,,,,,,,,,,1.006752,,,,,,,,,,,,,,,cf7ec9b7-c229-4159-94b2-47267f23b7a6,1586,,,"[101.8, 35.6]",3775588,46,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Danielle Buet,20034.0,Right Defensive Midfield,105,Brighton & Hove Albion WFC,965,['2e599da2-6849-45de-b12b-5214e6902d38'],40,,Right Foot,"[120.0, 46.9, 5.5]",,"[{'location': [112.4, 39.5], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.5, 42.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.0, 46.1], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.3, 41.1], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 43.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 41.1], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 38.7], 'player': {'id': 31703, 'name': 'Anna Filbey'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.5], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.4, 37.2], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.5, 38.9], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.8, 42.6], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.1, 43.0], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 47.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.7, 39.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 31.6], 'player': {'id': 46716, 'name': 'Rianna Jarrett'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.2, 39.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 33.5], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.4, 34.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",,,,Off T,,0.061825395,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:01:40.907,Shot,
