50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.28,,,,,,,,,,,,,a024c94b-fc24-4d68-94eb-bda4bfa58f47,2056,,"[104.0, 36.0]",7553,57,,,,,,,,,,,,,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Left Defensive Midfield,121,Mexico,794,"['7f6aa875-1bf9-4478-820c-0bcc8b3b0567', 'e6dd76bc-bf0b-497c-92d8-250279cec949']",42,,Left Foot,True,"[118.0, 37.2, 1.6]",,"[{'location': [105.0, 37.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 44.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 40.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [98.0, 30.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.0, 62.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 63.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 50.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 46.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.0, 28.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.0, 30.0], 'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 34.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 43.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [83.0, 56.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.09060148,Normal,Open Play,,,,Mexico,794,00:12:42.400,Shot,True
,,,,,,,,,,,,,,0.187,,,,,,,,,,,,,64f1e00e-bc1b-4eba-9e34-7f67dd9d4c44,2138,,"[100.0, 39.0]",7553,59,,,,,,,,,,,,,,,,,,2,From Counter,Hirving Rodrigo Lozano Bahena,5571.0,Left Wing,124,Mexico,794,"['73849998-23d7-48f8-bb6a-c9114f2bde99', '96877902-213b-44a6-8450-bd1b940a1e50', 'ac46592a-8d99-4b98-b07f-461f7daeabb6']",50,,Left Foot,,"[104.0, 40.0]",,"[{'location': [104.0, 41.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 33.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 41.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [82.0, 61.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",2751fcf2-d09c-449d-97e4-090518134853,,Blocked,0.19791076,Normal,Open Play,,,,Mexico,794,00:14:50.013,Shot,True
,,,,,,,,,,,,,,0.413,,,,,,,,,,,,,65071ad1-25e6-477a-97a1-3fe63a999708,2184,,"[104.0, 38.0]",7553,60,,,,,,,,,,,,,,,,,,2,Regular Play,Jae-Sung Lee,5623.0,Center Attacking Midfield,125,South Korea,791,"['03d0a332-409c-4b91-970c-0e7ed1cb289c', '512091d0-b652-41ce-a70d-e9d47d203265']",58,,Left Foot,,"[113.0, 39.0]",True,"[{'location': [104.0, 52.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 42.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 28.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [95.0, 33.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 47.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 33.0], 'player': {'id': 5563, 'name': 'José Andrés Guardado Hernández'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2e123711-be69-4428-8a1b-debb5f54cec0,,Blocked,0.08345764,Normal,Open Play,,,,South Korea,791,00:15:58.520,Shot,
,,,,,,,,,,,,,,1.587,,,,,,,,,,,,,a04dbc95-49e0-46d3-8681-c68801a8deec,2216,,"[101.0, 58.0]",7553,61,,,,,,,,,,,,,,,,,,2,Regular Play,Carlos Alberto Vela Garrido,5560.0,Center Attacking Midfield,126,Mexico,794,"['19d4b915-8dcc-4d9f-8d7c-242a21d5b57e', '32c41dba-a949-420d-b423-0457f258b1b7']",25,,Left Foot,,"[120.0, 36.6, 3.4]",,"[{'location': [118.0, 41.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 38.0], 'player': {'id': 5988, 'name': 'Se-Jong Ju'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 49.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 36.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 56.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 58.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",2bd131b4-cee2-4feb-9110-02f02854f275,,Off T,0.019312114,Normal,Open Play,,,,Mexico,794,00:16:25.333,Shot,True
,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,cb5082b2-caa6-4605-938c-b1236f41247f,2316,,"[111.0, 32.0]",7553,65,,,,,,,,,,,,,,,,,,2,From Counter,Javier Hernández Balcázar,3058.0,Center Forward,132,Mexico,794,['f73b74ff-7631-4e4d-954d-71033815b65b'],24,,Right Foot,,"[120.0, 38.3, 0.1]",,"[{'location': [108.0, 31.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 40.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 35.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.0, 46.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 39.0], 'player': {'id': 5571, 'name': 'Hirving Rodrigo Lozano Bahena'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",160e47c7-cf8c-45a2-a418-4cea48fb5d82,,Goal,0.25309914,Normal,Open Play,,,,Mexico,794,00:20:24.880,Shot,
,,,,,,,,,,,,,,1.253,,,,,,,,,,,,,bf76a852-4f83-442c-815c-a4377dc3e0a5,2381,,"[99.0, 40.0]",7553,69,,,,,,,,,,,,,,,,,,2,From Corner,Hee-Chan Hwang,5620.0,Left Center Forward,136,South Korea,791,['b001d7ab-3f59-4b1d-ab0a-60e1d21f58cb'],6,,Right Foot,True,"[119.0, 37.6, 0.6]",,"[{'location': [120.0, 40.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 30.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 21.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 49.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 29.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 29.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [109.0, 41.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.0, 47.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 58.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 48.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",d0edd1f8-9f43-4719-a463-ebdc210a0943,,Saved,0.049417518,Normal,Open Play,,,,South Korea,791,00:24:06.880,Shot,
,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,c20b2702-26de-4cca-8114-0f67c7742d02,2483,,"[88.0, 52.0]",7553,73,,,,,,,,,,,,,,,,,,2,Regular Play,Sung-Yeung Ki,3605.0,Left Center Midfield,151,South Korea,791,"['d4523781-e842-43b3-a419-8d4be6ae91a8', 'eb72ffae-827c-41a3-8c5b-c91f56f6cdd9']",2,,Right Foot,,"[103.0, 45.0]",,"[{'location': [93.0, 22.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.0, 41.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 44.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [102.0, 48.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 58.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 35.0], 'player': {'id': 5985, 'name': 'Jesús Manuel Corona Ruíz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 35.0], 'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.0, 53.0], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 44.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [92.0, 61.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 68.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",fecec3a5-d8ff-43ba-83f7-1e5a5119c3e3,,Blocked,0.009588097,Normal,Open Play,,,,South Korea,791,00:28:02.040,Shot,
,,,,,,,,,,,,,,0.213,,,,,,,,,,,,,80d291a8-351f-487e-a35f-8988eaffdc90,2765,,"[95.0, 49.0]",7553,81,,,,,,,,,,,,,,,,,,2,From Throw In,Jae-Sung Lee,5623.0,Right Midfield,166,South Korea,791,"['47c2d50a-6653-4f87-95e8-661ac4605d01', '9207e99c-f5a6-422d-8b56-fa331965b647']",40,,Left Foot,,"[97.0, 48.0]",,"[{'location': [90.0, 42.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 33.0], 'player': {'id': 5610, 'name': 'Min-Woo Kim'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [79.0, 39.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.0, 77.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.0, 32.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.0, 32.0], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 50.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 64.0], 'player': {'id': 5985, 'name': 'Jesús Manuel Corona Ruíz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 48.0], 'player': {'id': 5575, 'name': 'Héctor Miguel Herrera López'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 41.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.0, 37.0], 'player': {'id': 5987, 'name': 'Giovani dos Santos Ramírez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",c2b26f50-2a9d-4748-b5cc-502638c036bd,,Blocked,0.021833424,Normal,Open Play,,,,South Korea,791,00:36:40.120,Shot,
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,58ab294d-109f-496a-b07e-e48f9c2b92e6,3056,,"[94.0, 40.0]",7553,87,,,,,,,,,,,,,,,,,,2,Regular Play,Heung-Min Son,3083.0,Left Center Forward,176,South Korea,791,['bd978feb-c143-4c5a-87b2-dcf88e76e20f'],43,,Right Foot,,"[120.0, 42.4, 7.0]",,"[{'location': [89.0, 44.0], 'player': {'id': 5987, 'name': 'Giovani dos Santos Ramírez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 44.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 25.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [86.0, 34.0], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 5564, 'name': 'Carlos Joel Salcedo Hernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 39.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.0, 37.0], 'player': {'id': 5567, 'name': 'Edson Omar Álvarez Velázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5577, 'name': 'Francisco Guillermo Ochoa Magaña'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 20.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.0, 30.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",60a17ffc-657b-4e54-909f-8537bcd781fc,,Off T,0.05194924,Normal,Open Play,,,,South Korea,791,00:42:43.960,Shot,
,,,,,,,,,,,,,,2.427,,,,,,,,,,,,,be4c3d31-d5d2-41b0-b7e0-328e125f77b3,3145,,"[96.0, 47.0]",7553,91,,,,,,,,,,,,,,,,,,2,From Free Kick,Héctor Miguel Herrera López,5575.0,Right Center Midfield,181,Mexico,794,['09f2cff9-50e8-4982-b950-3bbebb959153'],34,,Right Foot,,"[120.0, 37.4, 7.6]",True,"[{'location': [100.0, 66.0], 'player': {'id': 5985, 'name': 'Jesús Manuel Corona Ruíz'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 32.0], 'player': {'id': 5576, 'name': 'Jesús Daniel Gallardo Vasconcelos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 46.0], 'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 59.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 59.0], 'player': {'id': 5616, 'name': 'Seung-Woo Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 40.0], 'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 42.0], 'player': {'id': 3058, 'name': 'Javier Hernández Balcázar'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 49.0], 'player': {'id': 5987, 'name': 'Giovani dos Santos Ramírez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Off T,0.03211408,Half Volley,Open Play,,,,Mexico,794,00:46:34.853,Shot,
