50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,3.784767,,,,,,,,,,,,,,,4692a11d-b3a9-4653-a1e5-9017d99b8c67,2517,,"[110.3, 40.9]",3879585,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luiz Adriano de Souza da Silva,21272.0,Right Center Forward,147,AC Milan,243,"['ab903c3e-1c09-4982-9ba0-c91fb5aa6487', 'b14b3290-8fba-4f5c-84d7-eda8f833cd17']",53,True,Head,"[116.2, 10.2]",,"[{'location': [104.8, 51.0], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.1, 42.6], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.9, 35.3], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.7, 45.4], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 45.3], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 40.9], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 36.8], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 40.0], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4b01ba16-a6ea-4e71-a102-d289b644989f,Wayward,0.0667593,Normal,Open Play,,,,AC Milan,243,00:15:53.520,Shot,True
,,,,,,,,,,,,,,,,,,,0.491177,,,,,,,,,,,,,,,3135bd40-3239-4c12-92e2-95940bcaf2d3,2581,,"[74.5, 57.9]",3879585,62,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Domenico Berardi,7131.0,Right Midfield,150,Sassuolo,232,['72a982ec-2a7c-44f2-9153-785437700ffb'],11,,Left Foot,"[120.0, 43.7, 5.5]",,"[{'location': [112.6, 43.1], 'player': {'id': 7036, 'name': 'Gianluigi Donnarumma'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.2, 59.7], 'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.6, 47.5], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.3, 38.8], 'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.2, 29.2], 'player': {'id': 7463, 'name': 'Ignazio Abate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.5, 42.0], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [77.9, 53.7], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 42.4], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [89.7, 31.0], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",07751653-8c31-400d-8ac8-77fbd02e6e7f,Off T,0.006167074,Normal,Open Play,,,,Sassuolo,232,00:17:11.487,Shot,
,,,,,,,,,,,,,,,,,,,0.41548,,,,,,,,,,,,,,,81572ecb-4027-4cec-8e32-7b9bee6eaf3a,2706,,"[94.0, 40.0]",3879585,65,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Riccardo Montolivo,7166.0,Left Defensive Midfield,156,AC Milan,243,['b1001ed3-7337-4af6-a26d-4d4db5136dd0'],45,,Right Foot,"[109.0, 36.8]",True,"[{'location': [112.0, 31.3], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.5, 53.3], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [111.6, 48.6], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.3, 36.7], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.7, 31.8], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [97.9, 51.6], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.5, 38.1], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 42.8], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.1, 31.6], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.6, 35.1], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.4, 40.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 38.0], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 35.8], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.8], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2bfc9542-5226-4e13-819b-98fa85274e20,Wayward,0.030878749,Normal,Open Play,,,,AC Milan,243,00:20:45.526,Shot,
,,,,,,,,,,,,,,,,,,,1.400533,,,,,,,,,,,,,,,358b0c0e-923f-492e-9d2a-e34f6b61b8e5,2828,,"[110.4, 38.0]",3879585,69,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,163,AC Milan,243,['e12f6b92-0f58-44ad-88e8-3c21323a70a8'],17,,Head,"[120.0, 48.5, 5.2]",,"[{'location': [117.2, 48.6], 'player': {'id': 10919, 'name': 'Juraj Kucka'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [115.7, 45.8], 'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [111.8, 39.3], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.9, 47.4], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 51.9], 'player': {'id': 30941, 'name': 'Karim Laribi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [100.2, 40.2], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 45.5], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.2, 50.2], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 40.8], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.5, 43.9], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 40.3], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 37.1], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 71.9], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [109.0, 36.4], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.9, 34.0], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.9, 39.3], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",a8f2e012-97d6-471d-a24d-47c1b74864f9,Off T,0.055217057,Normal,Open Play,,,,AC Milan,243,00:24:17.965,Shot,
,,,,,,,,,,,,,,,,,,,0.603917,,,,,,,,,,,,,,,84c8c82b-2292-4663-9ed3-186efcc93c6c,2935,,"[112.4, 39.9]",3879585,73,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrea Bertolacci,7147.0,Left Defensive Midfield,171,AC Milan,243,"['67b10975-988b-48b5-8b1b-ae06f601c20e', 'a23ddc94-9ab8-4c75-820e-a183f14e4c07']",31,True,Head,"[117.5, 28.4]",,"[{'location': [108.2, 56.5], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [115.1, 38.6], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [111.4, 25.6], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.3, 55.5], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.2, 54.4], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.4, 46.6], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 52.6], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 50.9], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.4, 46.4], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [112.9, 40.6], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.7, 39.9], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [114.2, 38.2], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.9, 40.8], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",851528a9-9d82-49a6-88a7-15e710e9e6be,Wayward,0.11818989,Normal,Open Play,,,,AC Milan,243,00:28:31.432,Shot,True
,,,,,,,,,,,,,,,,,,,0.019005,,,,,,,,,,,,,,,2378d048-212b-47af-8b0a-9512501ba659,2946,,"[113.6, 43.4]",3879585,73,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Andrea Bertolacci,7147.0,Left Defensive Midfield,171,AC Milan,243,"['4668fa97-802e-4595-a54b-fbe0a95e8ffd', 'b65f4470-0a4d-4504-b4fc-0bc85be726d7']",36,,Right Foot,"[114.9, 43.4]",True,"[{'location': [115.1, 44.2], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.6, 43.4], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 41.6], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.7, 41.4], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.5, 40.5], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.3, 44.2], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 35.3], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.3, 46.8], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [116.8, 41.4], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.3, 40.7], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.4, 33.7], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,Blocked,0.16887596,Half Volley,Open Play,,,,AC Milan,243,00:28:36.155,Shot,
,,,,,,,,,,,,,,,,,,,0.928753,,,,,,,,,,,,,,,03bc9b12-2124-4f6d-b916-6d51582b18df,3006,,"[97.7, 25.2]",3879585,74,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Giacomo Bonaventura,7026.0,Left Midfield,173,AC Milan,243,['ecf974f2-3c79-4e41-a3f6-25ee1aa5a12b'],19,,Right Foot,"[120.0, 34.8, 4.2]",,"[{'location': [90.8, 27.8], 'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 44.3], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.4, 42.6], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.9, 36.9], 'player': {'id': 7166, 'name': 'Riccardo Montolivo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.0, 43.8], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.3, 40.9], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 33.7], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 28.2], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 34.7], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.8, 24.2], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.7, 38.7], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",17c1f7e7-925b-44d7-8e1e-a9fc80daf2a2,Off T,0.025385145,Normal,Open Play,,,,AC Milan,243,00:29:19.588,Shot,
,,,,,,,,,,,,,,,,,,,0.95228,,,,,,,,,,,,,,,a86d648f-4787-47a0-ad4a-06a9861f8aa0,3038,,"[104.5, 31.1]",3879585,75,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luca Antonelli,8874.0,Left Back,176,AC Milan,243,['fdca8428-d703-4d5b-9614-b892416b1488'],23,,Right Foot,"[120.0, 50.2, 4.0]",,"[{'location': [118.3, 38.8], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 52.3], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.3, 44.4], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.4, 34.1], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.6, 38.6], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 45.3], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.6, 35.3], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 33.4], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 37.8], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 37.2], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.9, 36.4], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.1, 23.9], 'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",1b76db35-8222-4d18-a995-fd419691d34d,Off T,0.11773341,Normal,Open Play,,,,AC Milan,243,00:30:23.020,Shot,
,,,,,,,,,,,,,,,,,,,0.040423,,,,,,,,,,,,,,,760ea5c1-d2a8-484c-81f4-9b65f2e6887f,3144,,"[102.8, 31.5]",3879585,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Carlos Arturo Bacca Ahumada,5688.0,Left Center Forward,182,AC Milan,243,"['03ce1d45-76cb-4ebb-8b1a-5a1d88b97efd', '50eed153-7ac5-4492-bd0c-7b20b8d19a13']",35,,Right Foot,"[105.3, 33.1]",,"[{'location': [108.0, 14.9], 'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.2, 39.2], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 45.5], 'player': {'id': 7702, 'name': 'Alessio Cerci'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.9, 33.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.1, 44.2], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.2, 31.6], 'player': {'id': 40945, 'name': 'Alex Rodrigo Dias da Costa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [95.1, 29.6], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.3, 22.4], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.6, 42.0], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 33.8], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.3, 31.9], 'player': {'id': 32903, 'name': 'Emanuele Terranova'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.5, 21.2], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.8, 27.7], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 40.9], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.8, 37.1], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",88cba474-67dd-4c1e-aa0e-341cf127c274,Blocked,0.057011932,Normal,Open Play,,,,AC Milan,243,00:33:35.924,Shot,
,,,,,,,,,,,,,,,,,,,1.195251,,,,,,,,,,,,,,,63b22e7f-02e3-4d29-89b2-ad460d79181d,3150,,"[110.1, 38.8]",3879585,78,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alex Rodrigo Dias da Costa,40945.0,Right Center Back,183,AC Milan,243,"['aa9f1165-5793-492a-9c88-38a6affc17d9', 'b745a1fe-3d09-47ef-aa4a-59e057cff117']",59,True,Head,"[119.2, 31.6]",,"[{'location': [120.0, 70.6], 'player': {'id': 7026, 'name': 'Giacomo Bonaventura'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 39.6], 'player': {'id': 7123, 'name': 'Gianluca Pegolo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.7, 46.7], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.4, 38.5], 'player': {'id': 8848, 'name': 'Paolo Cannavaro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [114.3, 42.8], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [112.7, 43.8], 'player': {'id': 7147, 'name': 'Andrea Bertolacci'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [116.3, 46.4], 'player': {'id': 8874, 'name': 'Luca Antonelli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 35.4], 'player': {'id': 21272, 'name': 'Luiz Adriano de Souza da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.7, 39.3], 'player': {'id': 7458, 'name': 'Alessio Romagnoli'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.1, 35.4], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.4, 54.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 45.7], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.5, 49.9], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 40.7], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.2, 36.5], 'player': {'id': 5461, 'name': 'Šime Vrsaljko'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.9, 38.8], 'player': {'id': 32903, 'name': 'Emanuele Terranova'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f89f8755-3039-4c3d-a754-2153e6d3b645,Wayward,0.044997606,Normal,Open Play,,,,AC Milan,243,00:33:59.862,Shot,True
