50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.124586,,,,,,,,,,,,506185bd-b44e-4fa1-8041-7f82a22bedcc,1633,,"[105.3, 61.3]",2275088,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudia Walker,15580.0,Right Wing,131,Birmingham City WFC,969,['740e4375-1bf9-4d64-bf4c-c227c85c52b7'],49,,Right Foot,"[120.0, 45.1, 0.8]",,"[{'location': [119.6, 43.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.8, 33.3], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.6, 34.4], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 38.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.9, 47.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 46.6], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.7, 47.9], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.0, 30.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [88.6, 41.5], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.5, 41.9], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.8, 50.6], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [98.9, 49.2], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.7, 59.8], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",1337abcb-d846-424b-a637-63009d4bd900,Off T,,0.007270504,Normal,Open Play,,,,Birmingham City WFC,969,00:03:49.121,Shot,
,,,,,,,,,,,,,,,,2.228916,,,,,,,,,,,,fc0595ca-82c0-4123-8319-f308fc6c1ec1,1698,,"[80.6, 25.9]",2275088,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Frankie Brown,10171.0,Right Defensive Midfield,137,Bristol City WFC,973,['d22e4a40-898b-48fd-944c-a2ab9383fe53'],26,,Right Foot,"[119.5, 42.8, 2.2]",,"[{'location': [81.9, 23.5], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.0, 50.2], 'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 51.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.6, 5.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [91.1, 35.0], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [100.4, 5.3], 'player': {'id': 31527, 'name': 'Ebony Salmon'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.3, 24.2], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.7, 20.8], 'player': {'id': 33009, 'name': 'Lily Simkin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.1, 30.4], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.1, 40.1], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 39.5], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.6, 40.5], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [92.5, 24.3], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.3, 28.2], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [80.1, 2.9], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [73.3, 2.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",77b618a8-1817-47c7-8518-011e1a51528b,Saved,,0.0056563294,Normal,Open Play,,,,Bristol City WFC,973,00:06:26.313,Shot,
,,,,,,,,,,,,,,,,0.100014,,,,,,,,,,,,91feffba-c7fd-413a-847c-e83d9c6a13be,1832,,"[93.2, 36.7]",2275088,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abbi Grant,31565.0,Left Wing,143,Birmingham City WFC,969,"['35a56f80-fd87-44d1-b8ff-46b5ea805f31', 'f106eede-d9b1-462f-bacd-f1f61932b136']",4,,Right Foot,"[95.3, 37.1]",,"[{'location': [119.4, 39.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.8, 27.9], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 36.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 43.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 38.3], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [97.1, 45.9], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 54.0], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.6, 36.9], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 33.6], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.3, 48.0], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.8, 63.6], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.4, 41.9], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 38.2], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,Blocked,,0.021240398,Normal,Open Play,,,,Birmingham City WFC,969,00:10:04.591,Shot,
,,,,,,,,,,,,,,,,1.902365,,,,,,,,,,,,d3e9f394-aaf3-4214-9683-dc4cd63b0537,2114,,"[101.0, 42.1]",2275088,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Abbi Grant,31565.0,Left Wing,159,Birmingham City WFC,969,['c06aa406-1613-4feb-a0ba-8f643a2af85f'],35,,Right Foot,"[120.0, 43.4, 1.7]",True,"[{'location': [103.2, 41.2], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.3, 41.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.1, 38.5], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 55.6], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.4, 62.8], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [115.0, 66.8], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.3, 61.9], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.6, 53.9], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 60.4], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.1, 46.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.9, 40.3], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",e120f529-7ece-4036-8573-492ac51771b4,Goal,,0.08292238,Normal,Open Play,,,,Birmingham City WFC,969,00:19:35.788,Shot,
,,,,,,,,,,,,,,,,1.063177,,,,,,,,,,,,364aad66-163b-4f4a-bb81-48cba1ceb232,2185,,"[95.0, 36.8]",2275088,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Charlie Wellings,15563.0,Center Forward,165,Bristol City WFC,973,['fa2d1778-c562-4cbe-8e47-8faf7b623173'],13,,Right Foot,"[120.0, 33.6, 0.9]",,"[{'location': [88.6, 44.0], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [81.4, 32.2], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.3, 27.1], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.8, 2.3], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.4, 39.7], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.9, 33.7], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.6, 38.2], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.4, 45.7], 'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.1, 20.4], 'player': {'id': 33009, 'name': 'Lily Simkin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.6, 29.9], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.2, 23.9], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [79.7, 13.1], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",8910efd0-1f78-4b44-aafe-24076a22c3fa,Off T,,0.054133017,Normal,Open Play,,,,Bristol City WFC,973,00:22:13.664,Shot,
,,,,,,,,,,,,,,,,0.072228,,,,,,,,,,,,646d4abb-ac9f-44a9-b6b8-be3c2e91a112,2203,,"[97.2, 28.0]",2275088,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Rachel Williams,31563.0,Center Forward,166,Birmingham City WFC,969,"['1a4fbb55-4e37-498e-a189-626062f31e7e', '81f69918-ef0c-432a-9ed9-2955199d78da']",43,,Right Foot,"[97.8, 28.4]",True,"[{'location': [97.2, 29.1], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.7, 24.2], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.7, 18.9], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [81.3, 25.1], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.7, 31.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,,0.113149844,Normal,Open Play,,,,Birmingham City WFC,969,00:22:43.257,Shot,
,,,,,,,,,,,,,,,,0.411197,,,,,,,,,,,,51765a1c-c2af-4628-8f10-e295cca304d8,2261,,"[112.0, 23.2]",2275088,69,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Charlie Wellings,15563.0,Center Forward,170,Bristol City WFC,973,"['33374397-4236-4f1b-8395-8d1317f9f01d', '8f3e3c4b-bcd4-4a92-aacc-60bbc9c86a71']",40,,Left Foot,"[118.1, 36.1]",,"[{'location': [107.9, 48.0], 'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.2, 36.2], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.9, 35.8], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 39.5], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 24.1], 'player': {'id': 33009, 'name': 'Lily Simkin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.4, 46.2], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 29.1], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",fb956d56-b77f-4e7e-8b99-b8cccbc5abc6,Blocked,,0.013624077,Normal,Open Play,,,,Bristol City WFC,973,00:24:40.559,Shot,
,,,,,,,,,,,,,,,,1.63936,,,,,,,,,,,,fd051daf-ead5-483f-a0fd-53ed446cd5f9,2322,,"[89.1, 29.2]",2275088,70,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rebecca Holloway,31568.0,Left Center Back,172,Birmingham City WFC,969,['0fe39139-75e2-4a42-ad4a-01ea009b38be'],46,,Left Foot,"[120.0, 36.4, 6.7]",,"[{'location': [101.1, 33.2], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [97.9, 35.2], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.2, 19.3], 'player': {'id': 31567, 'name': 'Adrienne Jordan'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.9, 53.6], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.2, 52.6], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.2, 42.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.2, 34.5], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 33.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 23.7], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.3, 39.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 30.1], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",6bb40fc7-e086-46dc-b1d9-ece29ec0ddba,Off T,,0.017267521,Normal,Open Play,,,,Birmingham City WFC,969,00:25:46.247,Shot,
,,,,,,,,,,,,,,,,1.092747,,,,,,,,,,,,5534f9df-9712-45bc-8823-c71c62256d6e,2359,,"[97.8, 47.2]",2275088,71,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Abbi Grant,31565.0,Left Wing,174,Birmingham City WFC,969,['d221229a-f151-4088-a08a-19b53b7a554a'],42,,Right Foot,"[118.9, 43.2, 1.3]",,"[{'location': [81.3, 18.6], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.1, 31.9], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 42.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 40.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 43.7], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.6, 40.9], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.5, 42.8], 'player': {'id': 24925, 'name': 'Olivia Chance'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.9, 60.7], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 61.4], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 32.9], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 41.0], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 51.6], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",,Saved,,0.048718058,Normal,Open Play,,,,Birmingham City WFC,969,00:26:42.542,Shot,
,,,,,,,,,,,,,,,,1.720418,,,,,,,,,,,,3113c5fc-803b-4d54-8720-416e224fc270,2425,,"[89.1, 25.4]",2275088,73,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudia Walker,15580.0,Right Wing,182,Birmingham City WFC,969,"['4502c539-9b4e-4ffb-9943-a4fd81b585d6', '850f5efd-dfae-46c2-ad67-2344318d34b5']",38,,Right Foot,"[119.0, 44.8, 1.3]",,"[{'location': [118.0, 39.1], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.5, 45.4], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.7, 44.5], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 24.4], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.4, 27.7], 'player': {'id': 31714, 'name': 'Georgia Wilson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.1, 27.7], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.4, 29.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.8, 35.9], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 55.2], 'player': {'id': 17274, 'name': 'Poppy Pattinson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",4484dc92-7228-4ac9-8269-832bf3af018d,Saved Off Target,True,0.008106875,Normal,Open Play,,,,Birmingham City WFC,969,00:28:38.243,Shot,True
,,,,,,,,,,,,,,,,1.743685,,,,,,,,,,,,0badf28e-f11d-4fc9-a8a6-e8af076a5b72,2675,,"[104.5, 45.2]",2275088,79,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lucy Whipp,31566.0,Center Defensive Midfield,189,Birmingham City WFC,969,"['01b0da5c-6207-4cda-affb-e254e4d7aa38', '7f783fde-f632-4917-a096-8249f35afea4']",49,,Right Foot,"[120.0, 34.2, 0.3]",,"[{'location': [93.8, 45.2], 'player': {'id': 10171, 'name': 'Frankie Brown'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 46.3], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 46.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.7, 29.3], 'player': {'id': 16391, 'name': 'Loren Dykes'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 19.4], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.8, 31.4], 'player': {'id': 21059, 'name': 'Katie Robinson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.3, 41.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",c5839285-7660-479a-a2bc-db172cfaefd2,Off T,,0.4105156,Normal,Open Play,,,,Birmingham City WFC,969,00:34:49.906,Shot,True
