50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.761299,,,,,,,,,,,,,f36df998-153b-4ee7-a349-2674a5ed5e4a,1127,,"[97.9, 36.8]",3825625,29,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,62,Real Madrid,220,['81a0eeb1-6191-4cd8-ab03-5898c3eabb9d'],2,,Right Foot,,"[120.0, 43.0, 0.7]",,"[{'location': [97.7, 52.1], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.1, 36.2], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.5, 53.6], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.2, 37.9], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 35.0], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.1, 36.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.7, 41.3], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.2, 39.5], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",39fc66cd-70c6-4969-b7be-5430643377d3,,Goal,0.06457052,Normal,Open Play,,,,Real Madrid,220,00:29:02.149,Shot,
,,,,,,,,,,,,,,,,,2.513059,,,,,,,,,,,,,faa36ec4-80bd-4854-b7a6-68d9450020f5,1194,,"[109.9, 34.8]",3825625,31,,,True,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,66,Real Madrid,220,"['31f178f6-2e0a-4fbc-9dc5-15fbf32c50cb', 'e82506f5-c0ae-41d8-b86f-972922af8292']",16,,Left Foot,,"[120.0, 60.5]",True,"[{'location': [111.6, 42.2], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [116.2, 29.8], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.2, 35.9], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 28.4], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.3, 35.0], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.3, 35.4], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 44.2], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.1, 22.4], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",88f7c3ee-7bb9-4827-82e9-54248b32ea1b,,Wayward,0.10341844,Normal,Open Play,,,,Real Madrid,220,00:31:16.505,Shot,True
,,,,,,,,,,,,,,,,,0.745645,,,,,,,,,,,,,b34ab0e0-e033-4ba2-ac6b-63232b49bd53,1253,,"[108.5, 41.9]",3825625,34,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Deyverson Brum Silva Acosta,25134.0,Left Center Forward,71,Levante UD,221,['fed48042-8640-4ef9-90d6-d93eaed05e32'],59,,Head,,"[108.5, 32.2]",,"[{'location': [108.7, 43.0], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.4, 42.6], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 46.1], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.7, 36.2], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 46.1], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.9, 32.1], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 41.7], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.5, 39.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 45.4], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [116.3, 47.0], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.1, 37.2], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 40.9], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.1, 36.9], 'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.9, 47.1], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.9, 37.0], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [115.0, 35.4], 'player': {'id': 6684, 'name': 'Roger Martí Salvador'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.1, 78.9], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [94.9, 32.7], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': True}]",a7bd9925-cd83-49e2-ad78-24572eb6aee8,,Wayward,0.033685427,Normal,Open Play,,,,Levante UD,221,00:34:59.793,Shot,
,,,,,,,,,,,,,,,,,0.514327,,,,,,,,,,,,,ca632431-a74b-4e74-9863-0dd15d41dea9,1336,,"[97.2, 47.7]",3825625,36,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roger Martí Salvador,6684.0,Right Center Forward,75,Levante UD,221,['3fdc7976-9bfe-4efc-888b-ba60fb862334'],51,,Right Foot,,"[112.7, 42.4, 1.4]",,"[{'location': [94.6, 37.4], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.3, 45.9], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 33.4], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 29.0], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.4, 42.4], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.6, 26.6], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",6a5da39d-180e-4e85-9280-3de3a7f184cb,,Saved,0.06314391,Normal,Open Play,,,,Levante UD,221,00:36:51.982,Shot,
,,,,,,,,,,,,,,,,,0.656804,,,,,,,,,,,,,bc15d5a5-011a-4b70-b373-b40dc8e711f8,1524,,"[105.7, 53.1]",3825625,41,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Roger Martí Salvador,6684.0,Right Center Forward,83,Levante UD,221,['78036369-1680-4d1b-91f7-2ee715ed392f'],33,,Left Foot,,"[116.2, 43.1, 0.3]",,"[{'location': [94.1, 42.5], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.6, 43.1], 'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 53.8], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 56.3], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.1, 52.4], 'player': {'id': 5202, 'name': 'José Ignacio Fernández Iglesias'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 49.7], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [109.1, 41.5], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.1, 39.3], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 37.1], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",0556a9a3-0a70-4158-b753-e732d8ba28ee,,Saved,0.03734807,Normal,Open Play,,,,Levante UD,221,00:41:33.825,Shot,
,,,,,,,,,,,,,,,,,0.178301,,,,,,,,,,,,,116a27df-15d3-4065-ae6c-3cb3e89a39ca,1537,,"[95.2, 39.9]",3825625,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Wing,88,Real Madrid,220,"['8ee3f8d1-9d63-45eb-b32c-7b478ddef145', 'b1f15382-7b8e-4040-a27f-4ee659fe8e07']",4,,Right Foot,,"[98.8, 39.9]",,"[{'location': [117.3, 39.9], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.1, 54.9], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.4, 25.4], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.6, 33.4], 'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.8, 20.4], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [98.6, 45.7], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [103.3, 47.5], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 42.4], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 32.2], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 25.0], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.6, 35.6], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.7, 39.6], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",1db96001-5a36-46d6-addf-e1bad32a7a99,,Blocked,0.044425033,Normal,Open Play,,,,Real Madrid,220,00:42:04.725,Shot,
,,,,,,,,,,,,,,,,,0.672506,,,,,,,,,,,,,d9c7a575-c652-4a7f-8104-195e3bbf2157,2243,,"[100.4, 41.2]",3825625,55,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Toni Kroos,5574.0,Right Center Midfield,117,Real Madrid,220,['87c94008-912d-4698-9ed2-537f721cb763'],56,,Right Foot,,"[116.2, 42.6, 0.8]",True,"[{'location': [116.7, 41.5], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 32.9], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 46.0], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.1, 27.4], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.3, 41.2], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 45.6], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.0, 50.7], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.2, 28.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 35.7], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.7, 57.8], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.1, 53.4], 'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",b7df9f68-51e8-4d8f-bbee-7685cca938de,,Saved,0.10428259,Normal,Open Play,,,,Real Madrid,220,00:10:56.003,Shot,
,,,,,,,,,,,,,,,,,0.79088,,,,,,,,,,,,,0624579a-6224-464e-89fb-29fd74466da0,2300,,"[97.7, 33.5]",3825625,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Cristiano Ronaldo dos Santos Aveiro,5207.0,Center Forward,127,Real Madrid,220,['ebc11757-b81e-48ae-9188-91144dfd9a6a'],40,,Right Foot,,"[118.6, 41.0, 1.6]",,"[{'location': [93.5, 34.8], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [91.6, 33.0], 'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [91.5, 33.8], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.5, 38.4], 'player': {'id': 5539, 'name': 'Carlos Henrique Casimiro'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 41.5], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.4, 47.7], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.1, 41.3], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [107.2, 35.6], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.7, 37.3], 'player': {'id': 27250, 'name': 'Nabil Ghilas'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [106.9, 39.7], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.1, 36.3], 'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.2, 34.7], 'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [107.4, 48.0], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [107.2, 45.1], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 33.9], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.4, 32.0], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.2, 41.0], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.7, 37.3], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Saved,0.078744784,Normal,Free Kick,,,,Real Madrid,220,00:13:40.945,Shot,
,,,,,,,,,,,,,,,,,0.633678,,,,,,,,,,,,,61adcf2d-73a5-477f-93b3-e7595eeba778,2346,,"[106.3, 55.1]",3825625,59,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucas Vázquez Iglesias,5200.0,Right Wing,132,Real Madrid,220,['737f0882-8b0c-4d1a-9ba1-811ba5b8c671'],33,,Left Foot,,"[106.7, 36.5]",,"[{'location': [108.6, 52.9], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.8, 55.4], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.1, 42.0], 'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.9, 47.7], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 44.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.8, 40.5], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.4, 29.7], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [116.7, 42.5], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 40.7], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.3, 47.9], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.7, 39.6], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.8, 34.0], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",a0762816-c4f3-4225-bd6c-59478944ecab,,Wayward,0.035446327,Normal,Open Play,,,,Real Madrid,220,00:14:33.266,Shot,
,,,,,,,,,,,,,,,,,0.858168,,,,,,,,,,,,,ca34ea8a-a431-4a18-af40-a21f2a11390b,2388,,"[100.3, 53.0]",3825625,60,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Danilo Luiz da Silva,3063.0,Right Back,132,Real Madrid,220,['57f7fb79-80d1-45f4-a91b-b669e3f1d5a6'],7,,Left Foot,,"[118.2, 42.9, 0.4]",,"[{'location': [110.1, 52.0], 'player': {'id': 4926, 'name': 'Francisco Román Alarcón Suárez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.4, 37.6], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.7, 43.7], 'player': {'id': 5456, 'name': 'Mateo Kovačić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.2, 33.3], 'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 63.9], 'player': {'id': 5200, 'name': 'Lucas Vázquez Iglesias'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 37.6], 'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 33.6], 'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.2, 41.3], 'player': {'id': 6730, 'name': 'Rubén Iván Martínez Andrade'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.9, 27.6], 'player': {'id': 23791, 'name': 'Víctor Casadesús Castaño'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.1, 45.4], 'player': {'id': 6659, 'name': 'Víctor Camarasa Ferrando'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.5, 49.4], 'player': {'id': 23970, 'name': 'José María Martín-Bejarano Serrano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 54.4], 'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [105.8, 49.9], 'player': {'id': 26023, 'name': 'Juan Francisco García García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 44.2], 'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",e18ba3d6-87b7-4a53-98ce-cf874b1d8d83,,Saved,0.03915538,Normal,Open Play,,,,Real Madrid,220,00:15:07.441,Shot,
