50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.087163,,,,,,,,,,,,,8123befa-f972-470b-8635-bb4a8d9fcc24,1395,,"[109.0, 45.5]",3829462,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Almamy Touré,3204.0,Right Back,117,AS Monaco,129,"['02a1d1ad-61ff-4fc7-8bcd-74ae051c3a85', '1ce484d0-7f59-4002-bcc6-7ed8ea42dcbe', '9178579a-ad23-4c91-91f0-92eaf4977297']",15,,Right Foot,"[110.3, 45.1]",True,"[{'location': [92.8, 57.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [109.7, 39.9], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 32.9], 'player': {'id': 18243, 'name': 'Ivan Ricardo Neves Abreu Cavaleiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.6, 42.2], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 57.1], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.3, 50.6], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 44.9], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 50.9], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 36.5], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.1, 45.1], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [89.1, 54.5], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",cd8bc92d-99f1-4920-ad10-b60a8fd668e6,,Blocked,0.08307355,Normal,Open Play,,,,AS Monaco,129,00:02:15.937,Shot,True
,,,,,,,,,,,,,,,,0.53814,,,,,,,,,,,,,55213a2f-710d-4e77-a955-04af5b03e1cb,1437,,"[105.2, 40.9]",3829462,47,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Damjan Đoković,31911.0,Left Center Midfield,118,Gazélec Ajaccio,160,['d493bd09-4b0c-4614-b609-622566db31a7'],54,,Left Foot,"[116.6, 40.0, 0.2]",True,"[{'location': [108.8, 41.1], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 34.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 29.9], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 32.5], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 39.9], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.2, 39.0], 'player': {'id': 4464, 'name': 'Adama Traoré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.2, 22.0], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.5, 30.9], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.4, 52.1], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.1, 33.1], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",913c9b4e-d61d-487c-bb1f-28896199f53e,,Saved,0.12939766,Normal,Open Play,,,,Gazélec Ajaccio,160,00:02:54.889,Shot,
,,,,,,,,,,,,,,,,0.066332,,,,,,,,,,,,,889f293a-b096-4441-af10-865027b8c0cf,1531,,"[109.2, 27.0]",3829462,50,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Guido Marcelo Carrillo,3246.0,Center Forward,125,AS Monaco,129,['d7bc75dc-b223-4f48-af0a-2344853991be'],47,,Right Foot,"[112.0, 30.0, 0.2]",,"[{'location': [112.1, 30.0], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 44.2], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.8, 35.2], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.3, 32.9], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 31.2], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [93.9, 42.1], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 32.7], 'player': {'id': 18243, 'name': 'Ivan Ricardo Neves Abreu Cavaleiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.0, 44.5], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",b5ecaf29-fd46-4ad6-8916-4ff269796b26,,Saved,0.20377031,Normal,Open Play,,,,AS Monaco,129,00:05:47.793,Shot,
,,,,,,,,,,,,,,,,0.006577,,,,,,,,,,,,,5bd91aa4-e314-48fc-bec1-c2850f62fc80,1619,,"[111.3, 38.0]",3829462,52,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Guido Marcelo Carrillo,3246.0,Center Forward,130,AS Monaco,129,"['4b6ad87b-460e-4f5d-8424-08edfdb4262d', '5f9b3af1-f57a-4106-b53f-04b81838f8ad', '610434f4-f077-4cc8-9efd-02b48ad4b315']",41,,Right Foot,"[112.2, 38.4]",True,"[{'location': [118.4, 39.3], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.4, 38.5], 'player': {'id': 3207, 'name': 'Pablo Jean Antoine Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.3, 37.3], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.2, 39.0], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.3, 22.7], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 24.5], 'player': {'id': 18243, 'name': 'Ivan Ricardo Neves Abreu Cavaleiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.2, 38.0], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.3, 46.6], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Blocked,0.07783607,Normal,Open Play,,,,AS Monaco,129,00:07:41.084,Shot,True
,,,,,,,,,,,,,,,,1.155994,,,,,,,,,,,,,8c5a56ac-92f3-45f4-9f23-02254fa09c89,1628,,"[99.6, 55.0]",3829462,53,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Issiaga Sylla,4352.0,Right Back,131,Gazélec Ajaccio,160,['a0dfe076-9b0c-489a-aea8-ca409a29f4e4'],1,,Left Foot,"[120.0, 45.3, 1.6]",,"[{'location': [118.4, 42.5], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.6, 43.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.5, 54.2], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.9, 47.3], 'player': {'id': 4464, 'name': 'Adama Traoré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.1, 49.9], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.8, 40.6], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 31.0], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.1, 45.7], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.7, 46.9], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [105.1, 36.0], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",87022495-39ac-4ed4-a506-efae116988c0,,Off T,0.029443514,Normal,Open Play,,,,Gazélec Ajaccio,160,00:08:01.652,Shot,
,,,,,,,,,,,,,,,,0.204895,,,,,,,,,,,,,ee20cf9d-7e3a-4b36-94f4-71eae73737de,1681,,"[107.1, 33.7]",3829462,54,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Grégory Pujol,401506.0,Center Forward,134,Gazélec Ajaccio,160,"['32ecb503-07d6-47b6-be3f-87133f297906', '40c92e1a-f8ae-4d05-bb06-22b19536433a']",27,,Left Foot,"[113.5, 36.7]",True,"[{'location': [116.3, 37.8], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.5, 36.8], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.2, 33.2], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.2, 30.6], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",017575e5-ae5a-4f28-a84f-cdf7b8ed118a,,Blocked,0.20042567,Normal,Open Play,,,,Gazélec Ajaccio,160,00:09:27.734,Shot,
,,,,,,,,,,,,,,,,0.562868,,,,,,,,,,,,,d278db5d-f6d6-4945-bcb1-5a3328c0e35f,1814,,"[105.8, 51.8]",3829462,59,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bernardo Mota Veiga de Carvalho e Silva,3193.0,Right Wing,147,AS Monaco,129,"['2229e18e-18ad-4e64-8533-9cdf61c4f861', 'd631bd05-8db3-4197-ab47-0bc694c14a71']",32,,Left Foot,"[118.4, 42.3, 0.2]",,"[{'location': [109.1, 44.0], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.4, 43.9], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 51.8], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 50.6], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.3, 42.7], 'player': {'id': 401509, 'name': 'David Ducourtioux'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 47.5], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.4, 55.8], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.6, 42.1], 'player': {'id': 401508, 'name': 'Clément Maury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.0756071,Normal,Open Play,,,,AS Monaco,129,00:14:32.039,Shot,True
,,,,,,,,,,,,,,,,0.249097,,,,,,,,,,,,,885185ee-48b0-4eac-9d16-7af784a07404,1923,,"[101.2, 50.2]",3829462,62,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Grégory Pujol,401506.0,Center Forward,154,Gazélec Ajaccio,160,"['41929c39-6c7a-479c-a523-b462cee25d28', '7e2088ab-baec-4596-ad18-5c5bc16d71d1']",2,,Right Foot,"[109.6, 45.8]",True,"[{'location': [105.2, 44.3], 'player': {'id': 5726, 'name': 'Khalid Boutaïb'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.6, 36.5], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [86.7, 14.0], 'player': {'id': 4352, 'name': 'Issiaga Sylla'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.4, 42.3], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 48.5], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.8, 65.4], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 48.6], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 35.9], 'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 45.8], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.2, 37.9], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 21.7], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.0, 38.6], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [82.8, 25.7], 'player': {'id': 31911, 'name': 'Damjan Đoković'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.0, 70.9], 'player': {'id': 7428, 'name': 'Alexandre Coeff'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",4798e9e5-2eec-4463-84ab-11226f3b0190,,Blocked,0.059275694,Normal,Open Play,,,,Gazélec Ajaccio,160,00:17:02.661,Shot,
,,,,,,,,,,,,,,,,1.056534,,,,,,,,,,,,,853bd16f-c67e-4daf-9147-191ca8cb4f53,2065,,"[96.3, 41.0]",3829462,65,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Khalid Boutaïb,5726.0,Right Wing,162,Gazélec Ajaccio,160,['8b9bcf5c-6ed6-4184-918a-67e9a78c1a9a'],39,,Left Foot,"[120.0, 35.4, 3.9]",,"[{'location': [99.8, 50.7], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 41.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.7, 41.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 50.4], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.6, 33.7], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.1, 40.1], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.5, 35.7], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.6, 56.7], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",0df04429-a5d1-4403-943f-b18c72584cba,,Off T,0.043119483,Normal,Open Play,,,,Gazélec Ajaccio,160,00:20:39.428,Shot,
,,,,,,,,,,,,,,,,2.216989,,,,,,,,,,,,,49553e20-75fd-4c54-92fd-79bfdcbed172,2097,,"[99.7, 28.7]",3829462,68,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Issiaga Sylla,4352.0,Left Back,165,Gazélec Ajaccio,160,['d07ef7ea-55e4-4308-ba6b-196c004ecd60'],50,,Left Foot,"[120.0, 47.9, 0.1]",True,"[{'location': [99.4, 40.8], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.1, 47.7], 'player': {'id': 3247, 'name': 'Fábio Henrique Tavares'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.4, 38.9], 'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.3, 39.5], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 41.4], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.9, 34.5], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [105.9, 38.1], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 28.5], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.9, 24.8], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.4, 29.5], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.5, 38.3], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 32.9], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.7, 27.9], 'player': {'id': 401506, 'name': 'Grégory Pujol'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.6, 38.7], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.1, 44.8], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.1, 40.9], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,Off T,0.024762318,Half Volley,Open Play,,,,Gazélec Ajaccio,160,00:23:50.149,Shot,
,,,,,,,,,,,,,,,,0.760994,,,,,,,,,,,,,fb0ad046-6b15-4a5d-956b-c93bf8dcf1ca,2129,,"[106.3, 33.3]",3829462,69,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Issiaga Sylla,4352.0,Left Back,168,Gazélec Ajaccio,160,['2682be9b-1df7-451f-914f-aaefefec958e'],58,,Right Foot,"[120.0, 48.9, 5.7]",True,"[{'location': [111.7, 36.8], 'player': {'id': 3193, 'name': 'Bernardo Mota Veiga de Carvalho e Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.3, 40.3], 'player': {'id': 27558, 'name': 'Elderson Uwa Echiejile'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.5, 39.1], 'player': {'id': 3444, 'name': 'Danijel Subašić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 46.4], 'player': {'id': 3246, 'name': 'Guido Marcelo Carrillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.4, 49.4], 'player': {'id': 3204, 'name': 'Almamy Touré'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 46.7], 'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.8, 39.0], 'player': {'id': 10805, 'name': 'Ricardo Alberto Silveira de Carvalho'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 42.3], 'player': {'id': 3374, 'name': 'Andrea Raggi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.6, 46.9], 'player': {'id': 3245, 'name': 'Thomas Lemar'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.5, 33.8], 'player': {'id': 11603, 'name': 'Mario Pašalić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.8, 45.9], 'player': {'id': 7603, 'name': 'Jérémie Bréchet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.5, 37.9], 'player': {'id': 401505, 'name': 'Jacques Zoua Daogari'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.1, 30.7], 'player': {'id': 7389, 'name': 'Amos Youga'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 42.1], 'player': {'id': 2953, 'name': 'Abdou Kader Mangane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",,,Off T,0.08330663,Normal,Open Play,,,,Gazélec Ajaccio,160,00:24:58.501,Shot,
