50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.42547,,,,,,,,,,,,2d391370-c2c8-476d-98d9-3d13251a58af,2731,,"[101.6, 30.5]",3879593,54,,,True,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Achraf Lazaar,10032.0,Left Wing Back,125,Palermo,2256,['2da7aadd-4257-42af-b6ba-b123ba20b67f'],27,,Left Foot,"[120.0, 62.8]",True,"[{'location': [117.3, 37.9], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.5, 45.4], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.1, 37.2], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 20.3], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.3, 30.3], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.3, 49.7], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.1, 40.7], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.6, 24.6], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.7, 14.0], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e57967f6-3901-4db8-8496-2a7cdf33e71b,Wayward,,0.09835597,Normal,Open Play,,,,Palermo,2256,00:09:27.312,Shot,
,,,,,,,,,,,,,,,,,,1.201649,,,,,,,,,,,,7749196a-1747-4124-bb0c-2f3e96bd5230,2868,,"[98.6, 29.1]",3879593,57,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lorenzo Insigne,7037.0,Left Wing,131,Napoli,227,['00dc8e3c-8716-407c-a83e-442b3d6dc954'],28,,Right Foot,"[120.0, 46.2, 3.7]",,"[{'location': [116.2, 38.5], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [88.3, 18.5], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 46.7], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.5, 30.8], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.1, 40.0], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.7, 30.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.1, 28.4], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [104.6, 29.5], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.9, 44.5], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.2, 25.3], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",c031e48d-072c-49af-bd9e-f30923c7f31d,Off T,,0.028079247,Normal,Open Play,,,,Napoli,227,00:12:28.158,Shot,
,,,,,,,,,,,,,,,,,,0.936215,,,,,,,,,,,,ff296c5d-9ba0-4a62-9bba-c6f70f2458ec,2891,,"[94.6, 49.3]",3879593,58,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Marek Hamšík,7025.0,Left Center Midfield,133,Napoli,227,"['731d77e1-64a5-4389-a8ea-61e1006e4503', '94301e10-2d38-4f0e-8263-56a9b740bbd9']",3,,Right Foot,"[120.0, 44.6, 7.0]",,"[{'location': [115.3, 41.4], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.5, 48.3], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 54.8], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.8, 48.8], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.4, 40.1], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 32.9], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [93.4, 59.6], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.9, 52.2], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.5, 28.5], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3b9c392e-a7fe-4145-afff-6b2a92bf3d23,Off T,,0.03573581,Normal,Open Play,,,,Napoli,227,00:13:03.088,Shot,True
,,,,,,,,,,,,,,,,,,0.827329,,,,,,,,,,,,a75c9fc7-6136-4c3a-9739-3c6fa4a57aab,2958,,"[98.9, 35.0]",3879593,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gonzalo Gerardo Higuaín,5497.0,Center Forward,135,Napoli,227,"['84dd0054-51ec-488f-a194-7b166d2ae178', 'cf1d1248-9b2e-4856-815d-83bfa851bd2c']",16,,Right Foot,"[120.0, 44.0, 0.2]",True,"[{'location': [117.4, 39.7], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.3, 43.5], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [94.1, 30.2], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.2, 36.9], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 42.9], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.8, 34.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.2, 31.5], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.1, 20.1], 'player': {'id': 7461, 'name': 'Luca Rigoni'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.1, 26.8], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [89.9, 23.1], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.1, 37.8], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.3, 23.4], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.4, 44.4], 'player': {'id': 7029, 'name': 'José María Callejón Bueno'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",0c0ad908-5de4-4e4b-a30b-a7f97c52eb71,Post,,0.047316317,Normal,Open Play,,,,Napoli,227,00:14:16.955,Shot,True
,,,,,,,,,,,,,,,,,,0.373804,,,,,,,,,,,,d0175747-ec86-4242-81fd-f303d5820566,2962,,"[108.3, 49.6]",3879593,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,José María Callejón Bueno,7029.0,Right Wing,135,Napoli,227,['4000a270-8d7a-4fe3-b6dc-bcdb4003deee'],20,,Right Foot,"[115.8, 43.5, 1.3]",True,"[{'location': [116.1, 42.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.2, 37.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.9, 48.0], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.8, 29.6], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [108.3, 41.0], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.2, 33.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 22.7], 'player': {'id': 7037, 'name': 'Lorenzo Insigne'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.5, 26.2], 'player': {'id': 8876, 'name': 'Faouzi Ghoulam'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.6, 32.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.1, 42.2], 'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Saved,,0.1206787,Half Volley,Open Play,,,,Napoli,227,00:14:20.001,Shot,
,,,,,,,,,,,,,,,,,,0.695796,,,,,,,,,,,,18a4db7a-6839-40eb-8ba5-4a0d966ca821,3178,,"[103.5, 53.5]",3879593,64,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Allan Marques Loureiro,7035.0,Right Center Midfield,145,Napoli,227,['f4747e0e-f1aa-44a4-bce6-f429faed0860'],58,,Right Foot,"[120.0, 45.1, 5.8]",,"[{'location': [116.8, 40.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 39.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.5, 47.3], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.2, 52.8], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 50.5], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.1, 40.3], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 27.3], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",f7cc85d0-f59b-49fd-b455-2110f785af4b,Off T,,0.02925205,Normal,Open Play,,,,Napoli,227,00:19:58.079,Shot,
,,,,,,,,,,,,,,,,,,0.094812,,,,,,,,,,,,4c4a1dd9-bf74-4d24-a085-a0029ad19040,3330,,"[100.5, 48.1]",3879593,68,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Allan Marques Loureiro,7035.0,Right Center Midfield,150,Napoli,227,"['4da55811-6295-4178-abec-441be55e858a', '9a46371a-7640-4408-b1d4-a7cfff3eb401']",44,,Right Foot,"[102.6, 47.4]",,"[{'location': [91.7, 24.4], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.6, 34.5], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 47.6], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.4, 45.3], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.5, 42.0], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,,0.045101427,Normal,Open Play,,,,Napoli,227,00:23:44.318,Shot,
,,,,,,,,,,,,,,,,,,0.538655,,,,,,,,,,,,77946f93-e535-4769-a14e-249961fd78c4,3491,,"[109.0, 27.1]",3879593,72,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Dries Mertens,5630.0,Left Wing,157,Napoli,227,['b679ce12-134e-4e2c-8af1-6a8b23139590'],11,,Right Foot,"[120.0, 36.0, 0.2]",,"[{'location': [109.7, 41.3], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 36.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 29.6], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 35.6], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 30.1], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [117.2, 36.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.7, 37.8], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [111.1, 34.3], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fddf204a-c2eb-480f-b4eb-65fa410673a4,Post,,0.0804506,Normal,Open Play,,,,Napoli,227,00:27:11.265,Shot,
,,,,,,,,,,,,,,,,,,0.940882,,,,,,,,,,,,94b2d251-fb64-4f14-986a-7432de7ca81c,3795,,"[105.2, 26.5]",3879593,79,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Dries Mertens,5630.0,Left Wing,170,Napoli,227,['7ae23e8f-5fe6-439f-9104-003e18239e4e'],23,,Right Foot,"[120.0, 43.4, 0.5]",,"[{'location': [100.4, 32.7], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.6, 43.0], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [102.5, 24.8], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.2, 38.4], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 34.3], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.7, 37.2], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.1, 28.5], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [107.5, 28.5], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 36.6], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.3, 39.8], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.6, 40.6], 'player': {'id': 16495, 'name': 'Omar El Kaddouri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6782c1a1-8ba9-4a6b-9532-cea8d5f6460f,Goal,,0.03951691,Normal,Open Play,,,,Napoli,227,00:34:23.969,Shot,
,,,,,,,,,,,,,,,,,,0.101748,,,,,,,,,,,,c9e40a90-5f0e-4c6c-9f94-690fbf6f4366,3990,,"[94.3, 34.3]",3879593,83,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Allan Marques Loureiro,7035.0,Right Center Midfield,173,Napoli,227,"['25b29bcc-b44c-4649-b17f-d5511a40e07a', 'bb8bf33f-8b68-460b-ae1c-14bd53be5e4a']",28,,Right Foot,"[97.7, 34.5]",,"[{'location': [94.6, 24.1], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.6, 27.6], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.1, 39.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.8, 45.8], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [96.0, 36.7], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 34.4], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [99.3, 29.7], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.5, 16.9], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",2ae2e54d-2593-4d56-a3d0-afed047a560b,Blocked,,0.03908772,Normal,Open Play,,,,Napoli,227,00:38:28.282,Shot,
,,,,,,,,,,,,,,,,,,0.111718,,,,,,,,,,,,0cf24155-e304-4522-89cc-d48ff8972ad3,4270,,"[94.1, 38.3]",3879593,89,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Dries Mertens,5630.0,Left Wing,182,Napoli,227,"['07f336dd-b7d3-47fa-8e1e-dd5b2eb0c917', '98c9a9af-e925-400c-b640-bea8b9436bbe']",28,,Right Foot,"[95.5, 38.4]",,"[{'location': [116.9, 39.1], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 47.2], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.8, 38.0], 'player': {'id': 40350, 'name': 'Siniša Anđelković'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.6, 36.2], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 38.4], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 37.6], 'player': {'id': 24061, 'name': 'Aljaž Struna'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.3, 32.5], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.1, 26.1], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.3, 35.9], 'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.6, 24.9], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.1, 30.2], 'player': {'id': 7035, 'name': 'Allan Marques Loureiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.8, 19.7], 'player': {'id': 16495, 'name': 'Omar El Kaddouri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a00e0e34-72fb-410d-91cf-d88705e07b92,Blocked,,0.019395392,Normal,Open Play,,,,Napoli,227,00:44:28.965,Shot,
,,,,,,,,,,,,,,,,,,0.028878,,,,,,,,,,,,39188ca9-2761-4ed4-81b0-e7db5819a9dd,4433,,"[106.7, 59.8]",3879593,93,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Andrea Rispoli,30769.0,Right Wing Back,192,Palermo,2256,"['75034942-c829-451f-9a54-14bc8c5306c7', 'e4fb05ff-51dc-4f5e-bdb9-ad2c9519d1b7']",27,,Right Foot,"[107.6, 58.3]",,"[{'location': [108.8, 42.3], 'player': {'id': 38389, 'name': 'Alberto Gilardino'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.6, 52.0], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.2, 57.8], 'player': {'id': 10736, 'name': 'Vlad Iulian Chiricheș'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 45.4], 'player': {'id': 7030, 'name': 'Raúl Albiol i Tortajada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.1, 55.3], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.1, 39.9], 'player': {'id': 7031, 'name': 'Elseid Hysaj'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.5, 62.4], 'player': {'id': 7025, 'name': 'Marek Hamšík'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.7, 43.7], 'player': {'id': 7028, 'name': 'José Manuel Reina Páez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4bbf0887-cb91-4a7c-9eba-6e76a3559a12,Blocked,,0.010395017,Normal,Open Play,,,,Palermo,2256,00:48:27.394,Shot,
