ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.522657,,,,,,,,,,,,,,a649ea66-6619-4cd1-b29a-5c102d27a814,1230,,,"[100.6, 41.7]",3775636,34,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mollie Green,47520.0,Right Center Midfield,71,Birmingham City WFC,969,"['012c6770-b531-4cdd-b599-d20b959e8a75', 'e2a9a871-9fea-4bb9-9120-78a2f51f7023']",2,,Right Foot,,"[111.2, 42.2]",True,"[{'location': [103.2, 43.1], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [109.5, 46.8], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.7, 47.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.3, 42.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.2, 38.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 40.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 53.6], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.8, 45.1], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.3, 39.3], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",ce721a7d-a542-43ce-a1fe-7bdaaab1fcad,,Blocked,0.06205985,Normal,Open Play,,,,Birmingham City WFC,969,00:34:02.727,Shot,
,,,,,,,,,,,,,,,0.746333,,,,,,,,,,,,,,90735e3a-8564-494a-831a-5e0a1612bf35,1235,,,"[103.8, 38.0]",3775636,34,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Mollie Green,47520.0,Right Center Midfield,71,Birmingham City WFC,969,['849624cb-83fd-444d-9422-f10cf532bb7d'],5,,Left Foot,,"[118.8, 40.5, 1.6]",True,"[{'location': [104.7, 38.7], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.3, 36.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.2, 41.0], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.1, 39.5], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.7, 39.3], 'player': {'id': 36801, 'name': 'Aimee Palmer'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 44.4], 'player': {'id': 46737, 'name': 'Ella Jade Mastrantonio'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.9, 40.8], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.085607864,Normal,Open Play,,,,Birmingham City WFC,969,00:34:05.469,Shot,
,,,,,,,,,,,,,,,0.138777,,,,,,,,,,,,,,bae26142-0235-44f4-8da0-cf820a0bdc2b,1881,,,"[99.5, 18.7]",3775636,49,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudia Walker,15580.0,Center Forward,108,Birmingham City WFC,969,"['9da172bc-8aba-44f8-bfc4-6ef55af9a385', 'b9e989f1-2de9-4262-8d7a-eb6f0d1ec55c']",51,,Right Foot,True,"[120.0, 43.7, 2.3]",,"[{'location': [96.7, 25.1], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.3, 28.9], 'player': {'id': 32169, 'name': 'Jamie-Lee Napier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.7, 39.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 46.4], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.5, 45.1], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.4, 38.9], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 26.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.4, 48.3], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.2, 31.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.4, 26.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [101.9, 21.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.6, 38.8], 'player': {'id': 47520, 'name': 'Mollie Green'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",7bebd23b-f758-4822-a95d-144a9226a8e0,,Goal,0.009884787,Normal,Open Play,,,,Birmingham City WFC,969,00:04:51.246,Shot,
,,,,,,,,,,,,,,,0.518612,,,,,,,,,,,,,,1c274a37-743e-47be-bd2f-8a78e0396e05,2023,,,"[108.0, 40.1]",3775636,64,,,,,,,,,,,,,,,,,,,,,,2,Other,Christie Murray,15628.0,Center Defensive Midfield,118,Birmingham City WFC,969,['8691a36e-4596-4a63-a665-16eedf886c81'],58,,Right Foot,,"[120.0, 36.5, 0.7]",,,,,Goal,0.7835,Normal,Penalty,,,,Birmingham City WFC,969,00:19:58.657,Shot,
,,,,,,,,,,,,,,,0.395785,,,,,,,,,,,,,,d75c8202-6d93-423c-865f-7e3175027733,2291,,,"[114.6, 38.2]",3775636,72,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Abbi Grant,31565.0,Left Midfield,137,Birmingham City WFC,969,['0bce3605-f4e0-4c56-b6f6-35329c6a77db'],38,,Head,,"[119.4, 39.4, 2.1]",,"[{'location': [110.1, 44.0], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.8, 41.6], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.0, 36.1], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [115.1, 43.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.7, 43.8], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.3, 41.6], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 38.2], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [108.5, 49.6], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.9, 38.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [115.6, 34.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.3, 39.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 36.2], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.6, 50.8], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.7, 45.2], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",ce24431f-a5e0-4f2f-83aa-0ba664260881,,Saved,0.14176507,Normal,Open Play,,,,Birmingham City WFC,969,00:27:38.935,Shot,
,,,,,,,,,,,,,,,1.14576,,,,,,,,,,,,,,e26bb662-be30-4c74-bf45-28a7d54ee5f5,2345,,,"[109.6, 40.6]",3775636,75,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rachel Corsie,4984.0,Left Center Back,144,Birmingham City WFC,969,"['304fc89b-0d33-4f57-8936-5ba0949b3dae', 'f4f896d6-8f33-4719-9749-b1eed9319cc9']",0,True,Head,,"[119.0, 37.2, 0.6]",,"[{'location': [103.2, 38.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 30.1], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.3, 37.1], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 39.6], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 40.4], 'player': {'id': 16381, 'name': 'Gemma Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 42.6], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 36.4], 'player': {'id': 15580, 'name': 'Claudia Walker'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.4, 39.6], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.4, 52.1], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [110.9, 44.9], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.9, 40.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",82396c64-1e6c-44b8-b918-762b34874f72,,Saved,0.06041405,Normal,Open Play,,,,Birmingham City WFC,969,00:30:00.748,Shot,True
,,,,,,,,,,,,,,,0.31493,,,,,,,,,,,,,,a6cefeda-2c22-4b74-a878-5b1dedd3718b,2396,,,"[102.9, 57.0]",3775636,76,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ebony Salmon,31527.0,Right Wing,147,Bristol City WFC,973,"['cd04de37-bf1f-4435-a325-4953e81913e2', 'f9cfc57e-b779-45e1-8a13-6d53adf1cea1']",58,,Right Foot,,"[106.5, 53.8]",,"[{'location': [101.8, 63.7], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.2, 55.8], 'player': {'id': 31565, 'name': 'Abbi Grant'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.5, 56.1], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 54.1], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.9, 41.3], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.4, 53.7], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 37.3], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.5, 35.1], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.1, 44.4], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [87.7, 37.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [92.8, 24.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.8, 38.1], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.5, 34.5], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.3, 43.6], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",50595800-29bf-4256-ab2f-dacdbb8de925,,Blocked,0.026583962,Normal,Open Play,,,,Bristol City WFC,973,00:31:58.234,Shot,
,,,,,,,,,,,,,,,1.114698,,,,,,,,,,,,,,809adb3c-c8e2-4269-81f6-be65af381717,2774,,,"[98.2, 26.3]",3775636,86,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emma Bissell,46738.0,Left Wing,172,Bristol City WFC,973,"['75b9c459-07b4-4125-8c99-390097d9ed4f', 'cb8964eb-b015-4245-be1c-a78270055efc']",18,,Right Foot,,"[118.8, 39.0, 0.4]",,"[{'location': [102.5, 46.8], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.9, 33.8], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.7, 36.4], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [119.4, 39.2], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.6, 26.5], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.6, 37.4], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 41.9], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",097c1113-a3ef-4b1c-93d9-1828898cfece,,Saved,0.03511985,Normal,Open Play,,,,Bristol City WFC,973,00:41:18.006,Shot,True
,,,,,,,,,,,,,,,0.478081,,,,,,,,,,,,,,c19d7aa8-f79a-4803-80d1-f4f9d10c1e83,3158,,,"[113.3, 58.6]",3775636,95,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ebony Salmon,31527.0,Right Wing,197,Bristol City WFC,973,"['16297867-1d4e-4055-8bc2-82ba3fa983a5', 'ac7b42f1-e474-40d8-af02-a237150e3bf5']",47,,Right Foot,,"[119.4, 44.3, 1.6]",,"[{'location': [112.2, 58.3], 'player': {'id': 31568, 'name': 'Rebecca Holloway'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.9, 41.2], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.4, 38.2], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.4, 43.5], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",3b147edd-82a6-4217-83f5-4e78862eb52d,True,Saved,0.009529154,Normal,Open Play,,,,Bristol City WFC,973,00:50:47.861,Shot,True
,,,,,,,,,,,,,,,0.640829,,,,,,,,,,,,,,2b0ee4e3-7df8-489f-931e-3fdd2519d506,3200,,,"[113.6, 58.9]",3775636,97,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ebony Salmon,31527.0,Right Wing,200,Birmingham City WFC,969,"['6046320e-a03f-4c93-bf17-1494f2ef0de3', '8226d4a7-6492-4965-aae8-fabd371eabf1']",12,,Right Foot,,"[119.4, 44.3, 2.1]",,"[{'location': [101.9, 45.2], 'player': {'id': 46717, 'name': 'Chloe Mccarron'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.1, 45.9], 'player': {'id': 31566, 'name': 'Lucy Whipp'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.2, 60.9], 'player': {'id': 4841, 'name': 'Destiney Toussaint'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.2, 58.2], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.2, 45.4], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [110.2, 40.3], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 47.7], 'player': {'id': 15574, 'name': 'Georgia Brougham'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.9], 'player': {'id': 4984, 'name': 'Rachel Corsie'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.0, 37.5], 'player': {'id': 19500, 'name': 'Sarah Emma Mayling'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.2, 31.0], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.4, 43.5], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.00772165,Normal,Open Play,,,,Bristol City WFC,973,00:52:12.452,Shot,True
