50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.096243,,,,,,,,,,,,8a4572b7-1940-46d4-a7f6-dbf0256de693,2508,,"[105.4, 29.4]",3879729,66,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gregoire Defrel,7457.0,Left Wing,149,Sassuolo,232,"['0ee2f6de-e743-4ddd-bd00-0cd2f4a97a63', '22dd38d1-f4ed-466a-8c9c-ca0d4de7def5']",27,,Left Foot,"[107.7, 30.8]",,"[{'location': [115.8, 36.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.8, 44.4], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 53.1], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.8, 34.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.6, 30.8], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 35.1], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.4, 26.0], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.5, 29.0], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 23.0], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [83.4, 58.7], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [84.8, 52.3], 'player': {'id': 7113, 'name': 'Simone Missiroli'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.6, 13.6], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.5, 34.7], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.7, 45.4], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",71912a58-302a-4969-9ae8-a7941c9f4c01,,Blocked,0.059149444,Normal,Open Play,,,,Sassuolo,232,00:21:27.639,Shot,
,,,,,,,,,,,,,,0.115386,,,,,,,,,,,,39569997-6f32-4f5d-9da8-635a66f9e187,2659,,"[92.3, 26.7]",3879729,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Joseph Alfred Duncan,7698.0,Left Center Midfield,156,Sassuolo,232,"['2cc2b7c2-f841-454c-b840-3118948b155e', '504ee52b-7b67-4e11-aaf7-9aefc73208d1']",2,,Left Foot,"[96.4, 28.8]",,"[{'location': [117.3, 37.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 54.7], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.1, 42.5], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.2, 39.3], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [81.5, 58.5], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.8, 35.1], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 28.8], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.3, 33.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [78.4, 45.8], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [91.0, 40.9], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.7, 41.4], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [86.3, 67.7], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [88.3, 52.7], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",06963244-7abd-4dd7-86e5-bac29630e238,,Blocked,0.02050212,Normal,Open Play,,,,Sassuolo,232,00:25:02.634,Shot,
,,,,,,,,,,,,,,0.910825,,,,,,,,,,,,372196a5-d9cb-4fec-95e3-bdf95d01938a,2665,,"[114.1, 39.3]",3879729,70,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Simone Missiroli,7113.0,Right Center Midfield,157,Sassuolo,232,"['00477875-7e37-47eb-9ec6-36d80f9fa41f', 'fe503022-f0e2-437f-b985-cd8a26981609']",28,True,Head,"[120.0, 30.8, 0.5]",,"[{'location': [114.7, 39.4], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 39.9], 'player': {'id': 6719, 'name': 'Franco Damián Vázquez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.4, 46.4], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.2, 39.2], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [113.6, 41.0], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.4, 40.9], 'player': {'id': 30512, 'name': 'Aleksandar Trajkovski'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [106.7, 59.4], 'player': {'id': 10032, 'name': 'Achraf Lazaar'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.9, 48.5], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.4, 44.2], 'player': {'id': 23846, 'name': 'Uroš Đurđević'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.7, 36.0], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 46.9], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.2, 49.2], 'player': {'id': 7119, 'name': 'Francesco Acerbi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 41.5], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 41.7], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.3, 37.8], 'player': {'id': 10033, 'name': 'Luca Antei'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",f10e17b0-2dc8-4507-b670-87e055596fc3,,Off T,0.12732528,Normal,Open Play,,,,Sassuolo,232,00:25:28.425,Shot,True
,,,,,,,,,,,,,,0.656871,,,,,,,,,,,,2f2cfd1c-d08b-4daf-9367-4c9ba360bf12,3023,,"[98.8, 34.8]",3879729,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Diego Falcinelli,8093.0,Center Forward,181,Sassuolo,232,['fbc53307-b3ed-4f7c-bb02-54709d505522'],38,,Left Foot,"[120.0, 34.4, 2.4]",,"[{'location': [116.4, 38.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.0, 58.0], 'player': {'id': 8552, 'name': 'Robin Quaison'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [103.4, 44.7], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.9, 35.8], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 38.0], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.3, 42.5], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.7, 35.7], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 31.5], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.6, 24.7], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.1, 12.2], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.7, 33.9], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.9, 57.6], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.8, 25.1], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 31.8], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.1, 44.4], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",3d0d75e2-23f8-4e66-a9ac-4591a73b1109,,Off T,0.047622465,Normal,Open Play,,,,Sassuolo,232,00:37:38.128,Shot,
,,,,,,,,,,,,,,0.622377,,,,,,,,,,,,f94250ae-75c4-4584-b9c8-bc51928a325e,3058,,"[114.3, 33.2]",3879729,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Falcinelli,8093.0,Center Forward,183,Sassuolo,232,"['ddef291c-113a-4e16-808b-8621f61db681', 'f91afb4a-fc64-4f4c-a407-8c6f3f15ccc6']",31,True,Head,"[119.1, 38.5, 0.9]",,"[{'location': [109.9, 18.1], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.9, 37.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 40.7], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.3, 36.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 33.9], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 38.3], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.5, 18.5], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 27.7], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 16.1], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [109.8, 19.6], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [108.5, 41.2], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.4, 38.2], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",1e43ce41-ac8b-468f-bf6e-704222642693,,Saved,0.07537611,Normal,Open Play,,,,Sassuolo,232,00:38:31.284,Shot,True
,,,,,,,,,,,,,,0.367323,,,,,,,,,,,,c3ee7051-7ddc-4b67-81fc-4b22b87e2b80,3062,,"[115.4, 47.6]",3879729,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Domenico Berardi,7131.0,Right Wing,183,Sassuolo,232,"['45dfa9ae-2d02-43dd-95a7-7498083eb4c9', 'cce6f4c8-9711-43d9-9e6a-610b689b3e53']",33,,Right Foot,"[120.0, 45.8, 5.6]",True,"[{'location': [115.1, 46.2], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.4, 41.9], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.2, 38.9], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.7, 40.1], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.8, 40.4], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}]",,,Off T,0.15392062,Half Volley,Open Play,,,,Sassuolo,232,00:38:33.392,Shot,True
,,,,,,,,,,,,,,1.216256,,,,,,,,,,,,caa273d7-1df5-40d1-8983-89c3b0c789fa,3085,,"[95.5, 29.1]",3879729,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nicola Sansone,6859.0,Left Wing,186,Sassuolo,232,['58047565-02f4-4aa6-8c0b-a24642b3eea5'],49,,Right Foot,"[120.0, 46.1, 1.1]",,"[{'location': [118.2, 37.7], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.8, 45.8], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.5, 38.0], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.1, 33.4], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 26.4], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 33.0], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.7, 25.1], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [92.6, 28.6], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.3, 56.8], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.3, 37.0], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.3, 34.0], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [92.4, 45.9], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",519a8a61-8654-4db1-abca-3f63d8d91320,,Off T,0.03220917,Normal,Open Play,,,,Sassuolo,232,00:39:49.210,Shot,
,,,,,,,,,,,,,,0.096644,,,,,,,,,,,,a410be19-b210-4232-b8cb-8eb29e167d19,3117,,"[108.6, 45.9]",3879729,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marcello Gazzola,10031.0,Right Back,188,Sassuolo,232,"['2c928f39-3f3d-4894-b8a8-e99f5fcab5ac', 'ba283da6-b7e6-40ce-83cd-a6ccffb8b115']",49,,Left Foot,"[110.8, 44.5]",,"[{'location': [111.7, 35.7], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 30.3], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.8, 41.7], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 47.1], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.8, 40.1], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 43.9], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 37.9], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.7, 41.9], 'player': {'id': 7457, 'name': 'Gregoire Defrel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Blocked,0.12866426,Half Volley,Open Play,,,,Sassuolo,232,00:40:49.027,Shot,
,,,,,,,,,,,,,,0.731267,,,,,,,,,,,,3961395f-9d06-4081-b0c6-277ead30c3eb,3143,,"[110.5, 39.1]",3879729,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Federico Peluso,7118.0,Left Back,189,Sassuolo,232,"['0b0cae22-36d7-4877-9228-21d127c6ab96', '4b5c9d89-586a-469a-bda0-a93fe8674329']",25,True,Head,"[120.0, 33.8, 6.0]",,"[{'location': [119.0, 39.5], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 61.4], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [101.1, 58.5], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 44.0], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.9, 49.9], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 35.1], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.5, 49.3], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.1, 38.8], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.8, 29.7], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.4, 63.2], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.4, 44.3], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fc8d2256-76c4-4bed-ac87-535ff8858f17,,Off T,0.0855211,Normal,Open Play,,,,Sassuolo,232,00:41:25.656,Shot,True
,,,,,,,,,,,,,,1.012611,,,,,,,,,,,,9fd06210-65a2-4092-b459-e9b5f60f55af,3186,,"[94.1, 29.6]",3879729,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gregoire Defrel,7457.0,Center Attacking Midfield,192,Sassuolo,232,['642c5d9c-7ced-46c5-8896-f317acadc290'],47,,Left Foot,"[120.0, 33.5, 5.6]",,"[{'location': [100.1, 58.0], 'player': {'id': 30769, 'name': 'Andrea Rispoli'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.3, 42.7], 'player': {'id': 5584, 'name': 'Giancarlo González Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 35.4], 'player': {'id': 8102, 'name': 'Edoardo Goldaniga'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.4, 51.6], 'player': {'id': 40349, 'name': 'Ivaylo Chochev'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.6, 29.5], 'player': {'id': 31268, 'name': 'Michel Morganella'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.4, 31.8], 'player': {'id': 5605, 'name': 'Oscar Hiljemark'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [91.9, 39.1], 'player': {'id': 30704, 'name': 'Gastón Brugman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.7, 37.3], 'player': {'id': 7055, 'name': 'Stefano Sorrentino'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.6, 59.7], 'player': {'id': 7127, 'name': 'Francesco Magnanelli'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [96.0, 9.9], 'player': {'id': 7118, 'name': 'Federico Peluso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [86.5, 41.1], 'player': {'id': 7698, 'name': 'Joseph Alfred Duncan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [95.6, 67.6], 'player': {'id': 10031, 'name': 'Marcello Gazzola'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.4, 39.9], 'player': {'id': 8093, 'name': 'Diego Falcinelli'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.5, 51.3], 'player': {'id': 7131, 'name': 'Domenico Berardi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.3, 19.0], 'player': {'id': 6859, 'name': 'Nicola Sansone'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",19c65401-e695-4299-9369-a4aa40532b01,,Off T,0.028205521,Normal,Open Play,,,,Sassuolo,232,00:42:47.653,Shot,
