50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.193,,,,,,,,fe76d5fc-6001-4c12-bd8b-9ab444fd1d4d,1991,,"[95.0, 57.0]",7479,51,,,,,,,,,,,,,,,,,,2,Regular Play,Sydney Rae Leroux,5067.0,Right Center Forward,119,Orlando Pride,764,"['b3513679-a670-4849-b818-0eca9512d797', 'e302d4bd-0640-464c-8e2a-85eb449ecc52']",36,,Right Foot,"[102.0, 53.0]",,"[{'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [95.0, 52.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [98.0, 62.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 60.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.0, 49.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [83.0, 46.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.0, 44.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 44.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 55.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",03152181-85e7-45dd-8161-d20651395490,Blocked,0.01534195,Normal,Open Play,,,,Orlando Pride,764,00:06:36.887,Shot,
,,,,,,,,,,,,0.348,,,,,,,,1cf846d2-274e-4024-a0ad-ee21e6ff0012,2062,,"[98.0, 58.0]",7479,53,,,,,,,,,,,,,,,,,,2,Regular Play,Marta Vieira da Silva,5082.0,Center Attacking Midfield,122,Orlando Pride,764,"['7d60b651-711e-41b7-8232-9a56c20eb545', '9a65b72c-0efc-40af-86ff-935266ec3169']",8,,Left Foot,"[101.0, 51.0]",,"[{'location': [101.0, 28.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 44.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.0, 36.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 43.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 57.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 52.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.0, 51.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 51.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 61.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [100.0, 62.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",65dcf19f-9bf3-4cbf-ad0d-275a1fe44ba4,Blocked,0.014394562,Normal,Open Play,,,,Orlando Pride,764,00:08:08.615,Shot,
,,,,,,,,,,,,0.307,,,,,,,,14645735-eeac-4904-b802-539a9d336764,2186,,"[107.0, 50.0]",7479,55,,,,,,,,,,,,,,,,,,2,Regular Play,Marta Vieira da Silva,5082.0,Center Attacking Midfield,129,Orlando Pride,764,"['529e561f-2404-4a9e-b77b-32cfea5fda12', '786ff950-ea03-409f-a3e9-1f905a978028']",42,,Left Foot,"[111.0, 49.0]",,"[{'location': [101.0, 48.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,Blocked,0.0896802,Normal,Open Play,,,,Orlando Pride,764,00:10:42.278,Shot,
,,,,,,,,,,,,1.892,,,,,,,,73cb0365-2fd1-44ae-be1e-99b2db400124,2214,,"[86.0, 43.0]",7479,57,,,,,,,,,,,,,,,,,,2,From Free Kick,Marta Vieira da Silva,5082.0,Center Attacking Midfield,132,Orlando Pride,764,['75072da9-0015-49ef-8a0f-0dccd86a1aa2'],8,,Left Foot,"[120.0, 38.3, 0.5]",,"[{'location': [102.0, 47.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [111.0, 44.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 47.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 50.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 58.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [107.0, 44.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.0, 54.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 25.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 33.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [86.0, 38.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [96.0, 47.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.0, 37.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [95.0, 40.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.0, 43.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,Saved,0.018236453,Normal,Free Kick,,,,Orlando Pride,764,00:12:08.404,Shot,
,,,,,,,,,,,,1.383,,,,,,,,1a4fefe9-1a52-479a-b860-22b6b892b660,2246,,"[92.0, 44.0]",7479,57,,,,,,,,,,,,,,,,,,2,From Counter,Marta Vieira da Silva,5082.0,Center Attacking Midfield,135,Orlando Pride,764,['901b9306-788f-4210-bc5e-7a82ba1768bb'],58,,Left Foot,"[119.0, 43.2, 0.1]",,"[{'location': [118.0, 42.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 25.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.0, 51.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [92.0, 59.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.0, 45.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [78.0, 28.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.0, 39.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.0, 31.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 56.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [99.0, 62.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",7446a1b5-a81c-4ad6-8719-d488222acd22,Saved,0.026569383,Normal,Open Play,,,,Orlando Pride,764,00:12:58.785,Shot,
,,,,,,,,,,,,0.172,,,,,,,,a995e024-c441-4042-8ac4-66d795b087e9,2282,,"[107.0, 32.0]",7479,59,,,,,,,,,,,,,,,,,,2,From Corner,Sydney Rae Leroux,5067.0,Right Center Forward,139,Orlando Pride,764,"['aad50619-d62d-4261-9881-df443b70016f', 'eaa01d56-a194-4394-911e-a16e0ea88708']",43,,Right Foot,"[112.0, 36.0]",,"[{'location': [107.0, 39.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 44.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 46.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [117.0, 46.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [105.0, 44.0], 'player': {'id': 4964, 'name': 'Ashley Hatch'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 42.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 36.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 31.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 28.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",03dc09f5-7a48-4d3e-a7a8-1c1f846cd9fe,Blocked,0.082259305,Normal,Open Play,,,,Orlando Pride,764,00:14:43.531,Shot,
,,,,,,,,,,,,1.102,,,,,,,,b4e0c00f-8aa8-461c-b8a9-e3bf4c8a36d8,2325,,"[110.0, 31.0]",7479,60,,,,,,,,,,,,,,,,,,2,From Corner,Monica Hickmann Alves,5071.0,Right Center Back,139,Orlando Pride,764,['e4405407-b5ee-43bd-aa57-87aa04a47a90'],26,,Left Foot,"[116.0, 40.3, 0.2]",,"[{'location': [108.0, 28.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 38.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 19.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 30.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.0, 28.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': False}, {'location': [89.0, 27.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [89.0, 16.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [86.0, 13.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.0, 34.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",62102410-5510-40f8-88d7-a1b22d10a66a,Saved,0.13468741,Normal,Open Play,,,,Orlando Pride,764,00:15:26.145,Shot,
,,,,,,,,,,,,1.156,,,,,,,,c32b0615-9da3-465a-8121-281dc9b5e38f,2408,,"[104.0, 37.0]",7479,62,,,,,,,,,,,,,,,,,,2,Regular Play,Ashley Hatch,4964.0,Center Forward,143,Washington Spirit,759,['e1a9b8e3-46d5-4460-97d2-5518b1db6dc0'],14,,Right Foot,"[118.0, 37.0, 0.2]",True,"[{'location': [90.0, 47.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 47.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 53.0], 'player': {'id': 4944, 'name': 'Estefanía Romina Banini Ruiz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.0, 50.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'teammate': True}, {'location': [100.0, 49.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",5d9b3d1d-d6dc-4097-8876-2495e3b5b21f,Saved,0.1025468,Normal,Open Play,,,,Washington Spirit,759,00:17:14.558,Shot,
,,,,,,,,,,,,1.348,,,,,,,,6c1faaa1-eed7-4ff6-a001-ea35a758768b,2429,,"[111.0, 25.0]",7479,62,,,,,,,,,,,,,,,,,,2,Regular Play,Estefanía Romina Banini Ruiz,4944.0,Left Center Midfield,143,Washington Spirit,759,['ea1f4f5a-a09c-4e26-9fce-cab82b764317'],41,,Right Foot,"[119.0, 44.4, 0.6]",,"[{'location': [109.0, 33.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 53.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.0, 37.0], 'player': {'id': 5026, 'name': 'Meggie Dougherty Howard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 38.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 31.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 37.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,Post,0.047648035,Normal,Open Play,,,,Washington Spirit,759,00:17:41.630,Shot,
,,,,,,,,,,,,0.286,,,,,,,,04250014-f42a-461c-84c7-dfd62f5a5343,2433,,"[110.0, 41.0]",7479,62,,,,,,,,,,,,,,,,,,2,Regular Play,Meggie Dougherty Howard,5026.0,Left Wing,143,Washington Spirit,759,"['742e79eb-017d-415b-9b15-8537b8b7369b', '7b0669f5-d32d-46ba-abf1-a218df649e99']",44,,Right Foot,"[111.0, 43.0]",,"[{'location': [109.0, 32.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 47.0], 'player': {'id': 4940, 'name': 'Andi Sullivan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [115.0, 35.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5064, 'name': 'Carson Pickett'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 53.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,Blocked,0.15218212,Normal,Open Play,,,,Washington Spirit,759,00:17:44.611,Shot,
,,,,,,,,,,,,0.275,,,,,,,,ec516499-1427-4c9f-aa93-f605dea6de88,2580,,"[110.0, 41.0]",7479,66,,,,,,,,,,,,,,,,,,2,Regular Play,Marta Vieira da Silva,5082.0,Center Attacking Midfield,148,Orlando Pride,764,"['61140d32-ae75-4832-879f-31c4cd4c3df8', 'e366dc63-e155-4783-be1d-e6e686ee996a']",57,,Left Foot,"[114.0, 40.0]",,"[{'location': [117.0, 47.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [110.0, 29.0], 'player': {'id': 4945, 'name': 'Havana Solaun'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5029, 'name': 'Tori Huster'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 4943, 'name': 'Estelle Johnson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 32.0], 'player': {'id': 4950, 'name': 'Whitney Church'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5025, 'name': 'Aubrey Renee Kingsbury'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 28.0], 'player': {'id': 4941, 'name': 'Taylor Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 28.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 33.0], 'player': {'id': 4951, 'name': 'Rebecca Quinn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [115.0, 44.0], 'player': {'id': 4962, 'name': 'Caprice Dydasco'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,Blocked,0.12778337,Normal,Open Play,,,,Orlando Pride,764,00:21:57.947,Shot,
