50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.387,,,,,,,,,,,,3e0715bb-7b83-4ec2-a21b-d719d5c4bcb8,2228,,,"[105.0, 53.0]",7555,52,,,,,,,,,,,,,,,,,,,2,From Counter,James David Rodríguez Rubio,5695.0,Left Wing,106,Colombia,769,"['007196de-c0b5-46e5-bd11-c259092774f8', '1ad8c362-486f-4b27-b601-2c301ce1992c', 'd415652e-7122-4d86-b3b4-2f17465a5c71']",6,,Left Foot,"[111.0, 48.0]",,"[{'location': [119.0, 44.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 46.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.0, 31.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 36.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 61.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 56.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 55.0], 'player': {'id': 5670, 'name': 'Michał Pazdan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 65.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 40.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [87.0, 26.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 35.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",aa1f519e-e1b2-4691-b93c-c4269b3eff13,,Blocked,0.054039653,Normal,Open Play,,,,Colombia,769,00:07:06.053,Shot,True
,,,,,,,,,,,,,,0.24,,,,,,,,,,,,5851fcb9-d2ab-434b-88cc-d52590a3fb16,2427,,,"[98.0, 35.0]",7555,55,,,,,,,,,,,,,,,,,,,2,Regular Play,Juan Fernando Quintero Paniagua,5692.0,Center Attacking Midfield,116,Colombia,769,"['06e017d2-061c-4e70-9f43-06818f3cdbf4', '4a39aed6-b861-43c9-802a-0f6320cdf6e3']",33,,Left Foot,"[103.0, 38.0]",,"[{'location': [96.0, 37.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 28.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [100.0, 47.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 38.0], 'player': {'id': 5670, 'name': 'Michał Pazdan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 47.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [90.0, 31.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [94.0, 22.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8aadca80-0881-4090-8dd6-e1341b301d43,,Blocked,0.0645288,Normal,Open Play,,,,Colombia,769,00:10:33.440,Shot,
,,,,,,,,,,,,,,1.253,,,,,,,,,,,,9ce86682-8bd1-4be2-b71e-3648dc5793b0,2438,,,"[88.0, 50.0]",7555,56,,,,,,,,,,,,,,,,,,,2,From Corner,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,117,Colombia,769,"['957de11a-9594-4195-a844-c18e87ef7c9e', 'e17ed10b-9d41-4d25-bee1-84af2bc90b73', 'f7548ffc-fb93-4cc6-94f8-07081029ffcd']",14,,Right Foot,"[120.0, 39.3, 6.6]",,"[{'location': [119.0, 43.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 31.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.0, 46.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 41.0], 'player': {'id': 6193, 'name': 'Andrés Mateus Uribe Villa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 63.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [90.0, 51.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 5666, 'name': 'Dawid Kownacki'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [102.0, 54.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 22.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.0, 31.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 5670, 'name': 'Michał Pazdan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.0, 48.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [94.0, 50.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [101.0, 79.0], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 60.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Off T,0.013328942,Normal,Open Play,,,,Colombia,769,00:11:14.200,Shot,True
,,,,,,,,,,,,,,0.213,,,,,,,,,,,,b46594b6-2466-490d-98b1-0da458c21633,2452,,,"[110.0, 29.0]",7555,57,,,,,,,,,,,,,,,,,,,2,Regular Play,Robert Lewandowski,5668.0,Center Forward,118,Poland,789,['4d57253f-4220-418a-aa55-bdf8443f2381'],48,,Left Foot,"[113.0, 37.0, 1.6]",,"[{'location': [100.0, 18.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [90.0, 35.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [89.0, 42.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 55.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 41.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 21.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b906760d-d4ad-469a-8abb-728aa445e28a,,Saved,0.20361854,Normal,Open Play,,,,Poland,789,00:12:48.840,Shot,
,,,,,,,,,,,,,,0.453,,,,,,,,,,,,aa9e2ff6-c375-424e-81c1-8009655e6f1b,2845,,,"[112.0, 41.0]",7555,65,,,,,,,,,,,,,,,,,,,2,From Throw In,Robert Lewandowski,5668.0,Center Forward,132,Poland,789,"['03074786-8005-4a23-be4c-dde912dab40e', '62513baf-0456-4a6a-ae28-dc47bd0eb1cc', '9c77d72a-80f2-4c83-b849-c5468a903bed']",57,True,Head,"[114.0, 41.0]",,"[{'location': [107.0, 68.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [113.0, 43.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.0, 35.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 48.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 49.0], 'player': {'id': 6193, 'name': 'Andrés Mateus Uribe Villa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [91.0, 56.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [99.0, 49.0], 'player': {'id': 5692, 'name': 'Juan Fernando Quintero Paniagua'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 40.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",6e28bd69-2db4-47ff-9443-55f0f5814c45,,Blocked,0.1499422,Normal,Open Play,,,,Poland,789,00:20:57.400,Shot,True
,,,,,,,,,,,,,,0.667,,,,,,,,,,,,c15c0a91-2217-4fad-af86-a56a94a53faf,2939,,,"[108.0, 47.0]",7555,69,,,,,,,,,,,,,,,,,,,2,Regular Play,Radamel Falcao García Zárate,3445.0,Center Forward,139,Colombia,769,['d61a6084-e282-4b68-80fa-e066adb6c70d'],2,,Right Foot,"[120.0, 36.2, 1.6]",,"[{'location': [102.0, 32.0], 'player': {'id': 5673, 'name': 'Bartosz Bereszyński'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 43.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 51.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.0, 46.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 63.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 31.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3dd4c733-7b8c-4bc5-9476-484624cc6b58,True,Goal,0.31125227,Normal,Open Play,,,,Colombia,769,00:24:02.453,Shot,
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,0ca51e36-12b2-412f-af13-172a1be185ab,3005,,,"[94.0, 50.0]",7555,73,,,,,,,,,,,,,,,,,,,2,From Throw In,Piotr Zieliński,5660.0,Right Wing,141,Poland,789,['3caa0ae6-d191-4526-923c-333731f3ec6d'],5,,Right Foot,"[120.0, 47.1, 2.8]",True,"[{'location': [91.0, 26.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [103.0, 30.0], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 46.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.0, 41.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.0, 40.0], 'player': {'id': 6194, 'name': 'Łukasz Teodorczyk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [86.0, 35.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [82.0, 54.0], 'player': {'id': 5658, 'name': 'Łukasz Piszczek'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [78.0, 61.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.0, 53.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 45.0], 'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [93.0, 42.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.0, 34.0], 'player': {'id': 6193, 'name': 'Andrés Mateus Uribe Villa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [84.0, 42.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 46.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 37.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Off T,0.021134824,Half Volley,Open Play,,,,Poland,789,00:28:05.120,Shot,
,,,,,,,,,,,,,,0.827,,,,,,,,,,,,d61e76dd-3eeb-4db1-b579-c5224089d5ea,3093,,,"[105.0, 38.0]",7555,74,,,,,,,,,,,,,,,,,,,2,From Counter,Juan Guillermo Cuadrado Bello,5689.0,Right Wing,145,Colombia,769,['e1e432d0-0b36-4f46-aa31-f66f8c032c10'],42,,Right Foot,"[120.0, 44.0, 1.6]",,"[{'location': [116.0, 40.0], 'player': {'id': 5669, 'name': 'Wojciech Szczęsny'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 5670, 'name': 'Michał Pazdan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 32.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [102.0, 40.0], 'player': {'id': 5672, 'name': 'Maciej Rybus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",ae129183-c37d-42c9-afc4-bab7ab21daad,True,Goal,0.19299302,Normal,Open Play,,,,Colombia,769,00:29:42.293,Shot,
,,,,,,,,,,,,,,0.415,,,,,,,,,,,,446222b7-3ba8-44de-b4d0-f0e039acaa34,3205,,,"[109.0, 34.0]",7555,80,,,,,,,,,,,,,,,,,,,2,From Corner,Łukasz Teodorczyk,6194.0,Right Midfield,151,Poland,789,"['6e35bf2c-bf16-4a61-a11e-057b7c38f7b1', '79ce63c6-8b5a-431c-9105-e59977201ae2', '8594bd33-7e1f-4285-897a-7d73c2613b16']",8,True,Head,"[110.0, 36.0]",,"[{'location': [113.0, 43.0], 'player': {'id': 6193, 'name': 'Andrés Mateus Uribe Villa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [103.0, 59.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 59.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.0, 32.0], 'player': {'id': 3637, 'name': 'Grzegorz Krychowiak'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 39.0], 'player': {'id': 6195, 'name': 'Jacek Góralski'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 44.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",82e1ad22-b7a5-454c-9352-9448899f88c1,,Blocked,0.06877008,Normal,Open Play,,,,Poland,789,00:35:08.360,Shot,True
,,,,,,,,,,,,,,0.453,,,,,,,,,,,,489d7b64-f7fc-4d8b-9137-f0ece1529bec,3211,,,"[116.0, 33.0]",7555,80,,,,,,,,,,,,,,,,,,,2,From Corner,Grzegorz Krychowiak,3637.0,Right Center Midfield,151,Poland,789,"['1f0c7fde-a7df-450a-b7a4-1592f2250c38', '2a28ba3c-0786-4e08-96d7-579f1d058f36']",9,,Right Foot,"[116.0, 36.0]",,"[{'location': [98.0, 51.0], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 35.0], 'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 6193, 'name': 'Andrés Mateus Uribe Villa'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 33.0], 'player': {'id': 5686, 'name': 'Wílmar Enrique Barrios Terán'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 4626, 'name': 'Jan Bednarek'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [109.0, 34.0], 'player': {'id': 6194, 'name': 'Łukasz Teodorczyk'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 42.0], 'player': {'id': 3034, 'name': 'Kamil Glik'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [105.0, 30.0], 'player': {'id': 5696, 'name': 'Santiago Arias Naranjo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 3494, 'name': 'Davinson Sánchez Mina'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5688, 'name': 'Carlos Arturo Bacca Ahumada'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.0, 38.0], 'player': {'id': 5668, 'name': 'Robert Lewandowski'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 5689, 'name': 'Juan Guillermo Cuadrado Bello'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.0, 42.0], 'player': {'id': 5691, 'name': 'Johan Andrés Mojica Palacio'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 53.0], 'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 6196, 'name': 'Yerry Fernando Mina González'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 36.0], 'player': {'id': 4276, 'name': 'David Ospina Ramírez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,0.20201232,Normal,Open Play,,,,Poland,789,00:35:09.920,Shot,
