50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.423844,,,,,,,,,,,,10ec9053-46ec-4572-bd13-bb96e637cd03,2766,,"[93.0, 32.2]",3829455,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Quentin Othon,148132.0,Left Back,156,Troyes,133,"['87345e0c-db1f-4cf8-9712-4e7bcc768c86', '9cc7da4f-eded-4b4f-80d9-2cf4e63df164', 'd6f0cb44-0368-4c34-abcd-48e7cb428f50']",34,,Right Foot,"[105.0, 36.7]",True,"[{'location': [103.0, 32.1], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 29.5], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.2, 28.8], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.6, 46.6], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 38.1], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 37.0], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 46.7], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.9, 20.7], 'player': {'id': 401470, 'name': 'Fabien Camus'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.9, 50.2], 'player': {'id': 401471, 'name': 'Henri Bienvenu Ntsama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.8, 39.8], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.9, 42.7], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.9, 39.5], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",81ea2450-7921-4d6b-980c-62f988d9b102,,Blocked,0.02724369,Normal,Open Play,,,,Troyes,133,00:28:34.884,Shot,True
,,,,,,,,,,,,,,,,,,0.519595,,,,,,,,,,,,d7fa92d9-b090-42a2-9bb6-15dbb735e7bb,2778,,"[109.5, 52.5]",3829455,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Yoann Court,7376.0,Left Center Midfield,157,Troyes,133,['d78dd3f3-99aa-447f-8d75-5f5940887342'],56,,Right Foot,"[119.2, 42.8, 1.3]",True,"[{'location': [101.2, 47.6], 'player': {'id': 2992, 'name': 'Vincent Bessat'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 46.3], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.7, 43.9], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.2, 39.2], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 40.7], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 41.9], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 38.8], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.2, 41.4], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.7, 40.1], 'player': {'id': 401471, 'name': 'Henri Bienvenu Ntsama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,0.06435509,Half Volley,Open Play,,,,Troyes,133,00:28:56.413,Shot,
,,,,,,,,,,,,,,,,,,0.16606,,,,,,,,,,,,0813bd15-933c-4840-90c5-8ac66d394e4e,2868,,"[105.7, 51.4]",3829455,76,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Andy Delort,3038.0,Center Forward,163,Caen,140,"['508391e4-b02f-4b4e-9e0b-6d1771b0dbc6', '719be3b8-e9e1-4077-abf3-525bf1f4c92e', '995341cf-0816-4400-af15-42fc28d6471d']",54,,Right Foot,"[106.3, 50.8]",,"[{'location': [114.7, 43.1], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.8, 39.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.5, 50.6], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",f2e0ae49-4143-4fc7-859c-a82181742758,,Blocked,0.05610906,Normal,Open Play,,,,Caen,140,00:31:54.946,Shot,True
,,,,,,,,,,,,,,,,,,0.361573,,,,,,,,,,,,a706d472-da84-4fd5-8f89-6611fbf8610e,2874,,"[114.7, 45.3]",3829455,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alaeddine Yahia,7444.0,Right Center Back,164,Caen,140,"['32b43d64-464a-492a-9e2c-7d4c44e7a78d', '4ef70112-b8a4-4674-882b-12aa7a83c13a']",35,True,Head,"[120.0, 42.1, 3.9]",,"[{'location': [115.4, 45.1], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 34.0], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.2, 41.6], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.2, 34.1], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [115.1, 49.8], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.2, 43.3], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 39.7], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.4, 38.3], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.7, 43.3], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 74.6], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 37.7], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",1e08fd65-bb6d-41a2-b175-7563b6d6c3d6,,Off T,0.11891753,Normal,Open Play,,,,Caen,140,00:32:35.168,Shot,True
,,,,,,,,,,,,,,,,,,0.770104,,,,,,,,,,,,8506a29b-edce-4736-bb11-5a1d8a46b0c6,2882,,"[96.8, 48.8]",3829455,78,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jordan Leborgne,40701.0,Right Midfield,165,Troyes,133,['7ff64b19-f096-4fd3-a36e-64fbf4345e2f'],1,,Right Foot,"[114.6, 41.5, 0.2]",,"[{'location': [99.2, 36.8], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.9, 48.4], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.5, 40.7], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [99.4, 48.3], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 40.7], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 35.6], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.1, 41.9], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.2, 22.2], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",,,Saved,0.03772129,Normal,Open Play,,,,Caen,140,00:33:01.420,Shot,
,,,,,,,,,,,,,,,,,,0.921268,,,,,,,,,,,,b7d6d786-ec27-449a-8c1c-d4790e0a9701,2988,,"[96.4, 32.9]",3829455,80,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jessy Pi,7415.0,Center Defensive Midfield,172,Troyes,133,['e9dd22a4-f157-416d-953f-aedfd63fc253'],35,,Right Foot,"[118.9, 41.2, 1.0]",,"[{'location': [107.9, 28.3], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.1, 41.0], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.1, 36.7], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 48.3], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 45.1], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.1, 47.2], 'player': {'id': 3038, 'name': 'Andy Delort'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.5, 37.7], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 42.6], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.1, 33.0], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.2, 40.3], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.8, 47.7], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 40.0], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.8, 38.4], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 32.1], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.8, 28.5], 'player': {'id': 401471, 'name': 'Henri Bienvenu Ntsama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [87.6, 57.8], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Saved,0.031378705,Normal,Open Play,,,,Troyes,133,00:35:35.836,Shot,
,,,,,,,,,,,,,,,,,,0.102212,,,,,,,,,,,,a54a6195-9a0b-49b8-ac19-c9ed13e42331,3058,,"[106.8, 49.3]",3829455,82,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,177,Caen,140,"['43fb28be-7ca2-443f-b372-e1466ab1db11', 'dc5c8282-01a0-40f1-a30a-b0cda5883955', 'f8918854-1157-4bd6-83df-aba1374a109b']",16,,Left Foot,"[107.6, 48.8]",,"[{'location': [115.5, 43.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 47.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 51.1], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.0, 48.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 40.6], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 47.4], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 40.8], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",db263b18-4cff-456e-9f62-fbadaa9eabbe,,Blocked,0.064961806,Normal,Open Play,,,,Caen,140,00:37:16.351,Shot,True
,,,,,,,,,,,,,,,,,,0.771783,,,,,,,,,,,,974f5a53-ec4f-4d4b-9475-8d8ea2558bca,3092,,"[97.2, 60.5]",3829455,83,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,181,Caen,140,['6a17572d-ba61-4105-9e7f-1c8cca751d16'],23,,Right Foot,"[117.8, 44.1, 1.8]",,"[{'location': [98.6, 43.8], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [98.7, 32.3], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [94.1, 51.2], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.1, 57.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.0, 45.9], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.1, 32.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.8, 40.8], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.1, 42.2], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4ed0864d-2332-4677-b5f8-14a69078adfb,,Saved,0.009797431,Normal,Open Play,,,,Caen,140,00:38:23.409,Shot,
,,,,,,,,,,,,,,,,,,0.174998,,,,,,,,,,,,04f49f78-6ff9-4172-be02-033c404dfc1b,3189,,"[115.7, 49.2]",3829455,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hervé Bazile,2991.0,Left Midfield,186,Caen,140,['091a0ad4-a884-4597-af29-6e8f5cb8783b'],0,,Right Foot,"[116.6, 47.0, 0.6]",,"[{'location': [106.6, 45.3], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.9, 47.1], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 46.4], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8520daca-d92a-4431-ba53-d79cd2ba42ca,,Saved,0.07571466,Half Volley,Open Play,,,,Caen,140,00:41:00.338,Shot,
,,,,,,,,,,,,,,,,,,1.036017,,,,,,,,,,,,4359e98c-0086-46bb-8fd8-270ed002f271,3265,,"[99.3, 26.9]",3829455,87,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andy Delort,3038.0,Center Forward,190,Caen,140,['3c16c2ff-0f85-483f-ba02-3e32b2e68138'],28,,Right Foot,"[116.2, 39.0, 0.3]",,"[{'location': [97.8, 50.4], 'player': {'id': 148132, 'name': 'Quentin Othon'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [91.4, 31.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 38.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [97.7, 27.5], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.3, 29.5], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 25.5], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.3, 38.8], 'player': {'id': 34953, 'name': 'Denis Petrić'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.2, 45.5], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [98.8, 10.5], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",7de4d64c-4d37-4664-a08d-fde2fca6dea4,,Saved,0.03976062,Normal,Open Play,,,,Caen,140,00:42:28.864,Shot,
,,,,,,,,,,,,,,,,,,0.13115,,,,,,,,,,,,a5aa9d1b-3123-479e-a12e-097042991f76,3370,,"[99.0, 34.3]",3829455,90,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Benjamin Nivet,3002.0,Right Defensive Midfield,196,Troyes,133,"['2e3e831b-f96f-42a7-99a2-93c4f462b594', '6e9288d5-8d38-4420-82c0-3abea9efb331', 'a0e3e61b-3ce3-4f44-8fc6-c7fd9071e0b1']",12,,Left Foot,"[101.8, 37.2]",True,"[{'location': [98.6, 42.5], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.2, 47.6], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.5, 43.7], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.8, 54.5], 'player': {'id': 40701, 'name': 'Jordan Leborgne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.0, 40.5], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.2, 31.4], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.1, 37.2], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 39.4], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.5, 58.4], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 45.2], 'player': {'id': 401471, 'name': 'Henri Bienvenu Ntsama'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.3, 49.3], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",c9d6e406-63e4-476f-9cbf-e298eec50210,,Blocked,0.0777487,Normal,Open Play,,,,Troyes,133,00:45:12.551,Shot,True
,,,,,,,,,,,,,,,,,,1.236961,,,,,,,,,,,,e3eddad3-cd28-416d-8916-da19a4121dc5,3401,,"[104.9, 20.3]",3829455,91,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Quentin Othon,148132.0,Left Back,197,Troyes,133,"['0d258d08-6d3a-462b-b52c-17e7386f27b1', 'cfd29766-5afa-4ee4-8d28-0a89490947f7']",13,,Left Foot,"[120.0, 41.5, 0.0]",,"[{'location': [115.4, 40.2], 'player': {'id': 2959, 'name': 'Julien Féret'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.4, 40.7], 'player': {'id': 7344, 'name': 'Jordan Adéoti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.1, 46.4], 'player': {'id': 4474, 'name': 'Emmanuel Imorou'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.8, 23.1], 'player': {'id': 22111, 'name': 'Dennis Appiah'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 36.7], 'player': {'id': 7444, 'name': 'Alaeddine Yahia'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 33.4], 'player': {'id': 40698, 'name': 'Nicolas Seube'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.9, 42.0], 'player': {'id': 2991, 'name': 'Hervé Bazile'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [118.7, 38.1], 'player': {'id': 2963, 'name': 'Rémy Vercoutre'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.9, 46.6], 'player': {'id': 42422, 'name': 'Dušan Veškovac'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.6, 77.3], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [95.7, 62.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.3, 31.4], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.9, 33.8], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [109.5, 37.6], 'player': {'id': 401471, 'name': 'Henri Bienvenu Ntsama'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.9, 43.4], 'player': {'id': 3161, 'name': 'Chaouki Ben Saada'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,Goal,0.010593524,Normal,Open Play,,,,Troyes,133,00:46:13.207,Shot,True
