bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.907195,,,,,,,,,,,,,26e72f9f-e65b-4be2-9686-f797f931f89d,2376,,,"[107.7, 32.4]",3775638,63,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Inessa Kaagman,15579.0,Left Center Midfield,150,Brighton & Hove Albion WFC,965,['da34ae48-e7c6-4824-9edb-4048afe583b0'],2,,Left Foot,"[120.0, 43.4, 0.4]",True,"[{'location': [93.7, 66.0], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [102.4, 60.6], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.9, 57.8], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [95.7, 49.7], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 34.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.9, 62.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 49.3], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 40.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.3, 37.9], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 42.2], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.6, 53.8], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",90a4f72b-803f-4e00-83cf-ffe9c6a3b5f3,,,Goal,,0.124546364,Half Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:18:02.075,Shot,
,,,,,,,,,,,,,,,,,,,1.199231,,,,,,,,,,,,,f0425c91-1474-4ea2-9fcd-136a7299dbdd,2490,,,"[99.5, 27.0]",3775638,68,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Siri Worm,15572.0,Left Back,159,Tottenham Hotspur Women,749,['0b728493-d4a3-4a3d-b451-201542dff34f'],5,,Left Foot,"[120.0, 43.2, 4.0]",,"[{'location': [100.6, 23.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.8, 45.7], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.1, 41.7], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.6, 45.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [119.4, 38.7], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 47.8], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.4, 41.0], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.0, 44.1], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [110.1, 28.3], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.1, 31.2], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [110.1, 32.2], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.6, 35.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.1, 34.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 38.4], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.1, 33.1], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}]",,,,Off T,,0.05983459,Normal,Free Kick,,,,Tottenham Hotspur Women,749,00:23:05.473,Shot,
,,,,,,,,,,,,,,,,,,,0.909452,,,,,,,,,,,,,b44bd397-e6fd-4f94-8e2e-600458d02da4,2658,,,"[103.6, 34.0]",3775638,73,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Inessa Kaagman,15579.0,Left Center Midfield,171,Brighton & Hove Albion WFC,965,['1c5fd274-da72-440d-9af4-d960e362b81b'],3,,Right Foot,"[120.0, 37.1, 1.4]",,"[{'location': [88.2, 55.8], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [103.2, 41.3], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.5, 38.9], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.8, 43.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 33.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 50.7], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.4, 35.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 41.8], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.6, 56.1], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,,Goal,,0.07861057,Half Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:28:03.284,Shot,
,,,,,,,,,,,,,,,,,,,0.145152,,,,,,,,,,,,,19d549de-acd0-4aff-8d3d-7605fa6d3a65,2691,,,"[112.9, 38.3]",3775638,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Josie Green,4865.0,Left Center Midfield,173,Tottenham Hotspur Women,749,"['116c05f2-6818-4c0c-bba0-736d59709de9', 'd899fbd9-dae1-4cf6-a782-5c2bc1db67d1', 'e31ab650-a929-4689-965e-5ad1c210293d']",36,,Right Foot,"[115.6, 38.3]",True,"[{'location': [118.5, 40.9], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 57.8], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [111.6, 46.9], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.2, 45.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [118.0, 43.4], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.6, 41.8], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [115.8, 38.9], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.5, 33.7], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 40.3], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [102.5, 38.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.2, 42.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.3, 32.2], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.2, 44.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.5, 34.7], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.8, 37.7], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.6, 36.9], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Blocked,,0.14615454,Half Volley,Open Play,,,,Tottenham Hotspur Women,749,00:29:36.979,Shot,True
,,,,,,,,,,,,,,,,,,,0.142503,,,,,,,,,,,,,3f2d83dd-6a5e-43f7-a7ca-6aecf851b728,2696,,,"[116.4, 40.3]",3775638,74,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Angela Addison,31550.0,Left Wing,173,Tottenham Hotspur Women,749,"['6b0e5d31-c386-40e6-93d3-de4e3b1a741f', 'c328e742-a8bd-4dd2-b7c2-393952c699e3']",39,,Left Foot,"[117.2, 40.4]",True,"[{'location': [108.5, 38.2], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [109.3, 42.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.5, 30.5], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.3, 32.0], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.5, 32.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.4, 29.9], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.0, 35.4], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 36.2], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.2, 35.5], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 40.3], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 43.2], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [111.3, 37.4], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.1, 48.0], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.1, 38.1], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.3, 45.3], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",5378e3e4-72d3-4d81-aa92-f0b116f95c86,,,Blocked,,0.26124945,Half Volley,Open Play,,,,Tottenham Hotspur Women,749,00:29:39.628,Shot,
,,,,,,,,,,,,,,,,,,,1.466448,,,,,,,,,,,,,431f4b4d-2311-460a-8ebd-a92ae33192ce,2875,,,"[96.2, 33.4]",3775638,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nora Heroum,13861.0,Right Wing Back,184,Brighton & Hove Albion WFC,965,"['0c5fe864-39a6-418e-8877-2b3c78f0f2db', 'ae47a115-1fea-49a6-91bd-dce24e5b8406']",37,,Left Foot,"[120.0, 37.5, 2.9]",,"[{'location': [118.8, 38.0], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.3, 31.9], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [85.4, 54.5], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [100.6, 47.8], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [94.3, 31.8], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.8, 24.7], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.3, 32.6], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.5, 26.3], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.9, 35.3], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 33.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [90.4, 51.1], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.5, 39.5], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.7, 44.7], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.7, 44.3], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",d24234f2-9ab4-43d8-a88c-df6355e596f0,,,Post,,0.04557318,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:34:37.864,Shot,True
,,,,,,,,,,,,,,,,,,,1.408707,,,,,,,,,,,,,39faa15f-f3e0-4d05-b043-dd4962349de4,2879,,,"[113.9, 41.3]",3775638,79,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Megan Connolly,23413.0,Center Defensive Midfield,184,Brighton & Hove Albion WFC,965,"['6d42301f-a452-4879-b21f-28cddaeab4d7', '7591670b-c4dc-41f9-8d5c-772acde9dbf6']",42,True,Head,"[120.0, 38.3, 2.8]",,"[{'location': [114.7, 40.7], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 45.1], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.9, 31.9], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.3, 42.4], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.5, 52.4], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.9, 46.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.4, 41.2], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,True,,Post,,0.27710816,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:34:42.090,Shot,True
,,,,,,,,,,,,,,,,,,,1.275084,,,,,,,,,,,,,1b753e86-6a39-45e0-80bb-bccddc66796c,3000,,,"[110.7, 37.9]",3775638,83,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Geum-Min Lee,25453.0,Right Center Forward,193,Brighton & Hove Albion WFC,965,"['475fcd41-36bc-4dc8-8a5e-f8c7005b0bba', 'a94e361b-ff48-439e-80e0-a73daeee1ec3']",40,True,Head,"[116.0, 39.5, 0.5]",,"[{'location': [113.3, 45.1], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': True}, {'location': [95.7, 44.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [109.6, 21.0], 'player': {'id': 15579, 'name': 'Inessa Kaagman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.8, 38.7], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 32.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.4, 37.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.1, 39.4], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 44.6], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 47.1], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",3ab29d50-b088-4045-8170-358b712fa321,,,Saved,,0.087147005,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:38:40.375,Shot,True
,,,,,,,,,,,,,,,,,,,1.315195,,,,,,,,,,,,,a0cfb53f-52aa-4c9c-9af3-7d6adddd2e88,3266,,,"[90.9, 39.2]",3775638,91,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kit Graham,31551.0,Center Defensive Midfield,213,Tottenham Hotspur Women,749,['fdc450c9-b99c-4732-8b2a-23690c9b47ff'],9,,Left Foot,"[120.0, 42.8, 3.0]",,"[{'location': [117.6, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.6, 41.3], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.5, 50.2], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [91.9, 39.7], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.1, 36.8], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [100.9, 45.2], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [98.2, 39.4], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.6, 43.9], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.1, 42.6], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.2, 22.3], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,,Post,,0.023631228,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:46:09.713,Shot,
,,,,,,,,,,,,,,,,,,,0.632701,,,,,,,,,,,,,39e0452e-bef5-4a4c-a9de-9a48d6cf2452,3359,,,"[118.8, 39.5]",3775638,93,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ria Percival,18145.0,Right Center Midfield,216,Tottenham Hotspur Women,749,['ae3f3478-989e-451b-bf2d-186f13e2cde8'],3,,Head,"[120.0, 39.5, 4.9]",,"[{'location': [94.1, 29.5], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.1, 20.3], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [120.0, 62.7], 'player': {'id': 15564, 'name': 'Lucy Quinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 29.3], 'player': {'id': 13861, 'name': 'Nora Heroum'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [118.0, 35.6], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.1, 38.3], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.9, 40.5], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.4, 40.2], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 23413, 'name': 'Megan Connolly'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.8, 46.3], 'player': {'id': 32403, 'name': 'Emma Wilhelmina Koivisto'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [120.0, 55.3], 'player': {'id': 16393, 'name': 'Ellie Brazil'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [109.3, 48.8], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",fd3eb1f5-313b-4c55-ad65-d880d04aba68,,True,Off T,,0.44847178,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:48:03.253,Shot,
