ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.054788,,,,,,,,,,,,,,,a645d6f0-c20a-4a5a-8cd0-28ac93d681a7,2185,,"[112.2, 60.5]",2275097,55,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Iniabasi Anefiok Umotong,16378.0,Right Center Forward,129,Brighton & Hove Albion WFC,965,"['c398c9ae-649a-4321-8f3a-89a8a0709665', 'f71ce341-fb2d-4fe6-9c5f-5891817429bc']",4,Right Foot,"[115.2, 7.2]",,"[{'location': [110.1, 59.0], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.4, 48.9], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.6, 42.7], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.3, 43.0], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 49.8], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [85.2, 63.5], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [92.3, 44.9], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.5, 42.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 32.2], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [91.0, 20.7], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [86.9, 25.7], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [86.1, 34.0], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",ef3ae530-c94a-4073-8f78-93460f3dae85,,,Wayward,,0.009310053,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:10:04.537,Shot,True
,,,,,,,,,,,,,,,1.385155,,,,,,,,,,,,,,,6bd2f83a-d804-492a-8605-8d206def5a61,2297,,"[89.5, 22.7]",2275097,59,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Felicity Gibbons,16392.0,Left Back,137,Brighton & Hove Albion WFC,965,['8c7a5223-7a9f-4e13-9cb5-d2dff06cfc72'],16,Left Foot,"[120.0, 34.9, 4.7]",,"[{'location': [73.0, 39.0], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [70.7, 44.1], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [83.8, 37.2], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [84.8, 28.3], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.8, 24.2], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [93.8, 28.6], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 24.0], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [84.1, 22.5], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.7, 31.6], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.3, 38.7], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 40.8], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [88.0, 55.2], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.1, 36.9], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 46.7], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 41.1], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.9, 52.8], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [72.9, 64.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",,,,Off T,,0.007713919,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:14:16.264,Shot,
,,,,,,,,,,,,,,,1.789417,,,,,,,,,,,,,,,13e895c8-7de2-487e-8bff-d8162cf30608,2496,,"[86.9, 34.7]",2275097,63,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Léa Le Garrec,31529.0,Left Center Forward,147,Brighton & Hove Albion WFC,965,['bfe8c71f-b67e-48ef-a14e-c0089821984f'],38,Right Foot,"[119.4, 35.5, 0.2]",True,"[{'location': [100.6, 41.1], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.9, 48.9], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.7, 29.0], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.8, 63.9], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.1, 62.2], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [100.2, 59.8], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 47.2], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 43.8], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.6, 34.8], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 21.5], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.2, 39.7], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [86.2, 32.9], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [71.9, 52.6], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [81.8, 56.1], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.6, 39.7], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved Off Target,True,0.015490123,Volley,Open Play,,,,Brighton & Hove Albion WFC,965,00:18:38.330,Shot,
,,,,,,,,,,,,,,,1.917843,,,,,,,,,,,,,,,de51cdf8-dc69-411c-8abe-abb20cd3c2ac,2538,,"[106.1, 36.9]",2275097,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Stephanie Houghton,10185.0,Left Center Back,149,Manchester City WFC,746,['cf631969-dae4-42e3-9455-5863ce891a65'],11,Right Foot,"[120.0, 32.9, 0.3]",True,"[{'location': [119.2, 46.0], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.1, 51.9], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.5, 48.5], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.7, 35.6], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.7, 39.6], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [107.5, 47.4], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [112.0, 41.1], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.6, 47.2], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 39.6], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.4, 42.0], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 58.8], 'player': {'id': 20034, 'name': 'Danielle Buet'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.9, 37.7], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 35.8], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [119.3, 78.0], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 36.5], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [102.3, 42.9], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [108.8, 38.1], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",6338e96a-b249-4352-8b07-facca16f0382,,,Off T,,0.080242805,Half Volley,Open Play,,,,Manchester City WFC,746,00:20:11.421,Shot,
,,,,,,,,,,,,,,,0.204181,,,,,,,,,,,,,,,d4879d73-bed8-41a1-b260-d5284c9bdf0a,2583,,"[110.8, 35.9]",2275097,67,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gemma Bonner,15554.0,Right Center Back,152,Manchester City WFC,746,['92b9997c-dda9-4549-84e4-6c2227db49c4'],16,Head,"[113.3, 43.5]",,"[{'location': [103.6, 41.3], 'player': {'id': 31529, 'name': 'Léa Le Garrec'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [110.1, 39.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.4, 37.6], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.8, 37.3], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.5, 36.4], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.4, 39.3], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.1, 31.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [112.6, 35.4], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [114.4, 31.1], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.5, 46.1], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.8, 42.7], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [119.8, 78.3], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [116.8, 40.4], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 33.3], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.1, 43.4], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.9, 40.3], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.7, 42.4], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.2, 37.2], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",c08f6ea7-914f-4be7-bac4-4dfff8cc4faa,,,Wayward,,0.051397,Normal,Open Play,,,,Manchester City WFC,746,00:22:16.766,Shot,
,,,,,,,,,,,,,,,1.21694,,,,,,,,,,,,,,,6eefbdf9-1831-4fdd-8b2f-b65c7618095f,2692,,"[87.9, 32.0]",2275097,69,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Léa Le Garrec,31529.0,Left Center Forward,156,Brighton & Hove Albion WFC,965,['39357fcc-455b-448e-b90d-78fdd4c5abbf'],52,Right Foot,"[120.0, 47.1, 1.1]",,"[{'location': [82.3, 9.8], 'player': {'id': 16374, 'name': 'Aileen Whelan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [79.4, 16.3], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [89.8, 30.1], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [118.4, 40.4], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [87.4, 35.1], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.4, 32.2], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 38.7], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 47.6], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [103.8, 49.3], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.0, 18.9], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [84.7, 11.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [94.1, 40.3], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [79.6, 43.5], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,,Off T,,0.023023836,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:24:52.116,Shot,
,,,,,,,,,,,,,,,0.168118,,,,,,,,,,,,,,,5cb44b89-d4ab-428f-9132-f2f880c41c7f,2829,,"[108.6, 44.3]",2275097,72,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Caroline Weir,10188.0,Left Defensive Midfield,160,Manchester City WFC,746,['c9cd6266-6b0c-49bf-86cb-628b7b9df6ac'],28,Right Foot,"[112.8, 43.3, 0.7]",,"[{'location': [112.7, 43.1], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 40.9], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 29.6], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 48.5], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.2, 48.7], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [93.3, 15.6], 'player': {'id': 15555, 'name': 'Lauren Hemp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",1158abe0-a13b-4316-a4cd-ac4faf6513b9,True,,Saved,,0.5160136,Normal,Open Play,,,,Manchester City WFC,746,00:27:28.273,Shot,
,,,,,,,,,,,,,,,0.581216,,,,,,,,,,,,,,,bf37e5bd-7adf-4899-8333-139707650402,2858,,"[112.0, 38.3]",2275097,73,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Lauren Hemp,15555.0,Left Midfield,162,Manchester City WFC,746,['8b0a45c2-c563-4bb2-a396-b88810eca8bf'],52,Head,"[118.8, 39.1, 1.2]",,"[{'location': [98.1, 31.3], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.7, 31.8], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 45.2], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.2, 40.0], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.8, 40.1], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 47.6], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",a16f01c4-8e3c-42ae-a0d8-7cd6908c4228,,,Saved,,0.16337785,Normal,Open Play,,,,Manchester City WFC,746,00:28:52.302,Shot,
,,,,,,,,,,,,,,,0.734785,,,,,,,,,,,,,,,a657b02d-0841-421e-a52a-5de8b72d2efd,3012,,"[109.9, 35.1]",2275097,78,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Left Center Forward,176,Manchester City WFC,746,['ba10e592-68fc-4433-bb1e-bfe7a0817e00'],26,Left Foot,"[120.0, 39.4, 0.2]",,"[{'location': [106.7, 36.5], 'player': {'id': 16383, 'name': 'Danique Kerkdijk'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.8, 38.2], 'player': {'id': 23290, 'name': 'Sophie Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 48.8], 'player': {'id': 16395, 'name': 'Victoria Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.7, 32.7], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",d199d51d-67b4-4413-aa9f-197ebe80f3c4,True,True,Goal,,0.9544657,Normal,Open Play,,,,Manchester City WFC,746,00:33:26.463,Shot,
,,,,,,,,,,,,,,,1.205033,,,,,,,,,,,,,,,f1c12b42-4d8b-47ee-b889-d6e76fac8910,3029,,"[103.6, 49.9]",2275097,79,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Aileen Whelan,16374.0,Left Midfield,178,Brighton & Hove Albion WFC,965,['b429c24b-4982-42a6-a1f9-354a75786409'],55,Head,"[118.5, 43.4, 1.3]",,"[{'location': [118.8, 40.6], 'player': {'id': 4637, 'name': 'Ellie Roebuck'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.6, 48.7], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.5, 54.2], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.9, 54.2], 'player': {'id': 16378, 'name': 'Iniabasi Anefiok Umotong'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [105.7, 41.1], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.3, 28.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.8, 49.3], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [89.6, 50.6], 'player': {'id': 23289, 'name': 'Emily Simpkins'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.7, 56.7], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.5, 62.9], 'player': {'id': 16400, 'name': 'Kayleigh Green'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [76.4, 67.5], 'player': {'id': 25453, 'name': 'Geum-Min Lee'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [86.6, 71.3], 'player': {'id': 31528, 'name': 'Matilde Lundorf Skovsen'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [93.6, 58.8], 'player': {'id': 23465, 'name': 'Megan Campbell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.2, 16.4], 'player': {'id': 16392, 'name': 'Felicity Gibbons'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [75.0, 40.0], 'player': {'id': 22337, 'name': 'Maya Le Tissier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",4d3dd451-5e69-44a6-9bb6-3941a76b7d3c,,,Saved,,0.019085439,Normal,Open Play,,,,Brighton & Hove Albion WFC,965,00:34:55.374,Shot,
