50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,5840586c-76f6-4e3f-bed1-fc7407424057,2423,,"[112.0, 30.0]",7580,63,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,101,France,771,['3fd836d9-2720-4754-8d26-1f8ded11c40e'],8,Left Foot,"[120.0, 39.5, 0.9]",,"[{'location': [113.0, 42.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 36.0], 'player': {'id': 5741, 'name': 'Enzo Nicolás Pérez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 38.0], 'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 32.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 31.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 6312, 'name': 'Franco Armani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 34.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [109.0, 17.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",,,Goal,,0.117784284,Normal,Open Play,,,,France,771,00:18:08.720,Shot,
,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,759978a8-ea49-494a-b098-23f7878b61c4,2460,,"[95.0, 24.0]",7580,65,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,103,Argentina,779,"['09234d74-568f-41e9-98a5-a4d2de3fefc5', '268c4a10-6146-43e8-8603-92caa977eea9']",57,Left Foot,"[104.0, 27.0]",,"[{'location': [106.0, 47.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 42.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.0, 36.0], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 44.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 45.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 43.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 40.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 5496, 'name': 'Cristian David Pavón'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 43.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 37.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.0, 38.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.0, 36.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 26.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 25.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [103.0, 18.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 21.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,,Blocked,,0.030227054,Normal,Free Kick,,,,Argentina,779,00:20:57.320,Shot,
,,,,,,,,,,,,,,,0.813,,,,,,,,,,,,,eb9f124c-dcf8-49f0-9d98-dc15850fbc85,2464,,"[96.0, 22.0]",7580,65,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,103,Argentina,779,"['90502280-302a-48f5-af69-4e206b294f49', 'd9fb84d5-78e9-45c9-a059-61bd2bb3d9db']",58,Left Foot,"[108.0, 34.0]",True,"[{'location': [113.0, 40.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 22.0], 'player': {'id': 3009, 'name': 'Kylian Mbappé Lottin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.0, 19.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 35.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 44.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 51.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 41.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 40.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 5496, 'name': 'Cristian David Pavón'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 36.0], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 25.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 23.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Blocked,,0.008551168,Half Volley,Open Play,,,,Argentina,779,00:20:58.867,Shot,
,,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,17c51533-19cf-48fd-a711-5f033dcb0d9a,2545,,"[107.0, 51.0]",7580,67,,,,,,,,,,,,,,,,,,2,Regular Play,Kylian Mbappé Lottin,3009.0,Right Wing,105,France,771,['2783fa4e-9e28-4de1-852e-2bd3cc1160eb'],49,Right Foot,"[120.0, 36.2, 0.2]",,"[{'location': [100.0, 46.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 31.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 18.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.0, 47.0], 'player': {'id': 6312, 'name': 'Franco Armani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f9f9c9ba-0a77-4585-83b9-9e34c7ebbe68,,Goal,,0.22098207,Normal,Open Play,,,,France,771,00:22:49.600,Shot,
,,,,,,,,,,,,,,,1.133,,,,,,,,,,,,,5a2dcda3-0bda-4209-a4e2-5217c28c2443,2604,,"[108.0, 27.0]",7580,69,,,,,,,,,,,,,,,,,,2,Regular Play,Olivier Giroud,3604.0,Center Forward,109,France,771,"['154c0d5d-a62e-4e62-a543-1f8d91a8c598', '8433db2a-c942-456c-a8d5-5fbdc2d86f4e']",56,Left Foot,"[119.0, 35.4, 0.7]",,"[{'location': [109.0, 45.0], 'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 37.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 6312, 'name': 'Franco Armani'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bce02aab-12bb-4665-9049-682a7791a793,,Off T,,0.07977028,Normal,Open Play,,,,France,771,00:24:56.387,Shot,True
,,,,,,,,,,,,,,,1.333,,,,,,,,,,,,,38df3afb-5f50-4d1a-8476-01400994a07f,2698,,"[114.0, 36.0]",7580,72,,,,,,,,,,,,,,,,,,2,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,116,Argentina,779,['7ffdf9d7-6012-4156-89cb-171b3550bdfe'],39,Right Foot,"[114.0, 36.0]",True,"[{'location': [117.0, 40.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 29.0], 'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [114.0, 32.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 36.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 36.0], 'player': {'id': 5507, 'name': 'Nicolás Alejandro Tagliafico'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.0, 36.0], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 40.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 31.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 5496, 'name': 'Cristian David Pavón'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [118.0, 11.0], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.0, 20.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 52.0], 'player': {'id': 4375, 'name': 'Blaise Matuidi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [103.0, 54.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",434793a9-4ae2-457a-9257-96f3393fc27f,,Wayward,,0.19252568,Normal,Open Play,,,,Argentina,779,00:27:39.667,Shot,
,,,,,,,,,,,,,,,0.56,,,,,,,,,,,,,8b14e5d5-b970-4b34-9e8c-99465aa6a179,3249,,"[107.0, 49.0]",7580,84,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Secondary Striker,138,Argentina,779,['654f6114-04e1-4de9-92fc-3b18f64ad6da'],18,Right Foot,"[119.0, 41.1, 0.2]",,"[{'location': [109.0, 46.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 27.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 20.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 61.0], 'player': {'id': 5499, 'name': 'Maximiliano Eduardo Meza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 43.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 41.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",b7b68d69-e46b-4473-b148-a9893c958f1b,,Saved,,0.17476669,Normal,Open Play,,,,Argentina,779,00:39:18.240,Shot,
,,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,fe18c5a8-38cd-47bc-941b-3f11d2d88391,3325,,"[106.0, 48.0]",7580,85,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,143,Argentina,779,"['09c9033f-5359-4f3d-ad05-e23c26f95ac5', '4db4d1c4-7d38-4f54-aa7e-1e8248f160a2', '64348a49-81d2-40b8-9168-5c0343cb5fc2']",27,Right Foot,"[108.0, 49.0]",,"[{'location': [93.0, 49.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 47.0], 'player': {'id': 5499, 'name': 'Maximiliano Eduardo Meza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [89.0, 44.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 55.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.0, 53.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 43.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",f895b1d8-f1a2-4ed2-88cd-ebf35547cca6,,Blocked,,0.15172864,Normal,Open Play,,,,Argentina,779,00:40:27.760,Shot,True
,,,,,,,,,,,,,,,0.397,,,,,,,,,,,,,d70d2549-179d-492a-9771-8b41a072a69b,3423,,"[114.0, 55.0]",7580,89,,,,,,,,,,,,,,,,,,2,Regular Play,Ángel Fabián Di María Hernández,2995.0,Left Wing,151,Argentina,779,"['572e32a2-2a3d-4257-bfc8-de24dce7e338', '748ecf24-656a-4216-9098-643c8ba9044f']",3,Left Foot,"[116.0, 49.0]",,"[{'location': [111.0, 41.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 5499, 'name': 'Maximiliano Eduardo Meza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.0, 37.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [113.0, 40.0], 'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 49.0], 'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 35.0], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 55.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 61.0], 'player': {'id': 5742, 'name': 'Gabriel Iván Mercado'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [116.0, 49.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 54.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",040fcf3e-e826-4853-b439-f8983a2d4151,,Blocked,,0.017985687,Normal,Open Play,,,,Argentina,779,00:44:03.440,Shot,
,,,,,,,,,,,,,,,0.653,,,,,,,,,,,,,d583b84f-ae8f-4f11-9f97-230d21372af6,3501,,"[112.0, 37.0]",7580,92,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,160,Argentina,779,['b3153326-ab34-4899-8361-abdc9721eed2'],2,Head,"[119.0, 36.4, 0.9]",,"[{'location': [97.0, 45.0], 'player': {'id': 20004, 'name': 'Paul Pogba'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [85.0, 57.0], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [94.0, 45.0], 'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 35.0], 'player': {'id': 5499, 'name': 'Maximiliano Eduardo Meza'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 5476, 'name': 'Benjamin Pavard'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [96.0, 31.0], 'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [90.0, 48.0], 'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.0, 50.0], 'player': {'id': 5480, 'name': 'Corentin Tolisso'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [105.0, 51.0], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 59.0], 'player': {'id': 5484, 'name': 'Lucas Hernández Pi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 61.0], 'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [119.0, 38.0], 'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4a07efff-6f3a-4639-a676-0ea47a4a6364,True,Goal,,0.19387953,Normal,Open Play,,,,Argentina,779,00:47:02.987,Shot,
