50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.459,,,,,,,,,,5a71a5cc-da5c-49f1-9b24-45475b9205ef,2156,,,"[110.0, 52.0]",7471,59,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alexandra Morgan Carrasco,5085.0,Left Center Forward,138,Orlando Pride,764,['ae2a6e6d-b5b9-4885-ab3c-2078a89d4544'],36,,Right Foot,,"[118.0, 43.8, 1.8]",,"[{'location': [100.0, 23.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [93.0, 28.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [96.0, 30.0], 'player': {'id': 5055, 'name': 'Lynn Raenie Williams'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 42.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [87.0, 26.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [117.0, 44.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",75ace7aa-ba00-494b-999a-b57313c61d3f,,,Saved,0.074437305,Half Volley,Open Play,,,,Orlando Pride,764,00:14:36.757,Shot,
,,,,,,,,,,,,0.443,,,,,,,,,,bd0a7e35-fa2b-468d-8d9a-c196ef86f2be,2210,,,"[109.0, 56.0]",7471,60,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Emily Louise van Egmond,5076.0,Right Center Midfield,139,Orlando Pride,764,"['0c67f8b3-a724-4cf8-8105-b69a4849862d', '120717ad-519e-4504-b507-ca313eb2fcc5']",38,,Right Foot,,"[115.0, 49.0]",True,"[{'location': [118.0, 43.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [120.0, 58.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 43.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.0, 54.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.0, 36.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [115.0, 58.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 54.0], 'player': {'id': 5057, 'name': 'Kaleigh Kurtz'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",f99d7d92-1615-40dc-8d04-c58d405f6ef9,,,Blocked,0.043453407,Normal,Open Play,,,,Orlando Pride,764,00:15:38.925,Shot,
,,,,,,,,,,,,1.229,,,,,,,,,,1c63c267-e1b2-4c28-a707-b387685ae1d2,2275,,,"[97.0, 35.0]",7471,62,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandra Morgan Carrasco,5085.0,Left Center Forward,142,Orlando Pride,764,"['599b9e17-da12-4527-a6f8-0ce6ef3ea760', 'ea3d1bbb-7ca7-4547-a0e3-340966bc8113']",24,,Left Foot,,"[120.0, 34.0, 2.9]",,"[{'location': [98.0, 38.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 36.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 24.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 35.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",913c9226-effa-4429-8447-ce8a231c0284,,,Off T,0.058799192,Normal,Open Play,,,,Orlando Pride,764,00:17:24.531,Shot,True
,,,,,,,,,,,,1.4,,,,,,,,,,b2013deb-a273-4aeb-b13c-c0728574769e,2442,,,"[105.0, 48.0]",7471,66,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lynn Raenie Williams,5055.0,Right Center Forward,152,North Carolina Courage,766,"['b161c9f6-72dc-4669-91ef-ebcf56a6127b', 'b2ee68ea-7cc1-484d-9dfd-fb1c9165b1cc']",35,,Right Foot,,"[120.0, 40.3, 4.7]",,"[{'location': [104.0, 34.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 49.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 59.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.0, 51.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [89.0, 56.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [107.0, 39.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0527177d-1483-4090-97fc-c71994f412e3,,,Off T,0.08209241,Normal,Open Play,,,,North Carolina Courage,766,00:21:35.399,Shot,True
,,,,,,,,,,,,0.895,,,,,,,,,,e1665a20-b394-4475-8d9f-e85e749dd667,2625,,,"[117.0, 36.0]",7471,70,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sydney Rae Leroux,5067.0,Left Midfield,160,Orlando Pride,764,"['0c8c19ad-c194-4a33-a7c4-757130a70cda', '76afca62-3376-405d-b578-4f3f286c4fb0']",17,True,Head,,"[120.0, 33.9, 2.7]",,"[{'location': [110.0, 38.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.0, 41.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",c62a497b-261c-42b8-9e2d-c389be941d39,True,True,Off T,0.40879878,Normal,Open Play,,,,Orlando Pride,764,00:25:17.404,Shot,True
,,,,,,,,,,,,1.268,,,,,,,,,,0d948597-15cf-4073-8530-b9555a49422b,2724,,,"[95.0, 32.0]",7471,73,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Right Midfield,166,North Carolina Courage,766,"['097fea41-a076-4754-ae5f-961b50878dee', '99b419f7-8ddd-466f-a8a7-8feed3a298e5']",48,,Right Foot,,"[119.0, 38.3, 1.2]",,"[{'location': [119.0, 39.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 33.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 45.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 48.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [86.0, 53.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",a10748d5-a32f-4e88-8390-4fcba11f2815,,,Saved,0.034220923,Normal,Open Play,,,,North Carolina Courage,766,00:28:48.257,Shot,True
,,,,,,,,,,,,1.432,,,,,,,,,,e6897c41-68fc-4a5f-910b-910e76eaac7d,2983,,,"[99.0, 51.0]",7471,79,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Débora Cristiane de Oliveira,5044.0,Right Midfield,178,North Carolina Courage,766,['abd0287c-f95b-4373-b25c-27fc31bc61b9'],23,,Right Foot,,"[120.0, 36.4, 3.6]",,"[{'location': [105.0, 46.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 57.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 47.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 42.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [103.0, 47.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",b26370ab-c9b3-4b0d-b7f5-791ff498486a,,,Off T,0.05042471,Normal,Open Play,,,,North Carolina Courage,766,00:34:23.125,Shot,
,,,,,,,,,,,,1.74,,,,,,,,,,5e2ac4c1-8e04-49fc-aa68-a1fd8ee6e303,3142,,,"[104.0, 19.0]",7471,84,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marta Vieira da Silva,5082.0,Center Attacking Midfield,184,North Carolina Courage,766,['d1f6abfc-9e36-40e6-9476-a9e65df8f75d'],7,,Left Foot,,"[120.0, 45.8, 0.2]",,"[{'location': [86.0, 14.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 13.0], 'player': {'id': 5067, 'name': 'Sydney Rae Leroux'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 28.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.0, 28.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5048, 'name': 'Katelyn Rowland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 20.0], 'player': {'id': 5080, 'name': 'Kristen Hamilton'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [99.0, 13.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.0, 25.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 19.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 24.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,Off T,0.013056922,Normal,Open Play,,,,Orlando Pride,764,00:39:07.785,Shot,
,,,,,,,,,,,,0.321,,,,,,,,,,f8f97992-75f6-429b-a836-76072570bac5,3344,,,"[106.0, 51.0]",7471,88,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kristen Hamilton,5080.0,Right Center Forward,195,North Carolina Courage,766,"['a84b5519-6a9f-4bde-8d2b-405da03fa5f9', 'a8b3b09f-14b1-4cc4-81db-f3c63c89ffdb']",44,,Left Foot,,"[109.0, 51.0]",,"[{'location': [97.0, 52.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 50.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",8bd9d531-cd7c-46bd-aad4-83777bd001c6,,,Blocked,0.09095428,Normal,Open Play,,,,North Carolina Courage,766,00:43:44.568,Shot,
,,,,,,,,,,,,0.183,,,,,,,,,,8ff7d6f3-d5ee-4348-9f70-c996cdbcdb5c,3453,,,"[112.0, 50.0]",7471,90,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Darian Jenkins,5036.0,Left Center Forward,200,North Carolina Courage,766,"['3ecef561-a01d-43f1-8715-401a874e27aa', 'c10ac41e-484f-4175-803e-7c1b5597935f']",40,,Left Foot,,"[113.0, 45.0]",,"[{'location': [117.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 39.0], 'player': {'id': 5071, 'name': 'Monica Hickmann Alves'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.0, 53.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5060, 'name': 'Poliana Barbosa Medeiros'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",20ed6ec1-2050-4e5f-ab13-9f866fdb169f,,,Blocked,0.13238475,Normal,Open Play,,,,North Carolina Courage,766,00:45:40.056,Shot,
