ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,0.0745,,,,,,,,,,,,278832f9-f483-4693-8a07-eedf91888870,1946,,,"[116.0, 32.0]",19765,48,,,,,,,,,,,,,,,,,,,,2,From Corner,Kerys Harrop,15569.0,Left Back,113,Birmingham City WFC,969,"['54fce4f1-36cb-4a1c-8db8-6a3a53dd8ac8', 'cc527c04-1878-4e3b-bbef-f1a2daefdbe5']",11,Left Foot,,"[117.0, 33.0]",,"[{'location': [99.0, 65.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.0, 42.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [119.0, 37.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 46.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 33.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 51.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 56.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [98.0, 47.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 54.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,Blocked,0.10108897,Normal,Open Play,,,,Birmingham City WFC,969,00:03:11.347,Shot,
,,,,,,,,,,,2.052034,,,,,,,,,,,,72d1c869-cc57-4f39-aa72-67af38f568cc,1963,,,"[96.0, 39.0]",19765,49,,,,,,,,,,,,,,,,,,,,2,From Corner,Connie Scofield,21556.0,Left Wing,114,Birmingham City WFC,969,['7c76f94d-b7a1-4b2a-96e2-11c5d2b46363'],1,Right Foot,,"[120.0, 45.2, 4.1]",,"[{'location': [99.0, 55.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 44.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 59.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.0, 37.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 42.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 35.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.0, 22.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [108.0, 45.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [98.0, 43.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.0, 34.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,Off T,0.03356687,Volley,Open Play,,,,Birmingham City WFC,969,00:04:01.384,Shot,
,,,,,,,,,,,1.193506,,,,,,,,,,,,bc2c3982-8d26-453a-9c85-61d2bcc57c2b,2061,,,"[99.0, 60.0]",19765,50,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,116,Birmingham City WFC,969,['e625f002-1864-484f-beeb-3790b70be63c'],53,Right Foot,,"[120.0, 45.2, 5.2]",,"[{'location': [92.0, 47.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 54.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [91.0, 56.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.0, 77.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [80.0, 71.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [81.0, 46.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.0, 52.0], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [89.0, 53.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 57.0], 'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 42.0], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 59.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 65.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 45.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Off T,0.011400596,Normal,Open Play,,,,Liverpool WFC,966,00:05:53.303,Shot,
,,,,,,,,,,,1.681968,,,,,,,,,,,,d494f38b-d7ab-4bbc-9b7b-26fa27814dda,2382,,,"[109.0, 38.0]",19765,60,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,136,Liverpool WFC,966,['1100b06f-feaa-4d2e-a945-40b9349f0049'],24,Head,,"[120.0, 47.5, 0.3]",,"[{'location': [109.0, 48.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 48.0], 'player': {'id': 15613, 'name': 'Rinsola Babajide'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 35.0], 'player': {'id': 10193, 'name': 'Chloe Arthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.0, 27.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [86.0, 21.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [90.0, 7.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 24.0], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 19502, 'name': 'Meaghan Sargeant'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.0, 19.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 22032, 'name': 'Hannah Hampton'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 19503, 'name': 'Aoife Mannion'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",ca38ff0d-5679-41a7-a7f3-966e10983938,Off T,0.23454046,Normal,Open Play,,,,Liverpool WFC,966,00:15:24.804,Shot,
,,,,,,,,,,,1.3434,,,,,,,,,,,,5c60d1a4-72c8-4b80-896b-c577974fb5d9,2677,,,"[95.0, 48.0]",19765,69,,,,,,,,,,,,,,,,,,,,2,Regular Play,Harriet Scott,19592.0,Right Back,149,Birmingham City WFC,969,['e376dd38-5ec2-4b26-bb62-1f11a3691c54'],30,Left Foot,,"[119.0, 37.0, 2.0]",,"[{'location': [105.0, 37.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 58.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 50.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 33.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.0, 49.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 43.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 54.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 58.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 50.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",4c065980-2207-457b-90f6-51624d90693e,Saved,0.03355302,Normal,Open Play,,,,Birmingham City WFC,969,00:24:30.465,Shot,
,,,,,,,,,,,1.180496,,,,,,,,,,,,165aca3b-5dd3-4318-94c1-ca3de228104a,2949,,,"[101.0, 23.0]",19765,77,,,,,,,,,,,,,,,,,,,,2,Other,Emma Follis,15557.0,Right Wing,163,Birmingham City WFC,969,['3b1fa02e-41e6-4912-8b33-414f009691ee'],33,Right Foot,,"[117.0, 38.1, 1.5]",,"[{'location': [100.0, 29.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 21.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 26.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 33.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 32.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.0, 34.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [98.0, 39.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.0, 44.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [94.0, 15.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",9e078155-f3cc-45c6-9a58-3cb416523563,Saved,0.029029189,Normal,Open Play,,,,Birmingham City WFC,969,00:32:33.293,Shot,
,,,,,,,,,,,1.3057,,,,,,,,,,,,8f36c2c6-392a-4961-88fa-351eb2efc96d,2972,,,"[95.0, 22.0]",19765,78,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Staniforth,15562.0,Center Attacking Midfield,166,Birmingham City WFC,969,['6066767d-b100-4419-b2cd-e8cd99f985e9'],6,Right Foot,,"[116.0, 37.8, 1.8]",,"[{'location': [119.0, 38.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 17.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 29.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 25.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 29.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 22.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [95.0, 28.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 6.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.0, 33.0], 'player': {'id': 19501, 'name': 'Hayley Ladd'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [80.0, 62.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",38f23ffa-bb0d-4849-b2fa-8b81871ba54b,Saved,0.009395271,Normal,Open Play,,,,Birmingham City WFC,969,00:33:06.738,Shot,
,,,,,,,,,,,0.825099,,,,,,,,,,,,afd087c0-a832-4c4e-b387-3d5d38ea904e,3044,,,"[100.0, 39.0]",19765,79,,,,,,,,,,,,,,,,,,,,2,From Keeper,Hayley Ladd,19501.0,Right Defensive Midfield,168,Birmingham City WFC,969,['e36a99bd-ccf0-403f-a5c7-aaf44d132b9f'],26,Right Foot,,"[118.0, 37.8, 1.6]",,"[{'location': [110.0, 47.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 47.0], 'player': {'id': 19592, 'name': 'Harriet Scott'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.0, 56.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.0, 46.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 41.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 53.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.0, 40.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 33.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",88546c97-f533-4f60-8f6c-e2eda77979eb,Saved,0.06262754,Normal,Open Play,,,,Birmingham City WFC,969,00:34:26.080,Shot,
,,,,,,,,,,,0.5247,,,,,,,,,,,,f37daaa0-5570-493b-8804-985f62993b55,3150,,,"[93.0, 47.0]",19765,81,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lucy Staniforth,15562.0,Center Attacking Midfield,175,Birmingham City WFC,969,"['ef2aac37-464c-449f-8b8a-ffe514887e36', 'fb3211a4-acd8-40f6-9619-1d82e014f703']",42,Right Foot,,"[99.0, 46.0]",,"[{'location': [96.0, 22.0], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [96.0, 42.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 52.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [100.0, 50.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.0, 43.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [88.0, 39.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.0, 47.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 43.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.0, 51.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 47.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,Blocked,0.029517503,Normal,Open Play,,,,Birmingham City WFC,969,00:36:42.249,Shot,
,,,,,,,,,,,0.505942,,,,,,,,,,,,e62e4b24-68cd-4885-ad03-5b5b6cc3257a,3407,,,"[93.0, 46.0]",19765,86,,,,,,,,,,,,,,,,,,,,2,Regular Play,Hayley Ladd,19501.0,Right Defensive Midfield,181,Birmingham City WFC,969,"['4de059b9-845b-4008-829a-b8b281445d65', '912fe52b-0f2f-4e7d-b8d7-dc492e918ac6']",51,Right Foot,,"[100.0, 46.0]",,"[{'location': [99.0, 23.0], 'player': {'id': 21556, 'name': 'Connie Scofield'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [98.0, 42.0], 'player': {'id': 15557, 'name': 'Emma Follis'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.0, 50.0], 'player': {'id': 15563, 'name': 'Charlie Wellings'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 22.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 39.0], 'player': {'id': 19779, 'name': 'Rhiannon Roberts'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [90.0, 49.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",2f4fc4d5-29ad-433b-a03b-769b5130a1d1,Blocked,0.02904619,Normal,Open Play,,,,Birmingham City WFC,969,00:41:51.122,Shot,
