bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.1913,,,,,,,,,,,,,,,7e559a8c-382a-45f1-840b-f40bfa3cc5b5,1172,,,"[102.1, 52.4]",3754129,25,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nathaniel Edwin Clyne,4590.0,Right Back,59,Liverpool,24,"['689d25ef-18f2-47ae-80bf-f05a77ce06af', 'd1abfbc7-a17a-47d6-a773-3ca5c6935e36']",51,,Left Foot,,"[105.3, 50.0]",,"[{'location': [95.4, 33.9], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 41.1], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.6, 34.8], 'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.3, 25.9], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [85.2, 21.8], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [99.8, 51.4], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.4, 52.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 44.9], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.2, 50.0], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 40.0], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.9, 33.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.0, 43.1], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bb54c0f9-dad0-4afc-b523-7aa00401b65d,,Blocked,,0.04102502,Normal,Open Play,,,,Liverpool,24,00:25:51.940,Shot,
,,,,,,,,,,,,,,,,,,2.02697,,,,,,,,,,,,,,,185d412d-950b-4832-9bbd-22700542d9bf,1411,,,"[108.7, 38.3]",3754129,31,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Olivier Giroud,3604.0,Center Forward,70,Arsenal,1,"['0bb34107-01b4-4c7a-a1b9-df1f627d4764', '4363bf17-2fab-4150-bf7b-fb13a324ef77']",13,True,Head,,"[110.9, 35.2]",,"[{'location': [102.9, 54.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 38.5], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.5, 43.5], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.0, 44.6], 'player': {'id': 3495, 'name': 'Joe Gomez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 36.9], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.2, 33.6], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.7, 40.0], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 29.6], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.6, 18.3], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.7, 24.8], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [110.0, 33.7], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [113.0, 37.0], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 37.6], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",f37013c7-0b8b-41a8-9680-a7f28718cb15,,Wayward,,0.06631777,Normal,Open Play,,,,Arsenal,1,00:31:13.586,Shot,True
,,,,,,,,,,,,,,,,,,0.008617,,,,,,,,,,,,,,,ab3b91db-24cd-440f-a1f7-bb4cb4a03615,1529,,,"[109.6, 39.2]",3754129,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,77,Liverpool,24,"['6d65a057-8c30-4e0c-bca6-6ee9e2f96403', '9e73b02c-6aad-4d23-870a-434e05e5087e', 'd8ad8709-2ec7-457f-a05b-cea5c82dd38f']",51,True,Head,,"[110.3, 39.3]",,"[{'location': [110.3, 39.4], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.7, 43.6], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.4, 32.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.3, 55.6], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.9, 40.1], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.4, 43.8], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.1, 51.7], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",6a3e2151-66e5-4caa-b310-9af39cdb013a,,Blocked,,0.05533009,Normal,Open Play,,,,Liverpool,24,00:34:51.827,Shot,True
,,,,,,,,,,,,,,,,,,0.221544,,,,,,,,,,,,,,,ed099580-6fc6-4513-b3c2-d8523c14caa5,1700,,,"[113.9, 41.1]",3754129,38,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,86,Liverpool,24,"['32ec62fa-784f-4dc2-a80c-f221998b5ae8', 'a10e002d-28b8-4474-91fd-09882f5fba34']",12,,Right Foot,,"[117.9, 41.7, 0.5]",True,"[{'location': [115.6, 18.6], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 25.3], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.3, 42.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.1, 38.7], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 24.3], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.4, 21.4], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 40.1], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.3, 21.2], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",56129646-0bb8-4a69-b631-3db748c003ca,,Saved,,0.49856853,Normal,Open Play,,,,Liverpool,24,00:38:12.243,Shot,True
,,,,,,,,,,,,,,,,,,0.929905,,,,,,,,,,,,,,,f76a3b91-d833-46b3-ad07-fd2d1884667d,1708,,,"[112.3, 55.4]",3754129,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Roberto Firmino Barbosa de Oliveira,3535.0,Right Wing,87,Liverpool,24,['e80444ad-912c-4c10-a97b-42276c800bb6'],51,,Right Foot,,"[118.4, 44.3, 0.4]",,"[{'location': [101.5, 46.0], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [118.4, 44.2], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.8, 38.4], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.1, 41.3], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.5, 33.6], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.2, 32.9], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.8, 45.6], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.4, 37.5], 'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.4, 35.1], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.1, 50.5], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 47.2], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [106.3, 41.7], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 51.5], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.7, 40.9], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [114.3, 51.8], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 42.9], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Saved,,0.013416295,Half Volley,Open Play,,,,Liverpool,24,00:38:51.675,Shot,
,,,,,,,,,,,,,,,,,,1.42179,,,,,,,,,,,,,,,06fa0804-ac7b-490e-babc-2d0ad643ef94,1718,,,"[103.1, 52.4]",3754129,39,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Roberto Firmino Barbosa de Oliveira,3535.0,Right Wing,88,Liverpool,24,['1a35f32f-2b35-45b3-9976-3f1f7f841177'],18,,Left Foot,,"[120.0, 26.2, 2.4]",,"[{'location': [117.1, 42.5], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 32.6], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [108.3, 36.1], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.1, 37.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.8, 53.0], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.1, 49.3], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [107.7, 51.1], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.4, 57.1], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.6, 40.2], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [110.7, 47.7], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.7, 41.6], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.6, 38.4], 'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.8, 29.3], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [96.5, 44.1], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.6, 47.8], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [108.2, 45.4], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.5, 42.1], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",94e176bd-fc6f-45db-a7e0-df5fcdd7568a,,Off T,,0.047341608,Normal,Open Play,,,,Liverpool,24,00:39:18.749,Shot,
,,,,,,,,,,,,,,,,,,0.435306,,,,,,,,,,,,,,,a597918c-814c-47f8-a893-773bdde3cf69,1912,,,"[107.7, 41.4]",3754129,43,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Christian Benteke Liolo,3380.0,Center Forward,95,Liverpool,24,"['10918f9d-ec67-41a1-ae9d-f873a9b03cee', '92b4b0a5-d982-48f1-9341-c65e298ee0b3']",55,True,Head,,"[110.5, 22.9]",,"[{'location': [108.0, 41.5], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.9, 36.0], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.4, 43.9], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.8, 49.6], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.6, 56.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.1, 36.5], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.5, 63.8], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.3, 28.2], 'player': {'id': 3501, 'name': 'Philippe Coutinho Correia'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.4, 44.9], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [99.6, 67.1], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.9, 41.5], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ab6850a0-a1e8-40a9-89c3-db2254b46557,,Wayward,,0.048366886,Normal,Open Play,,,,Liverpool,24,00:43:55.556,Shot,True
,,,,,,,,,,,,,,,,,,0.867896,,,,,,,,,,,,,,,9778c57e-f055-483f-9f83-63db376360ff,1920,,,"[108.5, 22.5]",3754129,44,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,95,Liverpool,24,['c4896480-894c-400e-97ec-2c357d3b0167'],3,,Right Foot,,"[120.0, 44.1, 1.6]",,"[{'location': [94.2, 16.7], 'player': {'id': 3495, 'name': 'Joe Gomez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [100.0, 29.2], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.8, 40.1], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.0, 43.6], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.2, 63.8], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.3, 58.4], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [111.1, 41.3], 'player': {'id': 3380, 'name': 'Christian Benteke Liolo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.2, 38.0], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.4, 34.3], 'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 44.2], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.4, 40.9], 'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.8, 35.3], 'player': {'id': 3713, 'name': 'Calum Chambers'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.9, 25.4], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.8, 23.1], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.4, 24.6], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 37.1], 'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Post,,0.0121428,Normal,Open Play,,,,Liverpool,24,00:44:03.262,Shot,
,,,,,,,,,,,,,,,,,,0.411952,,,,,,,,,,,,,,,0805915f-9d22-4869-b20a-a3617f0a5e8a,2228,,,"[93.6, 30.2]",3754129,49,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Santiago Cazorla González,11386.0,Left Defensive Midfield,110,Arsenal,1,"['454aa341-9e36-4fba-9d23-9aef71757dea', 'ed8624ce-9595-4f48-b4d5-db02eb0a0aaa']",8,,Left Foot,,"[103.2, 37.2]",,"[{'location': [102.5, 13.7], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.1, 25.3], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.7, 47.6], 'player': {'id': 3495, 'name': 'Joe Gomez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 33.4], 'player': {'id': 3493, 'name': 'Emre Can'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.6, 29.2], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.8, 37.5], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 33.5], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.8, 30.8], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 23.4], 'player': {'id': 3535, 'name': 'Roberto Firmino Barbosa de Oliveira'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.8, 24.6], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.8, 39.1], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.9, 36.5], 'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.1, 26.8], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [106.1, 32.4], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",1537efd0-0131-456b-a513-fb2280330127,,Blocked,,0.024521416,Normal,Open Play,,,,Arsenal,1,00:04:08.493,Shot,
,,,,,,,,,,,,,,,,,,0.064276,,,,,,,,,,,,,,,f3533586-edfb-4787-8391-cc895eeee5a7,2376,,,"[111.3, 46.5]",3754129,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Olivier Giroud,3604.0,Center Forward,115,Arsenal,1,"['37d15d63-def1-4c20-9081-61cbd9b002b2', 'df0f6e69-d6a0-4782-a014-a0aa2f1d45df']",7,,Right Foot,,"[111.8, 45.8]",True,"[{'location': [106.6, 43.3], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.5, 37.4], 'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.8, 61.1], 'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.4, 42.3], 'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 56.7], 'player': {'id': 3495, 'name': 'Joe Gomez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.9, 58.8], 'player': {'id': 3471, 'name': 'Dejan Lovren'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 35.9], 'player': {'id': 3473, 'name': 'James Philip Milner'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.8, 48.5], 'player': {'id': 7780, 'name': 'Lucas Pezzini Leiva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.8, 45.7], 'player': {'id': 18872, 'name': 'Martin Škrtel'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.5, 37.9], 'player': {'id': 4590, 'name': 'Nathaniel Edwin Clyne'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 43.0], 'player': {'id': 3539, 'name': 'Simon Mignolet'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.1, 26.5], 'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [106.0, 60.1], 'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",71e4f3a4-4354-4d00-8f91-8a58625f5f86,,Blocked,,0.07472131,Half Volley,Open Play,,,,Arsenal,1,00:07:07.998,Shot,
