bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,98ef6697-3d7a-45e7-8d13-4e9e5e22b549,1320,,"[110.0, 44.0]",7443,40,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Allie Long,5001.0,Right Center Midfield,96,OL Reign,760,['3080d3b0-b972-4dd8-b598-8ae660afcefd'],39,,Right Foot,"[120.0, 42.2, 3.6]",,"[{'location': [84.0, 37.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.0, 33.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 52.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [106.0, 53.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 56.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 43.0], 'player': {'id': 4995, 'name': 'Celeste Boureille'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 57.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 61.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",dd5244b4-f8e9-44d0-bfd9-2275ad4252b8,,Off T,0.090093054,Normal,Open Play,,,,OL Reign,760,00:40:39.880,Shot,
,,,,,,,,,,,,,,0.76,,,,,,,,,,,,,ceccecc2-8283-4ba7-bc8e-0f1d580e6ed5,1428,,"[110.0, 47.0]",7443,42,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ana-Maria Crnogorčević,10408.0,Right Center Forward,97,Portland Thorns,765,['c4f90349-d096-4e7c-8e3e-6e7f8b1fb55e'],46,,Head,"[117.0, 39.1, 1.8]",,"[{'location': [112.0, 45.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 62.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.0, 68.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 76.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [107.0, 42.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [113.0, 39.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5010, 'name': 'Mallory Weber'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [104.0, 39.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",38243fde-621a-4f05-ab5e-545c7a491bfa,,Saved,0.088149086,Normal,Open Play,,,,Portland Thorns,765,00:42:46.400,Shot,
,,,,,,,,,,,,,,1.64,,,,,,,,,,,,,cab4fba8-50e2-4dfc-991e-da4601b98781,1685,,"[102.0, 34.0]",7443,49,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Beverly Yanez,5006.0,Right Wing,114,OL Reign,760,"['6d203efb-b7a4-4e46-8bf7-0ee6daf87d94', 'bf8286ee-b7d3-433a-959f-4b0defab6662']",8,,Left Foot,"[120.0, 33.7, 2.2]",,"[{'location': [104.0, 37.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 33.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 38.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 22.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 18.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 5.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [89.0, 26.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 29.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.0, 17.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",6b7de6d2-8512-4a51-8d53-8ebe6b7f7dba,,Off T,0.08759282,Normal,Open Play,,,,OL Reign,760,00:04:08.720,Shot,True
,,,,,,,,,,,,,,0.893,,,,,,,,,,,,,cfd2d74e-de1b-4f50-a892-012b2ee3330d,1731,,"[105.0, 25.0]",7443,50,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Tobin Powell Heath,5013.0,Left Center Forward,119,Portland Thorns,765,['66430709-7a81-4484-957f-32d42b722350'],35,,Left Foot,"[120.0, 35.2, 4.6]",True,"[{'location': [120.0, 40.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 27.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 28.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 48.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 38.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",d6874757-bb6d-4913-88b0-df32a8f1787f,,Off T,0.04053764,Half Volley,Open Play,,,,Portland Thorns,765,00:05:35.560,Shot,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,b8aef194-b69a-498d-a118-09b1fb8c39ec,1800,,"[97.0, 49.0]",7443,52,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Allie Long,5001.0,Right Center Midfield,127,OL Reign,760,"['724baae3-3c82-42a7-b3a9-3b4dc9e16515', '8c5d47b6-d121-4b4e-940a-322f489bb87a']",47,,Right Foot,"[100.0, 49.0]",,"[{'location': [119.0, 40.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 53.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.0, 49.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 58.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 41.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [98.0, 43.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 38.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 26.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [97.0, 35.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 20.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",d8c95a1b-3ee5-47df-ad93-bc14e394c64a,,Blocked,0.050770175,Normal,Open Play,,,,OL Reign,760,00:07:47.240,Shot,
,,,,,,,,,,,,,,0.92,,,,,,,,,,,,,fb9a8b32-b945-4299-af26-d617ad2e56ab,1864,,"[102.0, 40.0]",7443,54,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lindsey Michelle Horan,4999.0,Left Defensive Midfield,131,Portland Thorns,765,['f392604d-363d-4357-91af-c8776948a0f7'],36,,Right Foot,"[120.0, 37.6, 2.7]",True,"[{'location': [109.0, 55.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 38.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 35.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.0, 41.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 33.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [103.0, 48.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 57.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 52.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 72.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Post,0.09273208,Volley,Open Play,,,,Portland Thorns,765,00:09:36.840,Shot,
,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,1f77c952-017b-4422-97ea-d35640b27256,1871,,"[116.0, 43.0]",7443,54,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ana-Maria Crnogorčević,10408.0,Right Center Forward,131,Portland Thorns,765,['7ae89512-1776-4cb6-8c85-6d9b1d022ad1'],42,,Right Foot,"[117.0, 43.2, 0.7]",True,"[{'location': [118.0, 43.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [95.0, 30.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 35.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [114.0, 37.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.0, 39.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [105.0, 44.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 40.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",e3cd35ef-e594-4c51-91a3-a0a4e161b994,,Saved,0.5587147,Normal,Open Play,,,,Portland Thorns,765,00:09:42.640,Shot,
,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,4d0164cf-3d49-4f51-9165-be3906ced907,2025,,"[105.0, 51.0]",7443,58,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ana-Maria Crnogorčević,10408.0,Right Center Forward,141,Portland Thorns,765,"['5504ea95-90b6-4420-8cf0-2c9b77bfefe7', '93ad3dc4-77bc-4305-922c-d796d29397dc']",52,,Right Foot,"[107.0, 51.0]",,"[{'location': [119.0, 42.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.0, 30.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 30.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [90.0, 24.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.0, 37.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 39.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.0, 51.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [89.0, 38.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 49.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",17eed388-9cd7-440a-b366-9077db812691,,Blocked,0.05862246,Normal,Open Play,,,,Portland Thorns,765,00:13:52.960,Shot,
,,,,,,,,,,,,,,0.653,,,,,,,,,,,,,88a22e0f-6491-4ab2-bb32-5a173e8f4cc8,2038,,"[119.0, 42.0]",7443,60,,,,,,,,,,,,,,,,,,,,,2,From Corner,Emily Ann Sonnett,5003.0,Center Back,143,Portland Thorns,765,['49a0d37c-5648-41c3-9326-4a4f05973870'],3,,Right Foot,"[120.0, 44.0, 1.9]",True,"[{'location': [120.0, 36.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 38.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4998, 'name': 'Rumi Utsugi'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 44.0], 'player': {'id': 5019, 'name': 'Michelle Betos'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 5000, 'name': 'Stephanie-Elise Catley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 46.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",,True,Goal,0.7634392,Half Volley,Open Play,,,,Portland Thorns,765,00:15:03.800,Shot,
,,,,,,,,,,,,,,1.12,,,,,,,,,,,,,f18e0ca6-3d23-45ad-9004-c1b59a255fa4,2060,,"[110.0, 41.0]",7443,61,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Beverly Yanez,5006.0,Right Wing,145,OL Reign,760,['964f94b8-61b9-438b-8fd9-bebef70bbff8'],27,,Left Foot,"[115.0, 40.0]",,"[{'location': [119.0, 39.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.0, 38.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 42.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 36.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d0d1b527-7dc0-4dfb-8b6e-595e750d89b9,,Wayward,0.12242812,Normal,Open Play,,,,OL Reign,760,00:16:27.800,Shot,
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,53c8c948-055b-478c-8707-281995c85be9,2078,,"[96.0, 45.0]",7443,62,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rumi Utsugi,4998.0,Left Center Midfield,146,OL Reign,760,"['e260ba15-3218-43a0-8002-15265b5bbe54', 'e2ecb132-affb-499e-88db-c82461f9f7ee']",15,,Right Foot,"[98.0, 46.0]",,"[{'location': [110.0, 32.0], 'player': {'id': 10408, 'name': 'Ana-Maria Crnogorčević'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.0, 47.0], 'player': {'id': 5018, 'name': 'Andressa Cavalari Machry'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 5005, 'name': 'Britt Eckerstrom'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 56.0], 'player': {'id': 5011, 'name': 'Meghan Klingenberg'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 45.0], 'player': {'id': 4999, 'name': 'Lindsey Michelle Horan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 45.0], 'player': {'id': 5013, 'name': 'Tobin Powell Heath'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [85.0, 51.0], 'player': {'id': 5017, 'name': 'Christen Westphal'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [83.0, 52.0], 'player': {'id': 4994, 'name': 'Nahomi Kawasumi'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 49.0], 'player': {'id': 5015, 'name': 'Kelli Hubly'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 51.0], 'player': {'id': 5009, 'name': 'Margaret Purce'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5003, 'name': 'Emily Ann Sonnett'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [100.0, 49.0], 'player': {'id': 5006, 'name': 'Beverly Yanez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 49.0], 'player': {'id': 5001, 'name': 'Allie Long'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 33.0], 'player': {'id': 5016, 'name': 'Jessica Fishlock'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 47.0], 'player': {'id': 5002, 'name': 'Jodie Taylor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 36.0], 'player': {'id': 5008, 'name': 'Kristen McNabb'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 5007, 'name': 'Megan Montefusco'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [109.0, 36.0], 'player': {'id': 5020, 'name': 'Christine Margaret Sinclair'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 5012, 'name': 'Katherine Reynolds'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",,,Blocked,0.034355678,Normal,Open Play,,,,OL Reign,760,00:17:15.360,Shot,
,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,77b57057-8c74-4be7-9b9e-f63ed2930173,2100,,"[108.0, 40.0]",7443,63,,,,,,,,,,,,,,,,,,,,,2,Other,Jodie Taylor,5002.0,Center Forward,147,OL Reign,760,['37105817-f855-4591-af2d-02f05e593a23'],29,,Right Foot,"[119.0, 36.2, 0.4]",,,,,Goal,0.7835,Normal,Penalty,,,,OL Reign,760,00:18:29.440,Shot,
