50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,082e02bc-44a4-4106-a9c5-18ca44407f66,786,,"[95.0, 25.0]",7456,21,,,,,,,,,,,,,,,,1,Regular Play,Crystal Alyssia Dunn Soubrier,5088.0,Left Center Forward,52,North Carolina Courage,766,"['267ef70a-e796-420c-b21f-626cf7bbbe7e', 'aedc5a0a-72f3-4fd2-9709-2021a933f39f']",56,,Right Foot,,"[98.0, 27.0]",,"[{'location': [85.0, 27.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [90.0, 31.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 31.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 33.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [97.0, 25.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 33.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 34.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.0, 37.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 32.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [120.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",0e7d0f6d-d98d-480b-ac72-728bf8d807fe,,Blocked,,0.022684412,Normal,Open Play,,,,North Carolina Courage,766,00:21:56.307,Shot,
,,,,,,,,,,,,,,0.72,,,,,,,,,,,,,ac5ee46d-6e87-4cda-853a-feb34c585069,853,,"[102.0, 37.0]",7456,24,,,,,,,,,,,,,,,,1,From Free Kick,Denise O'Sullivan,5084.0,Left Midfield,58,North Carolina Courage,766,"['7c7657ad-85ab-4f10-95ff-1391c2c077d0', '915d3282-7a4a-4e03-81ae-c0c97a8134cb']",10,,Right Foot,,"[111.0, 35.0]",True,"[{'location': [112.0, 52.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 38.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 60.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 32.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [111.0, 43.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [106.0, 46.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 47.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 49.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 34.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}]",,,Blocked,,0.060480718,Normal,Open Play,,,,North Carolina Courage,766,00:24:10.467,Shot,
,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,fa6a01ce-ac91-4f97-bdee-cc1456618103,894,,"[111.0, 33.0]",7456,26,,,,,,,,,,,,,,,,1,From Corner,Jessica McDonald,5034.0,Right Center Forward,63,North Carolina Courage,766,['8b0c7608-18ed-4392-801c-4074e1eb47a1'],11,,Head,,"[119.0, 38.5, 2.0]",,"[{'location': [109.0, 35.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [120.0, 44.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 47.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 33.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 21.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 34.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 46.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.0, 32.0], 'player': {'id': 5037, 'name': 'Abby Erceg'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [109.0, 31.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 31.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 29.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [120.0, 38.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 40.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [115.0, 47.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",f7a7133c-9419-45d1-8543-9d4b7d8cfb3d,,Saved,,0.06979407,Normal,Open Play,,,,North Carolina Courage,766,00:26:11.400,Shot,
,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,b7c21408-93b1-45ed-be64-ac942a4fe67b,922,,"[118.0, 44.0]",7456,26,,,,,,,,,,,,,,,,1,Regular Play,Samantha June Mewis,5087.0,Right Center Midfield,65,North Carolina Courage,766,['abeb07f0-6d9b-407c-8e5c-4f05e7b19626'],39,,Left Foot,True,"[119.0, 40.3, 1.1]",True,"[{'location': [119.0, 43.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 42.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 30.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [120.0, 35.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 35.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.0, 17.0], 'player': {'id': 5047, 'name': 'Jaelene McKenzie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 35.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 32.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Goal,,0.50496453,Normal,Open Play,,,,North Carolina Courage,766,00:26:39.867,Shot,
,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,82e6f6f8-dbfc-468b-8c82-cf410d5472f0,1019,,"[106.0, 31.0]",7456,30,,,,,,,,,,,,,,,,1,From Free Kick,Abby Erceg,5037.0,Left Center Back,73,North Carolina Courage,766,['bc6bb8df-eec8-42c4-804c-0ac87b46f923'],33,,Head,,"[113.0, 38.0]",,"[{'location': [112.0, 50.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [118.0, 78.0], 'player': {'id': 5081, 'name': 'Abby Dahlkemper'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [103.0, 31.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [106.0, 32.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 30.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 33.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [113.0, 49.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 21.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [111.0, 45.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",87c1d5ae-ac3e-4b10-8301-2a9a0bcae8f8,,Wayward,,0.062873974,Normal,Open Play,,,,North Carolina Courage,766,00:30:33.947,Shot,
,,,,,,,,,,,,,,1.373,,,,,,,,,,,,,dde8b117-a2db-49ce-9a86-d9230aef28b4,1201,,"[108.0, 40.0]",7456,36,,,,,,,,,,,,,,,,1,Regular Play,Jessica McDonald,5034.0,Right Center Forward,84,North Carolina Courage,766,"['19bf9a98-91bd-4a86-884e-e86b31b522a5', '3fd4e34d-6d70-487e-a6e8-50991d557036']",26,True,Head,,"[118.0, 40.7, 1.6]",,"[{'location': [109.0, 40.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.0, 33.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.0, 29.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 20.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 27.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.0, 47.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [87.0, 21.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",8c924865-6186-4a00-ae41-449357423d7e,,Saved,,0.060239185,Normal,Open Play,,,,North Carolina Courage,766,00:36:26.667,Shot,True
,,,,,,,,,,,,,,0.773,,,,,,,,,,,,,abc00a44-1ecf-4c85-9738-0b7b9e1095a9,1385,,"[104.0, 48.0]",7456,41,,,,,,,,,,,,,,,,1,Regular Play,Jessica McDonald,5034.0,Right Center Forward,101,North Carolina Courage,766,['2ffddbb3-8eca-4e02-a93a-5c4eb14ab995'],37,,Right Foot,,"[120.0, 45.6, 3.6]",,"[{'location': [91.0, 43.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.0, 59.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.0, 50.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 43.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 20.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 29.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.0, 37.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [108.0, 43.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,Off T,,0.12460103,Normal,Open Play,,,,North Carolina Courage,766,00:41:37.187,Shot,
,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,058392a3-9fb3-42be-b622-7e7d4a536bf8,1420,,"[109.0, 43.0]",7456,42,,,,,,,,,,,,,,,,1,Regular Play,Jessica McDonald,5034.0,Right Center Forward,104,North Carolina Courage,766,"['27b49bf4-ced0-43ae-96bc-4bf1898d485b', 'c30ab567-7b82-41c1-a151-2b3149671ee8']",52,,Right Foot,,"[115.0, 37.0]",True,"[{'location': [111.0, 42.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 61.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 50.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 64.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 39.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Blocked,,0.12136204,Normal,Open Play,,,,North Carolina Courage,766,00:42:52.627,Shot,
,,,,,,,,,,,,,,1.44,,,,,,,,,,,,,64b42953-d66f-43bb-95b9-dc3bbc250320,1425,,"[112.0, 44.0]",7456,43,,,,,,,,,,,,,,,,1,From Corner,Abby Erceg,5037.0,Left Center Back,105,North Carolina Courage,766,['bb58af8f-caa5-4660-ba66-42d594ca2d2f'],27,,Head,,"[119.0, 15.0]",,"[{'location': [106.0, 48.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 57.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [117.0, 48.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 45.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [101.0, 37.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 41.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [118.0, 42.0], 'player': {'id': 5091, 'name': 'McCall Zerboni'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.0, 37.0], 'player': {'id': 4982, 'name': 'Katlyn Alicia Johnson Carreón'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 32.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [120.0, 39.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 51.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",9123e3ca-0af1-4147-a4e0-988cc9d32a79,,Wayward,,0.07113857,Normal,Open Play,,,,North Carolina Courage,766,00:43:27.467,Shot,
,,,,,,,,,,,,,,1.227,,,,,,,,,,,,,c195aca6-d818-49f1-82e1-53b0b043b9aa,1530,,"[92.0, 55.0]",7456,46,,,,,,,,,,,,,,,,1,From Throw In,Samantha June Mewis,5087.0,Right Center Midfield,110,North Carolina Courage,766,['d302c19f-ce67-4197-9d3a-e649e971f85b'],7,,Right Foot,,"[118.0, 37.0, 1.0]",,"[{'location': [88.0, 78.0], 'player': {'id': 5083, 'name': 'Merritt Mathias'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [91.0, 28.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.0, 44.0], 'player': {'id': 4980, 'name': 'Thaysa de Moraes Rosa Moreno'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 46.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 52.0], 'player': {'id': 4978, 'name': 'Dominique Richardson'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 41.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 5034, 'name': 'Jessica McDonald'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 63.0], 'player': {'id': 5088, 'name': 'Crystal Alyssia Dunn Soubrier'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [108.0, 32.0], 'player': {'id': 5044, 'name': 'Débora Cristiane de Oliveira'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.0, 35.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 59.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 67.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 51.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [120.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 56.0], 'player': {'id': 5084, 'name': ""Denise O'Sullivan""}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",67772530-3717-4fc0-99db-c6c9bad74a46,,Saved,,0.014543163,Normal,Open Play,,,,North Carolina Courage,766,00:46:07.560,Shot,
