50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,0.117,,,,,,,,,,,,f34e221e-b5e5-45b2-a850-fbea9d6d0913,2004,,,"[113.0, 39.0]",7492,52,,,,,,,,,,,,,,,,,,,2,Regular Play,Imani Dorsey,7180.0,Left Midfield,109,NJ/NY Gotham FC,763,['70e3b07c-8b19-4164-a227-163d3aacb2d7'],41,,Right Foot,,"[120.0, 38.3, 2.0]",,"[{'location': [115.0, 39.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 38.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.0, 35.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 45.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.0, 45.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.0, 36.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [106.0, 42.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 51.0], 'player': {'id': 4986, 'name': 'Shea Groom'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [107.0, 46.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",6a9ad0d8-d921-4768-883d-d589dfb08314,True,,Goal,0.47510394,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:07:41.663,Shot,
,,,,,,,,,,,,0.967,,,,,,,,,,,,5b28301a-5148-41a4-bedd-1a05f02d0c86,2020,,,"[101.0, 55.0]",7492,53,,,,,,,,,,,,,,,,,,,2,Regular Play,Dani Weatherholt,5062.0,Center Defensive Midfield,111,Orlando Pride,764,['f03bb3f4-8a0e-40d7-8ce0-32a40cc5ddb7'],44,,Right Foot,,"[119.0, 46.1, 4.5]",,"[{'location': [111.0, 35.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 43.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 5086, 'name': 'Rachel Hill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.0, 43.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 54.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 55.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [115.0, 55.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 53.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.0, 34.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",ccdf8f1c-1115-45ec-a034-fec37165c6e6,,,Off T,0.031355,Normal,Open Play,,,,Orlando Pride,764,00:08:44.842,Shot,
,,,,,,,,,,,,0.785,,,,,,,,,,,,c350c552-ca5d-4795-84c3-8cc6d90788ef,2139,,,"[112.0, 42.0]",7492,58,,,,,,,,,,,,,,,,,,,2,From Throw In,Shea Groom,4986.0,Left Center Forward,120,NJ/NY Gotham FC,763,['7747bf4b-9e30-4ca3-9532-3693af3d5543'],18,,Head,,"[120.0, 38.1, 0.5]",,"[{'location': [109.0, 26.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 57.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [94.0, 24.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [105.0, 47.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 28.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 21.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [104.0, 36.0], 'player': {'id': 5070, 'name': 'Christine Nairn'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 47.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",aff2b956-93a7-44ca-9411-6c73aedb3b16,,,Goal,0.18098377,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:13:18.493,Shot,
,,,,,,,,,,,,0.739,,,,,,,,,,,,060f2a3c-6928-4bb4-981a-5b522f021fb9,2195,,,"[108.0, 40.0]",7492,63,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alanna Stephanie Kennedy,5078.0,Center Back,126,Orlando Pride,764,"['ec50e9c0-ef80-454d-9f97-7b9ec11426d9', 'ef3c4773-0f86-4624-b88a-2a70b8d4f1c0']",38,True,Head,,"[119.0, 37.0, 1.7]",,"[{'location': [111.0, 32.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 59.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.0, 41.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [87.0, 49.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [101.0, 47.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [107.0, 47.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 30.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 62.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.0, 41.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 46.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 38.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 35.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.0, 42.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 38.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",bac0d4e9-e09b-46e2-88e9-7f646076f80d,,,Saved,0.13591284,Normal,Open Play,,,,Orlando Pride,764,00:18:38.363,Shot,True
,,,,,,,,,,,,1.943,,,,,,,,,,,,ba6bffff-9f4c-47f4-8aa4-54b11291ddd7,2210,,,"[111.0, 40.0]",7492,64,,,,,,,,,,,,,,,,,,,2,From Kick Off,Alanna Stephanie Kennedy,5078.0,Center Back,130,Orlando Pride,764,['8562270d-fff9-4d8f-bee0-269d27d1ac6f'],34,,Head,,"[119.0, 36.8, 4.5]",,"[{'location': [104.0, 38.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.0, 57.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.0, 39.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.0, 42.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 49.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [96.0, 52.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 44.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.0, 39.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 44.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 40.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.0, 43.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [106.0, 34.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [106.0, 41.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",54ae133b-8e5a-4654-8d56-9e03aac0abbb,,,Off T,0.15833588,Normal,Open Play,,,,Orlando Pride,764,00:19:34.853,Shot,
,,,,,,,,,,,,0.407,,,,,,,,,,,,01ebf8ce-96f7-46dc-84bb-e1313737cfa4,2307,,,"[110.0, 37.0]",7492,68,,,,,,,,,,,,,,,,,,,2,From Throw In,Carli Anne Hollins,5097.0,Right Midfield,140,NJ/NY Gotham FC,763,['671d32c5-7eb8-46d1-bace-2a5df6395143'],14,,Right Foot,,"[119.0, 39.7, 2.0]",,"[{'location': [114.0, 47.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 40.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 28.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 36.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 43.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 35.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",,,,Saved,0.08542075,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:23:14.357,Shot,
,,,,,,,,,,,,1.332,,,,,,,,,,,,209dce9d-4c5b-464c-a256-25e20c6aaaf3,2311,,,"[109.0, 45.0]",7492,68,,,,,,,,,,,,,,,,,,,2,From Corner,Raquel Rodriguez,4967.0,Left Defensive Midfield,141,NJ/NY Gotham FC,763,['b8e3f7b4-ef99-413b-a7b2-20caa0d36222'],52,,Head,,"[119.0, 38.0, 1.3]",,"[{'location': [117.0, 53.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 42.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 5096, 'name': 'Savannah McCaskill'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.0, 36.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.0, 37.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [117.0, 47.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.0, 39.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 38.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.0, 36.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 29.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [111.0, 47.0], 'player': {'id': 5063, 'name': 'Chioma Ubogagu'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.0, 34.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",b5c1a76b-4f3b-4c98-9ecf-189e6b8f1261,,,Saved,0.0874877,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:23:52.129,Shot,
,,,,,,,,,,,,0.492,,,,,,,,,,,,0873fec5-c7a2-4194-b88a-40b95a335e87,2334,,,"[115.0, 43.0]",7492,70,,,,,,,,,,,,,,,,,,,2,From Corner,Alanna Stephanie Kennedy,5078.0,Center Back,145,Orlando Pride,764,['20153df2-6d22-4c99-955a-8b9aba60ae52'],13,,Head,,"[119.0, 46.1, 0.2]",,"[{'location': [116.0, 36.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.0, 44.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [117.0, 41.0], 'player': {'id': 4988, 'name': 'Sarah Killion'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 34.0], 'player': {'id': 5085, 'name': 'Alexandra Morgan Carrasco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 36.0], 'player': {'id': 4967, 'name': 'Raquel Rodriguez'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.0, 46.0], 'player': {'id': 5082, 'name': 'Marta Vieira da Silva'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 42.0], 'player': {'id': 5097, 'name': 'Carli Anne Hollins'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [11.0, 1.0], 'player': {'id': 7182, 'name': 'Camila Martins Pereira'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 35.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 42.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 41.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 35.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 44.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",9d6821b7-0c7b-49f1-aad8-2f5850269915,,,Off T,0.10833886,Normal,Open Play,,,,Orlando Pride,764,00:25:13.951,Shot,
,,,,,,,,,,,,0.979,,,,,,,,,,,,e0c3d4a3-56a4-4de4-8b21-3b4c01198f95,2444,,,"[116.0, 42.0]",7492,72,,,,,,,,,,,,,,,,,,,2,Regular Play,Dani Weatherholt,5062.0,Center Defensive Midfield,147,Orlando Pride,764,['6d10600a-af21-4ea7-a61e-6827cc5b3037'],24,,Left Foot,,"[119.0, 42.8, 1.2]",,"[{'location': [115.0, 37.0], 'player': {'id': 4985, 'name': 'Christina Gibbons'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 50.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 39.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,True,True,Goal,0.8784046,Normal,Open Play,,,,Orlando Pride,764,00:27:24.696,Shot,
,,,,,,,,,,,,1.323,,,,,,,,,,,,6e54892f-a877-40dc-a069-e926f9a63dd8,2505,,,"[99.0, 34.0]",7492,75,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Savannah McCaskill,5096.0,Right Center Forward,151,Orlando Pride,764,['28ac4b38-6006-40a8-8f08-c8d254b531d8'],14,,Right Foot,,"[120.0, 43.0, 2.0]",,"[{'location': [119.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 35.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 33.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.0, 37.0], 'player': {'id': 5076, 'name': 'Emily Louise van Egmond'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 28.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",,,,Saved,0.06522823,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:30:14.767,Shot,
,,,,,,,,,,,,0.752,,,,,,,,,,,,4e09988b-f041-4061-97a6-8e8866f7e959,2583,,,"[104.0, 39.0]",7492,78,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexandra Morgan Carrasco,5085.0,Right Center Forward,156,Orlando Pride,764,['8dda8fda-8b71-4cfc-8140-5db602041f67'],8,,Left Foot,,"[118.0, 37.6, 2.3]",,"[{'location': [105.0, 35.0], 'player': {'id': 4974, 'name': 'Mandy Freeman'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 46.0], 'player': {'id': 4970, 'name': 'Amanda Frisbie'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.0, 40.0], 'player': {'id': 5098, 'name': 'Erica Skroski'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 4981, 'name': 'Kailen Mary Iacovoni Sheridan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Saved,0.09359876,Normal,Open Play,,,,Orlando Pride,764,00:33:08.384,Shot,
,,,,,,,,,,,,1.545,,,,,,,,,,,,2ba0b0ab-307f-4c3d-a9d5-90d539e0a6c6,2635,,,"[115.0, 43.0]",7492,79,,,,,,,,,,,,,,,,,,,2,Regular Play,Carli Anne Hollins,5097.0,Right Midfield,159,NJ/NY Gotham FC,763,"['1d6d5b43-4a0a-4214-a81d-c22b6443a2f3', '77040bb2-e0c2-4bd1-8bb7-baca0089afaf']",51,True,Head,,"[120.0, 45.2, 0.1]",,"[{'location': [109.0, 46.0], 'player': {'id': 7180, 'name': 'Imani Dorsey'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [120.0, 41.0], 'player': {'id': 5090, 'name': 'Ashlyn Harris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.0, 37.0], 'player': {'id': 5062, 'name': 'Dani Weatherholt'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 41.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 34.0], 'player': {'id': 5068, 'name': 'Kristen Edmonds'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.0, 37.0], 'player': {'id': 5089, 'name': 'Ali Krieger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 47.0], 'player': {'id': 8199, 'name': 'Toni Pressley'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 31.0], 'player': {'id': 7181, 'name': 'McKenzie Meehan'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",86158822-cc1a-40b3-bd7a-091c7bd93434,True,,Off T,0.2330701,Normal,Open Play,,,,NJ/NY Gotham FC,763,00:34:51.787,Shot,True
