50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.547234,,,,,,,,,,,,,,71cd506e-c02c-4423-b8bd-df902109bfd2,1563,,"[110.2, 27.7]",3754267,43,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Odion Jude Ighalo,5458.0,Center Attacking Midfield,91,Watford,23,"['352fb4b4-8dd2-419b-9918-7ee190dcbe72', '7a4da1b5-c6e1-4641-8bbe-b12b8dc62082']",14,,Left Foot,"[120.0, 37.1, 3.7]",,"[{'location': [98.6, 38.8], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 44.1], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.1, 18.5], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [105.9, 27.8], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.2, 28.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [106.3, 31.1], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 30.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.4, 36.8], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.1, 31.3], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 29.6], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",8a096e82-02d9-457b-be7e-611a7f188867,,Off T,,0.067552805,Normal,Open Play,,,,Watford,23,00:43:14.563,Shot,True
,,,,,,,,,,,,,,,,,1.231529,,,,,,,,,,,,,,fc01c872-def2-44c2-9794-b89703175338,1732,,"[100.7, 22.1]",3754267,46,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Manuel Jurado Marín,6870.0,Left Wing,101,Watford,23,['dc6525e4-9198-4c73-b903-3a5ded1cdce2'],25,,Right Foot,"[120.0, 42.0, 5.7]",,"[{'location': [84.4, 57.3], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.2, 31.7], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.8, 37.7], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.9, 48.7], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.7, 39.1], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.8, 30.1], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [88.9, 55.4], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [98.7, 39.5], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.8, 15.6], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 16.2], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.6, 31.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.4, 58.0], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 38.1], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",602bc1a8-e675-443f-9003-3121d6b462bb,,Off T,,0.024417752,Normal,Open Play,,,,Watford,23,00:01:25.807,Shot,
,,,,,,,,,,,,,,,,,0.94114,,,,,,,,,,,,,,630090f6-29c7-4dd5-b34b-8219ef52e175,1820,,"[95.7, 38.6]",3754267,50,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Odion Jude Ighalo,5458.0,Center Attacking Midfield,108,Watford,23,['248516aa-1488-4fb7-bc4c-dbd5fdadc782'],2,,Left Foot,"[117.0, 39.4, 1.7]",,"[{'location': [96.5, 15.8], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 39.6], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.1, 61.5], 'player': {'id': 5556, 'name': 'Miguel Arturo Layún Prado'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.3, 44.8], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [88.4, 44.9], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [102.0, 54.8], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [88.0, 62.9], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.4, 44.0], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 36.0], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.8, 48.2], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 40.2], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.2, 38.7], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.6, 30.4], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",1ba82a14-cf7b-4cc9-9e36-ac1e435569de,,Saved,,0.02059748,Normal,Open Play,,,,Watford,23,00:05:02.651,Shot,
,,,,,,,,,,,,,,,,,0.17014,,,,,,,,,,,,,,ea700c2e-15e6-4caa-aef3-4d5aeb2a72f9,2139,,"[103.9, 38.7]",3754267,59,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Odion Jude Ighalo,5458.0,Center Attacking Midfield,121,Watford,23,"['2b85e3bd-9f94-4d35-b44e-3ab94f5e00fa', '9d9757c4-9bb3-420d-ba8f-bd4772151de9']",0,,Right Foot,"[104.5, 38.8]",,"[{'location': [103.8, 27.8], 'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [93.9, 41.2], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [85.7, 53.2], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.3, 39.5], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.9, 44.4], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [96.9, 50.3], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.7, 39.7], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 37.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.3, 36.6], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 29.7], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.3, 21.8], 'player': {'id': 9485, 'name': 'Craig Gardner'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.3, 27.8], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.1, 47.2], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",d4da5f28-a067-42bb-8712-8452352d7f2c,,Blocked,,0.08300489,Normal,Open Play,,,,Watford,23,00:14:00.232,Shot,
,,,,,,,,,,,,,,,,,0.847297,,,,,,,,,,,,,,fd1abdff-959d-4198-8db8-97fc5b60e848,2282,,"[107.3, 53.9]",3754267,62,,,,,,,,,,,,,,,,,,,,,,2,From Counter,José Salomón Rondón Giménez,4041.0,Left Midfield,127,West Bromwich Albion,27,['3e99b7b5-39a5-418e-b49a-f11cd4ba2e1c'],30,,Left Foot,"[120.0, 37.6, 5.0]",,"[{'location': [93.3, 34.0], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 44.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 53.5], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 48.6], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.5, 43.5], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [83.5, 31.2], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [96.3, 44.3], 'player': {'id': 40124, 'name': 'Rickie Lambert'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",a334fd31-bc8c-4136-a17c-482f31d5e3f8,,Off T,,0.07579541,Normal,Open Play,,,,West Bromwich Albion,27,00:17:30.203,Shot,
,,,,,,,,,,,,,,,,,0.431826,,,,,,,,,,,,,,e7ca8015-4bdd-4c51-84d9-6077c29e82f5,2434,,"[91.8, 37.8]",3754267,67,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Etienne Capoue,3721.0,Right Defensive Midfield,135,Watford,23,"['ab9a8c3a-903b-4dea-b497-bbacbe20e3eb', 'd31172f6-e41d-40d3-9a21-ed19caeffe41']",0,,Right Foot,"[102.9, 38.5]",,"[{'location': [100.2, 53.1], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.4, 44.8], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.4, 39.8], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.8, 35.3], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 30.4], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [95.7, 40.4], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.7, 36.1], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.1, 40.1], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.9, 52.9], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.0, 38.8], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.1, 31.4], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.7, 26.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",bd26a389-abed-4bbf-b838-26a26d6e4d20,,Blocked,,0.030354165,Normal,Open Play,,,,Watford,23,00:22:00.746,Shot,
,,,,,,,,,,,,,,,,,2.548386,,,,,,,,,,,,,,e824e9e8-d7f0-4f3f-b9ff-afa948c12431,2489,,"[112.4, 40.0]",3754267,67,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Odion Jude Ighalo,5458.0,Center Attacking Midfield,135,Watford,23,['2ad563cc-4d67-4ead-b09a-a5c957ce89e2'],55,,Head,"[120.0, 15.6, 0.2]",,"[{'location': [96.8, 62.5], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.9, 43.9], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 38.8], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.4, 42.9], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 54.0], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.4, 51.8], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 61.5], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.8, 40.5], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.4, 43.1], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [110.7, 36.4], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.3, 28.1], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.3, 36.9], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",aad7c551-d805-412d-94eb-e4eb0104416c,True,Off T,,0.20005704,Normal,Open Play,,,,Watford,23,00:22:55.334,Shot,
,,,,,,,,,,,,,,,,,1.342025,,,,,,,,,,,,,,d2b69b5e-0d93-477b-9d1b-66a9eca48bb1,2504,,"[86.6, 20.0]",3754267,69,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Odion Jude Ighalo,5458.0,Center Attacking Midfield,137,Watford,23,['61a7cceb-8e19-40c9-b19b-15c529f1b893'],10,,Right Foot,"[118.6, 34.8, 0.5]",True,"[{'location': [76.4, 47.4], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [86.4, 3.6], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [75.2, 3.0], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [88.6, 19.0], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 25.1], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [89.7, 38.9], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [70.8, 41.1], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.7, 4.5], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [86.7, 4.7], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [79.5, 6.9], 'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.2, 39.0], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",8fbbf91e-c3e5-41ec-9449-b1abd86ca0d8,,Saved Off Target,True,0.0059945057,Half Volley,Open Play,,,,Watford,23,00:24:10.027,Shot,
,,,,,,,,,,,,,,,,,1.038899,,,,,,,,,,,,,,aa54046c-db31-47a1-8443-8dd262ba2410,2673,,"[95.9, 50.3]",3754267,73,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Troy Deeney,3454.0,Center Forward,145,Watford,23,"['783fc843-e858-468d-af2d-986072f4378f', '84e3c6f2-3140-4a90-b2c8-acfea0214b90']",36,,Right Foot,"[120.0, 38.7, 3.8]",,"[{'location': [101.1, 39.9], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [91.7, 45.2], 'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [117.4, 41.2], 'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 50.7], 'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.5, 59.5], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.9, 44.3], 'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 49.8], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [94.8, 50.2], 'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 38.8], 'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.6, 44.4], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 55.7], 'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.3, 48.9], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [89.9, 58.5], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",,,Off T,,0.02033482,Normal,Open Play,,,,Watford,23,00:28:36.355,Shot,True
,,,,,,,,,,,,,,,,,0.546804,,,,,,,,,,,,,,f4d2166f-5ab8-4f2e-a5a5-10b0ce5e1da6,2862,,"[116.9, 36.1]",3754267,79,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Saido Berahino,4630.0,Left Center Forward,159,West Bromwich Albion,27,['4bfa108b-6ece-479d-acf3-ce7f52bb1e2b'],25,,Head,"[120.0, 35.4, 0.3]",,"[{'location': [114.0, 38.9], 'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.8, 42.9], 'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [107.6, 36.3], 'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 16.0], 'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.7, 34.1], 'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [112.3, 39.4], 'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 40.4], 'player': {'id': 5540, 'name': 'Valon Behrami'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 24.5], 'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [118.2, 38.4], 'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [115.5, 30.7], 'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.5, 41.2], 'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.3, 39.0], 'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e8055e62-1d2a-4574-b230-9d72d0a5dcf5,,Off T,,0.41949457,Normal,Open Play,,,,West Bromwich Albion,27,00:34:25.829,Shot,
