ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,1.693,,,,,,,,,,,643236d2-4ad8-4ef5-a4b5-fca1741d8b33,1793,,"[99.0, 53.0]",7567,47,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Heung-Min Son,3083.0,Right Center Forward,80,South Korea,791,['e279908f-7a24-410a-ae5c-03b613aa31f1'],47,,Right Foot,"[120.0, 33.7, 0.6]",,"[{'location': [80.0, 59.0], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.0, 52.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 49.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.0, 23.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 50.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 52.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 56.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 57.0], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",fb35d662-ad96-4925-ac05-c968d632c196,,,Off T,0.033090822,Normal,Open Play,,,,South Korea,791,00:47:47.787,Shot,
,,,,,,,,,,,,1.173,,,,,,,,,,,fd79554f-798f-45f4-aea5-6b3c1b6ecf96,1828,,"[89.0, 38.0]",7567,45,,,,,,,,,,,,,,,,,,,2,From Kick Off,Woo-Young Jung,5618.0,Left Center Midfield,81,South Korea,791,"['0b0e955f-f1d0-4b7e-a75b-ede59e0a5cda', '3669c564-d3a4-4d52-93ed-d4e1780beca8']",32,,Right Foot,"[118.0, 39.7, 1.1]",,"[{'location': [105.0, 33.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [79.0, 29.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.0, 45.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [100.0, 46.0], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 31.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 32.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.0, 29.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [100.0, 28.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.0, 33.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [89.0, 32.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.0, 39.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}]",,,,Saved,0.029391896,Normal,Open Play,,,,South Korea,791,00:00:32.760,Shot,True
,,,,,,,,,,,,0.387,,,,,,,,,,,6126f99d-3cd8-460b-a1dc-4c985138aa1a,1909,,"[111.0, 39.0]",7567,47,,,,,,,,,,,,,,,,,,,2,From Throw In,Leon Goretzka,6324.0,Right Wing,84,Germany,770,['447a2279-f504-4df2-83de-13f289a42d4f'],2,,Head,"[119.0, 39.3, 1.1]",,"[{'location': [113.0, 36.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [112.0, 36.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.0, 35.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.0, 60.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [110.0, 58.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.0, 55.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [101.0, 45.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.0, 49.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.0, 46.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [115.0, 46.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 41.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 42.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",5ef87442-04f3-4ff9-9c99-d889beb4ace6,,,Saved,0.20739396,Normal,Open Play,,,,Germany,770,00:02:02.293,Shot,
,,,,,,,,,,,,1.653,,,,,,,,,,,095b532b-0e2f-47c3-9d23-92c42238c03d,1986,,"[85.0, 38.0]",7567,48,,,,,,,,,,,,,,,,,,,2,From Throw In,Toni Kroos,5574.0,Left Center Midfield,91,Germany,770,['c11d96f0-1d2a-4da1-8f3c-19e34ed07317'],44,,Right Foot,"[120.0, 33.9, 0.5]",,"[{'location': [86.0, 13.0], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.0, 10.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 31.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 29.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.0, 37.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 35.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [96.0, 39.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.0, 34.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.0, 25.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.0, 34.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.0, 45.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.0, 62.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 55.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",3fbbf671-fbd5-4499-b8e1-985d159746c3,,,Off T,0.016595932,Normal,Open Play,,,,Germany,770,00:03:44.680,Shot,
,,,,,,,,,,,,0.613,,,,,,,,,,,156926be-03ce-40c5-9447-d4630918b360,2099,,"[108.0, 37.0]",7567,50,,,,,,,,,,,,,,,,,,,2,From Throw In,Timo Werner,5557.0,Center Forward,93,Germany,770,['12645630-4041-4592-89ea-c3ef0ba297f4'],33,,Right Foot,"[120.0, 35.0, 2.0]",,"[{'location': [111.0, 38.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 29.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.0, 30.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.0, 20.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 31.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [116.0, 31.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 37.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [117.0, 38.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 51.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 50.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",02aa7eae-0760-4d4c-9714-ed832e4af168,,,Off T,0.09489199,Volley,Open Play,,,,Germany,770,00:05:33.680,Shot,
,,,,,,,,,,,,0.48,,,,,,,,,,,d561e11f-75a3-42e0-b2a2-9f8a7142baab,2113,,"[119.0, 31.0]",7567,51,,,,,,,,,,,,,,,,,,,2,Regular Play,Heung-Min Son,3083.0,Right Center Forward,94,South Korea,791,['d3168947-eeff-4b76-bb92-4a1741ba7655'],10,,Right Foot,"[120.0, 34.4, 1.0]",,"[{'location': [92.0, 53.0], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.0, 37.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.0, 24.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [90.0, 26.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [111.0, 39.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.0, 35.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.0, 34.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 13.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",49baf457-edb4-47d3-b9ac-8525012125ac,True,True,Off T,0.049363878,Normal,Open Play,,,,South Korea,791,00:06:10.813,Shot,
,,,,,,,,,,,,0.24,,,,,,,,,,,75adeb6a-2309-45ce-abaf-fe24a7280a28,2207,,"[103.0, 56.0]",7567,53,,,,,,,,,,,,,,,,,,,2,From Corner,Joshua Kimmich,5579.0,Right Back,96,Germany,770,"['356a317f-dd4d-49ee-a0d5-9968c26042fd', 'a1b77ba1-6796-4c4e-81dc-b3d4929b97d6']",12,,Left Foot,"[106.0, 54.0]",,"[{'location': [106.0, 41.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 54.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.0, 49.0], 'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.0, 34.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.0, 50.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 56.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 53.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",4aa6d8d0-996a-4821-8528-ac3cee88d4fc,,,Blocked,0.033191342,Normal,Open Play,,,,Germany,770,00:08:12.120,Shot,
,,,,,,,,,,,,0.493,,,,,,,,,,,f0a09de1-8b9a-43f4-b297-682b999b629b,2212,,"[94.0, 52.0]",7567,53,,,,,,,,,,,,,,,,,,,2,From Corner,Sami Khedira,5566.0,Right Center Midfield,96,Germany,770,"['23ed6847-81bd-4f6a-84aa-15eab6cac79e', '2923c903-4d65-40e1-9b31-e5bb073fb97e']",13,,Right Foot,"[102.0, 48.0]",,"[{'location': [106.0, 53.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 38.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.0, 38.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 54.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 51.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 55.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 41.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.0, 38.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [103.0, 48.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [94.0, 46.0], 'player': {'id': 5627, 'name': 'Ja-Cheol Koo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [95.0, 55.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,,,Blocked,0.022136997,Normal,Open Play,,,,Germany,770,00:08:13.440,Shot,
,,,,,,,,,,,,0.28,,,,,,,,,,,5b119500-14cc-4f2c-bf54-0dc400e71576,2495,,"[104.0, 31.0]",7567,60,,,,,,,,,,,,,,,,,,,2,Regular Play,Toni Kroos,5574.0,Left Center Midfield,111,Germany,770,"['16729ccf-fe7b-44cd-a45f-e516a99bc855', 'fa9c52ae-d800-4755-be4e-a3ebefeddd1d']",51,,Left Foot,"[107.0, 34.0]",,"[{'location': [99.0, 56.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 45.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.0, 38.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.0, 33.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 36.0], 'player': {'id': 6324, 'name': 'Leon Goretzka'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [113.0, 45.0], 'player': {'id': 5565, 'name': 'Mario Gómez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 39.0], 'player': {'id': 5559, 'name': 'Marco Reus'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.0, 40.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 56.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",96176157-7583-4894-a940-0c8cea14df97,,,Blocked,0.10291238,Normal,Open Play,,,,Germany,770,00:15:51.280,Shot,
,,,,,,,,,,,,0.973,,,,,,,,,,,585fa90a-a319-48ed-8467-d9b59e613c33,2531,,"[96.0, 42.0]",7567,62,,,,,,,,,,,,,,,,,,,2,From Throw In,Heung-Min Son,3083.0,Right Center Forward,113,South Korea,791,['7505c15d-7a81-4e53-a7a8-7119ffe37bf1'],6,,Right Foot,"[120.0, 45.4, 3.7]",,"[{'location': [99.0, 39.0], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.0, 10.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.0, 32.0], 'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 48.0], 'player': {'id': 6040, 'name': 'Jonas Hector'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 60.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.0, 40.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.0, 41.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [119.0, 42.0], 'player': {'id': 5570, 'name': 'Manuel Neuer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 37.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [108.0, 29.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.0, 28.0], 'player': {'id': 5579, 'name': 'Joshua Kimmich'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 24.0], 'player': {'id': 5557, 'name': 'Timo Werner'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}]",998d5ba1-77c2-4b87-a879-e42d8242f74e,,,Off T,0.04893264,Normal,Open Play,,,,South Korea,791,00:17:06.160,Shot,
,,,,,,,,,,,,0.333,,,,,,,,,,,d946beb4-b23e-4c28-a246-6f2cc21a187b,2579,,"[112.0, 28.0]",7567,63,,,,,,,,,,,,,,,,,,,2,From Corner,Timo Werner,5557.0,Right Wing,117,Germany,770,"['07c08736-3a57-4967-865c-85f2e5306ed9', '3b8d59e3-4a43-49bf-88ba-fe40833dc65c']",37,,Right Foot,"[120.0, 35.2, 1.0]",,"[{'location': [93.0, 50.0], 'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.0, 46.0], 'player': {'id': 5623, 'name': 'Jae-Sung Lee'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 57.0], 'player': {'id': 5989, 'name': 'Seon-Min Moon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [115.0, 39.0], 'player': {'id': 5604, 'name': 'Young-Gwon Kim'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 41.0], 'player': {'id': 5606, 'name': 'Hyun-Soo Jang'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.0, 43.0], 'player': {'id': 5562, 'name': 'Thomas Müller'}, 'position': {'id': 25, 'name': 'Secondary Striker'}, 'teammate': True}, {'location': [111.0, 42.0], 'player': {'id': 6323, 'name': 'Young-Sun Yun'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.0, 35.0], 'player': {'id': 5618, 'name': 'Woo-Young Jung'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 5620, 'name': 'Hee-Chan Hwang'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 6322, 'name': 'Niklas Süle'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.0, 35.0], 'player': {'id': 5572, 'name': 'Mats Hummels'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [115.0, 45.0], 'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [118.0, 43.0], 'player': {'id': 5986, 'name': 'Chul Hong'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 37.0], 'player': {'id': 5619, 'name': 'Hyeon-Woo Jo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.0, 40.0], 'player': {'id': 5565, 'name': 'Mario Gómez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.0, 30.0], 'player': {'id': 5608, 'name': 'Yong Lee'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",988c2fe9-c520-4376-af4a-1d2bf55061bc,,,Off T,0.046130143,Normal,Open Play,,,,Germany,770,00:18:37.840,Shot,True
