ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_backheel,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,1.293,,,,,,,,,,,,,,,9d9ec15b-8d21-4dc2-a520-fdde990fecdf,988,,,"[106.0, 69.0]",7552,29,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,65,Tunisia,777,"['038b7af0-8d3c-49ba-9993-6cf5173b6168', 'cf07bd3a-2edf-4ad2-b10c-4eb11c357646']",11,,Right Foot,"[120.0, 40.5, 4.4]",,"[{'location': [98.0, 41.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.0, 45.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 69.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [87.0, 54.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [90.0, 57.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [87.0, 47.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [103.0, 68.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 67.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.0, 53.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [97.0, 32.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [93.0, 23.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [80.0, 28.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",3357725b-14a0-4cf1-a7de-dc9cdff9df46,,,Off T,0.0056386488,Normal,Open Play,,,,Tunisia,777,00:29:11.860,Shot,True
,,,,,,,,1.2,,,,,,,,,,,,,,,8855322a-6815-4099-b695-564b1cd62d36,1023,,,"[101.0, 45.0]",7552,30,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ferjani Sassi,5650.0,Right Center Midfield,67,Tunisia,777,['704dad06-e99a-446d-9e9b-e840ea81ddc4'],19,,Left Foot,"[120.0, 34.4, 0.2]",,"[{'location': [105.0, 44.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [120.0, 53.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.0, 43.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 78.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [104.0, 51.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 49.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.0, 62.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 59.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.0, 54.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.0, 44.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [109.0, 35.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.0, 29.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",,,,Off T,0.06670337,Normal,Open Play,,,,Tunisia,777,00:30:19.900,Shot,
,,,,,,,,1.12,,,,,,,,,,,,,,,6ef52dc4-4d1e-4466-b8fc-a0cfbb697f92,1085,,,"[88.0, 26.0]",7552,32,,,,,,,,,,,,,,,,,,,,1,Regular Play,Wahbi Khazri,3196.0,Center Forward,73,Tunisia,777,['be646b2f-2a25-4328-a647-9f21aaefa805'],1,,Right Foot,"[118.0, 41.9, 2.4]",,"[{'location': [103.0, 28.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.0, 74.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [81.0, 35.0], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [101.0, 55.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 41.0], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.0, 33.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.0, 25.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [104.0, 44.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.0, 52.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [94.0, 49.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.0, 33.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [93.0, 28.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.0, 33.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.0, 21.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.0, 42.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 15.0], 'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",fec530fd-9b7c-4f95-bc6f-b8d472e70450,,,Saved,0.009165923,Normal,Open Play,,,,Tunisia,777,00:32:01.460,Shot,
,,,,,,,,1.133,,,,,,,,,,,,,,,db42801c-a74e-4baa-8823-773733477b6b,1349,,,"[96.0, 37.0]",7552,38,,,,,,,,,,,,,,,,,,,,1,Regular Play,Fakhreddine Ben Youssef,5654.0,Left Wing,89,Tunisia,777,['22305640-fd7d-40bb-859e-2e68f9ea319e'],24,,Right Foot,"[120.0, 45.6, 2.3]",,"[{'location': [106.0, 41.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [119.0, 42.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 61.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [87.0, 34.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [100.0, 36.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [99.0, 42.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 46.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 60.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.0, 61.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.0, 68.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [105.0, 53.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 50.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",fb50df97-a51a-41fc-ae40-e44378d7f18a,,,Off T,0.04770442,Normal,Open Play,,,,Tunisia,777,00:38:24.140,Shot,
,,,,,,,,0.16,,,,,,,,,,,,,,,d7469e52-2a1b-45a0-bde3-9e898e412f9b,1405,,,"[117.0, 27.0]",7552,41,,,,,,,,,,,,,,,,,,,,1,From Throw In,Saîf-Eddine Khaoui,2974.0,Left Center Midfield,94,Tunisia,777,"['0ddf84c4-84a3-488b-9115-041352db52bd', 'a9f5d7cd-f859-4703-8340-e63dd17596e3']",51,,Left Foot,"[117.0, 29.0]",,"[{'location': [111.0, 27.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [97.0, 21.0], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.0, 31.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 36.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.0, 29.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.0, 21.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.0, 15.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",99b3fe32-b153-42a8-9cc4-8bb6c26d1170,,,Blocked,0.011201895,Normal,Open Play,,,,Tunisia,777,00:41:51.300,Shot,
,,,,,,,,1.173,,,,,,,,,,,,,,,6859e91f-d5c3-48c9-82ee-77ec3e595cc2,1692,,,"[112.0, 45.0]",7552,47,,,,,,,,,,,,,,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,108,Belgium,782,['9c4d9080-4dea-4037-9f96-6fca94317e26'],57,,Right Foot,"[120.0, 40.3, 0.2]",True,"[{'location': [115.0, 43.0], 'player': {'id': 5648, 'name': 'Farouk Ben Mustapha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.0, 37.0], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 34.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 45.0], 'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 48.0], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [102.0, 56.0], 'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 64.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [95.0, 63.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [85.0, 63.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",12d52131-c369-4a0e-95d7-432e0837e631,,,Goal,0.39485714,Normal,Open Play,,,,Belgium,782,00:47:57.260,Shot,
,,,,,,,,0.573,,,,,,,,,,,,,,,2af46c45-6f14-4b37-8ad5-87c0afb6713f,1767,,,"[115.0, 48.0]",7552,46,,,,,,,,,,,,,,,,,,,,2,From Corner,Toby Alderweireld,20005.0,Right Back,112,Belgium,782,['be321217-5328-477a-8670-b79d26b581b4'],53,,Right Foot,"[120.0, 44.8, 4.0]",True,"[{'location': [106.0, 60.0], 'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.0, 77.0], 'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 71.0], 'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 5649, 'name': 'Anice Badri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [115.0, 53.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.0, 32.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.0, 33.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.0, 41.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': True}, {'location': [116.0, 47.0], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 44.0], 'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [120.0, 43.0], 'player': {'id': 5648, 'name': 'Farouk Ben Mustapha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.0, 33.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [118.0, 39.0], 'player': {'id': 3767, 'name': 'Ellyes Joris Skhiri'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [115.0, 45.0], 'player': {'id': 5650, 'name': 'Ferjani Sassi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.0, 46.0], 'player': {'id': 5651, 'name': 'Yassine Meriah'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",0d6f503a-57e7-45cd-b8f0-96f0ec0caf91,,,Off T,0.07915054,Normal,Open Play,,,,Belgium,782,00:01:53.867,Shot,
,,,,,,,,3.253,,,,,,,,,,,,,,,d8048969-43c3-4c5d-ac6a-17dee6a9c5dd,1877,,,"[113.0, 44.0]",7552,49,,,,,,,,,,,,,,,,,,,,2,Regular Play,Wahbi Khazri,3196.0,Center Forward,118,Tunisia,777,['cbe64d41-03d2-4363-9018-61ba704ea26d'],0,,Right Foot,"[109.0, 80.0]",,"[{'location': [112.0, 40.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 43.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.0, 36.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [108.0, 51.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [105.0, 36.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",6702cd16-87d8-4b18-a769-04ed20b0105d,True,,Wayward,0.20639732,Volley,Open Play,,,,Tunisia,777,00:04:00.987,Shot,
,,,,,,,,0.773,,,,,,,,,,,,,,,7d4aa7c5-7296-471a-9947-1c4e946d7bfd,1923,,,"[99.0, 24.0]",7552,49,,,,,,,,,,,,,,,,,,,,2,Regular Play,Anice Badri,5649.0,Left Wing,121,Tunisia,777,['0c7faa83-2f27-4d35-a263-ba5d85501c60'],57,,Left Foot,"[117.0, 37.6, 0.0]",,"[{'location': [94.0, 24.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.0, 37.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [82.0, 32.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.0, 21.0], 'player': {'id': 5647, 'name': 'Ali Maâloul'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.0, 27.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [96.0, 18.0], 'player': {'id': 3176, 'name': 'Thomas Meunier'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [90.0, 51.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.0, 35.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.0, 20.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.0, 58.0], 'player': {'id': 5654, 'name': 'Fakhreddine Ben Youssef'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",4c506a37-04ea-4fc4-b522-b3c24f35e79d,,,Saved,0.025972955,Normal,Open Play,,,,Tunisia,777,00:04:57.187,Shot,
,,,,,,,,0.853,,,,,,,,,,,,,,,e823886e-f291-45e0-bb0b-b7a3526cf108,1963,,,"[109.0, 38.0]",7552,50,,,,,,,,,,,,,,,,,,,,2,Regular Play,Eden Hazard,3621.0,Left Wing,125,Belgium,782,['6365df3f-20c1-419c-a633-38764d84b901'],36,,Left Foot,"[120.0, 37.6, 1.3]",,"[{'location': [103.0, 36.0], 'player': {'id': 5648, 'name': 'Farouk Ben Mustapha'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 43.0], 'player': {'id': 4826, 'name': 'Yohan Benalouane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.0, 35.0], 'player': {'id': 5936, 'name': 'Hamdi Nagguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",e5a33407-c2a7-4bcb-979f-b2b0db708f8a,,,Goal,0.9790341,Normal,Open Play,,,,Belgium,782,00:05:36.147,Shot,
,,,,,,,,2.813,,,,,,,,,,,,,,,d009bd14-2424-4624-a1a1-5f1f241d532b,2063,,,"[112.0, 37.0]",7552,53,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fakhreddine Ben Youssef,5654.0,Right Wing,131,Tunisia,777,"['4e12e232-82ce-43d9-8bd6-efbe462ef0f1', 'c3220378-2f75-41fd-9030-239c416b8e33']",26,True,Head,"[118.0, 22.0]",,"[{'location': [105.0, 25.0], 'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [92.0, 39.0], 'player': {'id': 2974, 'name': 'Saîf-Eddine Khaoui'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.0, 47.0], 'player': {'id': 5630, 'name': 'Dries Mertens'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [109.0, 39.0], 'player': {'id': 5639, 'name': 'Anga Dedryck Boyata'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.0, 38.0], 'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 36.0], 'player': {'id': 5642, 'name': 'Axel Witsel'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.0, 48.0], 'player': {'id': 5633, 'name': 'Yannick Ferreira Carrasco'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 57.0], 'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",6cc21972-076a-4f8c-af85-33f4343b5485,,,Wayward,0.10399019,Normal,Open Play,,,,Tunisia,777,00:08:26.987,Shot,True
