50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.070796,,,,,,,,,,,,365d0b83-1098-4e4b-98ac-64574872a66b,1191,,"[100.2, 24.3]",3754106,34,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jamie Vardy,10960.0,Left Center Forward,81,Leicester City,22,"['0e81623c-4a56-40fb-b5e8-9bf5d7f9d3f9', 'df5b384a-4170-49b6-8c34-c16967952d18', 'fb15e191-7677-4bb0-b83d-516c4ffa9f71']",44,,Right Foot,"[100.9, 24.5]",,"[{'location': [101.8, 40.2], 'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [102.9, 47.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.3, 38.7], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.1, 24.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.7, 22.9], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.2, 21.3], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 38.7], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.2, 45.7], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [86.4, 39.0], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [104.4, 11.6], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.4, 39.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",37a0f8b7-bfc9-42e2-87d4-4ae4a4ba3820,,,Blocked,0.03173766,Normal,Open Play,,,,Leicester City,22,00:34:44.642,Shot,True
,,,,,,,,,,,,,,,,0.075265,,,,,,,,,,,,d9eadd53-c7b8-41c9-b2a6-38bf3672d82d,1357,,"[109.6, 47.5]",3754106,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Micah Richards,42700.0,Right Center Back,89,Aston Villa,59,"['46de42ad-3280-4616-94a9-f80d440eb0be', '9b5a0c61-cad5-45d0-86bf-4452781d1389', 'ef79d087-b8a5-4fb1-aa3d-4eedfa3f0090']",48,True,Head,"[110.3, 47.2]",,"[{'location': [110.4, 47.2], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.8, 76.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [95.2, 34.0], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [114.5, 36.3], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.2, 43.8], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 42.3], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 37.4], 'player': {'id': 20230, 'name': 'Gökhan İnler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.6, 46.8], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.9, 31.8], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.5, 45.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.7, 43.0], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.9, 36.4], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.6, 39.3], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.8, 39.8], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.5, 37.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [113.8, 43.0], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}]",379103d4-c1d5-498a-a846-91cfe591a603,,,Blocked,0.034242384,Normal,Open Play,,,,Aston Villa,59,00:38:48.869,Shot,True
,,,,,,,,,,,,,,,,0.053645,,,,,,,,,,,,f9c34795-c887-4098-9d44-839fddee7e00,1363,,"[110.8, 40.0]",3754106,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Carlos Alberto Sánchez Moreno,5685.0,Right Defensive Midfield,89,Aston Villa,59,"['4b320ae6-9a06-48f2-a969-b0215122aea1', 'e7ff4724-d8e9-43d9-858f-6902652f0fc4']",50,,Right Foot,"[112.5, 39.9]",True,"[{'location': [94.4, 31.5], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [111.6, 52.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.4, 50.8], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.8, 40.9], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.8, 40.0], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.0, 39.6], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.6, 39.5], 'player': {'id': 20230, 'name': 'Gökhan İnler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.8, 32.5], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.7, 44.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [119.3, 39.6], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [115.9, 37.9], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [113.9, 40.1], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.0, 46.2], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [113.8, 51.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.3, 42.0], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",e3caf00a-5135-4d5d-ad3c-dc97304727e1,,,Blocked,0.16942655,Normal,Open Play,,,,Aston Villa,59,00:38:50.859,Shot,
,,,,,,,,,,,,,,,,0.992757,,,,,,,,,,,,dc152366-1a60-4a4a-9585-2ceb6f14ad67,1371,,"[98.5, 34.8]",3754106,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Jack Grealish,9638.0,Center Attacking Midfield,89,Aston Villa,59,['80d095e5-d9c7-45c7-acff-0d6c49d9dd15'],54,,Right Foot,"[120.0, 43.6, 1.4]",True,"[{'location': [109.1, 49.2], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [93.3, 30.3], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [101.5, 39.9], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [109.7, 48.2], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 38.9], 'player': {'id': 20230, 'name': 'Gökhan İnler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.4, 38.9], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 43.2], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.7, 33.6], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.6, 41.2], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.5, 46.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.0, 47.7], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [102.2, 39.8], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [118.3, 40.5], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 42.2], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.8, 40.9], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",639f5c4c-037a-4d47-8c2b-c42edbceeac1,,,Goal,0.06929315,Normal,Open Play,,,,Aston Villa,59,00:38:54.489,Shot,
,,,,,,,,,,,,,,,,1.038857,,,,,,,,,,,,bd066994-ecd1-4e21-8774-cdedf76bef4c,1747,,"[96.2, 23.9]",3754106,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc Albrighton,3307.0,Left Midfield,106,Leicester City,22,['3e042e73-c9ac-41cf-97c7-a2b709f60f5e'],50,,Right Foot,"[115.7, 38.9, 0.4]",,"[{'location': [92.2, 23.1], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [102.9, 46.0], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [104.5, 11.1], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [90.8, 8.3], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [104.2, 29.4], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [105.9, 14.8], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [99.0, 13.1], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.0, 31.5], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 22.7], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.6, 27.0], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.0, 13.0], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.7, 44.6], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [92.4, 41.2], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.1, 37.6], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",58084f41-5a1f-417d-afd4-ca800c4e5a0e,,,Saved,0.020535886,Normal,Open Play,,,,Leicester City,22,00:00:50.022,Shot,
,,,,,,,,,,,,,,,,0.937929,,,,,,,,,,,,66cadee2-7cb6-44e4-bc76-7150fa97e802,1806,,"[111.1, 34.1]",3754106,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jamie Vardy,10960.0,Left Center Forward,112,Leicester City,22,"['939fada8-ec64-4527-9eae-3c8e15b76a8c', '9e8206e7-be13-48af-9194-3c2f03a8e830']",28,,Left Foot,"[120.0, 35.2, 0.0]",,"[{'location': [114.6, 44.1], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.7, 41.0], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [109.3, 46.9], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [116.7, 20.1], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.3, 10.2], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [106.3, 37.4], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.6, 36.7], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.9, 15.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [112.7, 22.8], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.4, 31.0], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 34.8], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",d3ad56d1-a731-45c4-859e-2c177cd9ec5d,,,Off T,0.065629646,Backheel,Open Play,,,,Leicester City,22,00:02:28.635,Shot,True
,,,,,,,,,,,,,,,,1.084841,,,,,,,,,,,,1a3120b9-cb85-455c-9f35-986fbe576eb0,1832,,"[95.3, 26.4]",3754106,48,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jeffrey Schlupp,3520.0,Left Back,116,Leicester City,22,"['a8086820-d46b-456d-b6ae-c5f1dcc4a488', 'e30309bf-44a3-4ac8-93eb-01d2fa3e85cd']",17,,Left Foot,"[120.0, 31.7, 0.3]",,"[{'location': [90.1, 37.5], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [94.9, 41.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.3, 48.9], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [95.8, 27.6], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [93.5, 26.6], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [106.9, 41.9], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.9, 32.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.4, 23.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 37.5], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.0, 58.1], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [101.2, 46.7], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [105.1, 38.9], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [97.3, 8.9], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",011ba03a-19fc-4bcc-9a0e-dba9ca57e4c2,,,Off T,0.024911242,Normal,Open Play,,,,Leicester City,22,00:03:17.158,Shot,True
,,,,,,,,,,,,,,,,0.250349,,,,,,,,,,,,ef4c138e-a3c6-449f-aa7a-517ea4bdfafe,1961,,"[110.6, 52.9]",3754106,51,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jamie Vardy,10960.0,Left Center Forward,122,Aston Villa,59,"['70b48798-9c69-4866-be8b-33062ffc2a1c', '8a2c37a0-c293-4e4f-b41a-efb99ab10874', 'e895513b-cf05-48be-85da-94ffa5060f8f']",7,,Right Foot,"[111.1, 52.3]",,"[{'location': [111.4, 51.8], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.3, 46.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 48.2], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 27.9], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.9, 44.8], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,,Blocked,0.03296225,Normal,Open Play,,,,Leicester City,22,00:06:07.147,Shot,True
,,,,,,,,,,,,,,,,0.749458,,,,,,,,,,,,ec90f913-095e-45a5-aff2-3d2830695aed,2030,,"[105.1, 28.4]",3754106,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riyad Mahrez,3814.0,Right Midfield,126,Leicester City,22,"['46cee963-cb21-4775-b747-d8202cc92c75', 'bd256c9d-a5fb-418e-8c97-5f731578b3ad']",58,,Left Foot,"[109.9, 37.0]",,"[{'location': [100.5, 32.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.7, 44.5], 'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.3, 30.9], 'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 38.6], 'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 31.5], 'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.3, 30.2], 'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.5, 37.3], 'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.9, 19.7], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [108.2, 43.8], 'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",4a268740-e67b-4ad1-88df-8f8c1e4390cb,,,Blocked,0.06325788,Normal,Open Play,,,,Leicester City,22,00:07:58.759,Shot,
,,,,,,,,,,,,,,,,1.030718,,,,,,,,,,,,9f0b43d4-e9f3-4074-8fb1-1895598a346f,2126,,"[84.2, 38.4]",3754106,56,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Carlos Alberto Sánchez Moreno,5685.0,Right Defensive Midfield,133,Aston Villa,59,['1bed63ae-34c7-445e-ac4b-6d77700d8c2e'],22,,Left Foot,"[120.0, 31.6, 7.4]",,"[{'location': [90.0, 58.2], 'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [94.0, 5.5], 'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [100.8, 39.4], 'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.9, 40.1], 'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [79.1, 57.2], 'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [84.8, 41.4], 'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [117.7, 39.5], 'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.2, 47.0], 'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.4, 60.7], 'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [99.9, 42.1], 'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.6, 35.9], 'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.9, 48.6], 'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.3, 20.7], 'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [91.2, 37.0], 'player': {'id': 20230, 'name': 'Gökhan İnler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 27.4], 'player': {'id': 3631, 'name': 'Nathan Dyer'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}]",2f5b539b-82d3-463a-9b9e-bb69b0d80176,,,Off T,0.011731326,Normal,Open Play,,,,Aston Villa,59,00:11:22.412,Shot,
