50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.057372,,,,,,,,,,,,,b79a4a09-d699-4278-ac9b-c84369893f19,1437,,,"[83.3, 40.2]",3844385,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sarah Puntigam,10240.0,Center Defensive Midfield,111,Austria Women's,859,"['28410819-c79e-45de-aa93-e18c769cab41', 'd700de09-1625-44a7-8d8c-1db56427341d']",54,,Left Foot,"[84.6, 40.1]",,"[{'location': [119.4, 39.1], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.7, 40.0], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.3, 61.4], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.0, 51.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [98.1, 30.5], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.0, 50.9], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [80.2, 11.1], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [95.8, 42.3], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 44.4], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [91.9, 53.0], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [89.3, 47.5], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.9, 39.0], 'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [84.9, 28.1], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [91.7, 40.6], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Blocked,0.006765043,Normal,Open Play,,,,Austria Women's,859,00:41:54.209,Shot,
,,,,,,,,,,,,,,,,,0.324541,,,,,,,,,,,,,73734a79-6810-449a-a222-cb7d4b335564,1462,,,"[115.3, 51.5]",3844385,42,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Svenja Huth,10374.0,Right Wing,112,Germany Women's,857,['5dededb4-a5fb-4236-87c1-034dabcf2648'],16,,Right Foot,"[118.2, 44.9, 0.2]",,"[{'location': [117.4, 44.5], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.4, 50.0], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.9, 50.1], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.8, 39.9], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.3, 42.2], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.5, 37.2], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.2, 30.4], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [114.8, 40.5], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.6, 40.3], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",498d304f-2094-439e-8065-2c37bba9fdb0,True,Saved,0.110355966,Normal,Open Play,,,,Germany Women's,857,00:42:16.321,Shot,
,,,,,,,,,,,,,,,,,0.533151,,,,,,,,,,,,,b7d628b8-affc-4af9-8744-31da50708f23,1467,,,"[113.5, 39.0]",3844385,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Giulia Gwinn,25492.0,Right Back,113,Germany Women's,857,"['8afd2dba-4b12-4c2c-8d2e-2fd0b8f00678', 'd6a76ccd-7da1-4363-9e4a-af76d8852ac1']",4,True,Head,"[120.0, 32.4, 1.0]",,"[{'location': [113.3, 61.2], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 43.5], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.4, 43.2], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.7, 40.2], 'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.8, 44.7], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.0, 38.6], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.4, 39.7], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [112.9, 41.5], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.1, 42.4], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.9, 47.5], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.5, 40.2], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.2, 41.5], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [114.7, 41.4], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [118.6, 44.1], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.4, 48.5], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.3, 47.6], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",3ccb06d9-a28c-4538-8bdb-46da8f1c1f2c,,Off T,0.1376945,Normal,Open Play,,,,Germany Women's,857,00:43:04.698,Shot,True
,,,,,,,,,,,,,,,,,1.244625,,,,,,,,,,,,,84ca433d-8335-4d2e-9dfd-3cb4a22c56a0,1518,,,"[103.0, 20.7]",3844385,45,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Klara Bühl,25729.0,Left Wing,117,Germany Women's,857,['e6943906-5ff3-44b6-b7f2-6d056cb0d3b7'],36,,Right Foot,"[120.0, 48.3, 4.7]",,"[{'location': [106.0, 19.8], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 37.8], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.6, 45.7], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.4, 40.3], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 38.0], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.7, 30.0], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 42.1], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.2, 26.3], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 28.6], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [108.7, 47.0], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [107.6, 38.3], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 41.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.3, 30.9], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [95.4, 43.6], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",c2193d28-fd2a-4534-b50b-649ff95a5df1,,Off T,0.012716601,Normal,Open Play,,,,Germany Women's,857,00:45:36.808,Shot,
,,,,,,,,,,,,,,,,,0.791889,,,,,,,,,,,,,1b14ee1e-075f-43c2-9e19-a28a9d0a1708,1549,,,"[105.4, 34.0]",3844385,45,,,True,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Giulia Gwinn,25492.0,Right Back,120,Germany Women's,857,['54a3afdb-5d26-43b2-8eb2-04ef0c4d466a'],14,,Left Foot,"[120.0, 36.1, 0.2]",True,"[{'location': [118.2, 37.3], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.1, 33.9], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 38.6], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.8, 36.5], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [114.9, 40.5], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.0, 31.5], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.7, 32.6], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.1, 24.5], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.4, 25.3], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.5, 23.8], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.7, 43.7], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.0, 31.1], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.9, 36.4], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.9, 27.1], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.6, 25.7], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.5, 17.1], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",88a88dd9-8e58-4682-a0e7-a5c7a9d5ee22,,Post,0.10769952,Normal,Open Play,,,,Germany Women's,857,00:00:14.472,Shot,
,,,,,,,,,,,,,,,,,0.134836,,,,,,,,,,,,,5ec81219-a08d-404b-94ec-624666fa104d,1740,,,"[106.1, 34.6]",3844385,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Svenja Huth,10374.0,Right Wing,126,Germany Women's,857,"['d2bc992b-8e6b-4d0e-8e76-eef49c5a4596', 'd523882e-4f30-4e3a-bc25-66d3d34b75a1']",27,,Left Foot,"[107.3, 35.1]",,"[{'location': [118.3, 38.0], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.4, 32.3], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.8, 37.6], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.5, 23.4], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [107.8, 35.1], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [109.5, 31.8], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.3, 25.4], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [111.2, 26.9], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.1, 10.2], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.9, 12.2], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.2, 28.8], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.1, 25.5], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [100.3, 37.8], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [92.9, 21.6], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",b1a3a921-8381-49ed-9a77-fe182bf7b273,,Blocked,0.08097593,Half Volley,Open Play,,,,Germany Women's,857,00:05:27.158,Shot,
,,,,,,,,,,,,,,,,,1.275463,,,,,,,,,,,,,2c6fdc56-b025-4d9e-8f64-99f3f753cbd6,1745,,,"[94.1, 33.2]",3844385,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lena Oberdorf,25478.0,Center Defensive Midfield,126,Germany Women's,857,"['43400547-e3bd-4298-b893-d9d25789f09a', 'e058b7ba-dc61-4cd9-878c-f01c3fb32093']",29,,Right Foot,"[120.0, 32.2, 0.2]",True,"[{'location': [104.2, 11.9], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [106.3, 11.8], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.3, 39.8], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 43.7], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [102.1, 32.3], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.8, 36.5], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.5, 29.5], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.1, 34.6], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.5, 34.7], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [92.2, 28.7], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.1, 15.5], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [105.9, 17.9], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.9, 32.1], 'player': {'id': 25729, 'name': 'Klara Bühl'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.3, 42.3], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.3, 34.9], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.1, 28.1], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.4, 10.4], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Off T,0.026350489,Normal,Open Play,,,,Germany Women's,857,00:05:29.585,Shot,True
,,,,,,,,,,,,,,,,,2.104324,,,,,,,,,,,,,f2f795a1-e7fb-44e9-aa8f-2114649d7130,1812,,,"[89.4, 15.6]",3844385,52,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Barbara Dunst,43046.0,Left Midfield,134,Austria Women's,859,['93e11f2f-0ced-493d-858e-5383f263e181'],15,,Right Foot,"[120.0, 43.3, 2.8]",,"[{'location': [117.7, 39.2], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 46.1], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [98.7, 33.6], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.6, 24.3], 'player': {'id': 10399, 'name': 'Kathrin Julia Hendrich'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [96.5, 18.4], 'player': {'id': 25492, 'name': 'Giulia Gwinn'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [90.2, 23.5], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [83.6, 38.4], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [85.8, 13.4], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [97.6, 41.4], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.1, 13.0], 'player': {'id': 10233, 'name': 'Nicole Billa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [93.9, 25.0], 'player': {'id': 10242, 'name': 'Laura Feiersinger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [87.2, 31.3], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,,Post,0.007504839,Normal,Open Play,,,,Austria Women's,859,00:07:15.696,Shot,
,,,,,,,,,,,,,,,,,0.290375,,,,,,,,,,,,,bc2f5ab0-5879-425a-bfc5-2a3f3db8691a,1816,,,"[111.0, 50.3]",3844385,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Julia Hickelsberger Füller,32341.0,Right Midfield,134,Austria Women's,859,['e22faae7-0152-4569-8ef3-550efc8e0354'],19,,Right Foot,"[120.0, 49.8, 3.2]",,"[{'location': [110.8, 46.4], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.1, 48.9], 'player': {'id': 25491, 'name': 'Marina Hegering'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.1, 44.1], 'player': {'id': 15443, 'name': 'Merle Frohms'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Off T,0.057267953,Half Volley,Open Play,,,,Austria Women's,859,00:07:19.708,Shot,
,,,,,,,,,,,,,,,,,0.126607,,,,,,,,,,,,,ffff7c8f-4866-4d6e-921f-09644bb96585,1913,,,"[97.7, 29.1]",3844385,54,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Klara Bühl,25729.0,Left Wing,137,Germany Women's,857,"['2d4f86ee-b23d-4dab-94fd-1d4ce8450564', 'a6f65a05-f688-4084-a06d-c38a88138b2f']",39,,Right Foot,"[100.9, 30.8]",,"[{'location': [117.9, 38.3], 'player': {'id': 10237, 'name': 'Manuela Zinsberger'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.5, 47.6], 'player': {'id': 43046, 'name': 'Barbara Dunst'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.1, 41.8], 'player': {'id': 10248, 'name': 'Verena Hanshaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.2, 31.2], 'player': {'id': 10241, 'name': 'Carina Wenninger'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 36.8], 'player': {'id': 43038, 'name': 'Marina Georgieva'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.4, 11.4], 'player': {'id': 32341, 'name': 'Julia Hickelsberger Füller'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [95.1, 19.8], 'player': {'id': 10236, 'name': 'Sarah Zadrazil'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.7, 24.5], 'player': {'id': 10240, 'name': 'Sarah Puntigam'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.4, 24.9], 'player': {'id': 46973, 'name': 'Laura Wienroither'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.2, 28.2], 'player': {'id': 10259, 'name': 'Lina Magull'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [97.2, 37.6], 'player': {'id': 10263, 'name': 'Sara Däbritz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 41.6], 'player': {'id': 10374, 'name': 'Svenja Huth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [103.1, 38.4], 'player': {'id': 15178, 'name': 'Alexandra Popp'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.3, 24.4], 'player': {'id': 25478, 'name': 'Lena Oberdorf'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [87.2, 13.8], 'player': {'id': 32355, 'name': 'Felicitas Rauch'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",4fc6d028-c98e-464b-95e7-a95797cae4d7,,Blocked,0.03916179,Normal,Open Play,,,,Germany Women's,857,00:09:39.108,Shot,
