50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,1.1735,,,,,,,,,,,,d7f080ec-898f-4b1b-9427-c4ea9c0a379b,2285,,,"[101.0, 35.0]",19788,66,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Anne-Marie Heatherson,15714.0,Right Midfield,143,Yeovil Town LFC,970,['7ffa26b9-e1e2-45a4-a6d4-9b148425b8c7'],57,,Left Foot,"[115.0, 35.0]",,"[{'location': [97.0, 46.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 45.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [107.0, 47.0], 'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [113.0, 42.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [110.0, 40.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [114.0, 39.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 38.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.0, 44.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.0, 38.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",fd05d384-a370-447e-9c27-83eb01992752,Wayward,0.066360205,Half Volley,Open Play,,,,Yeovil Town LFC,970,00:21:57.906,Shot,
,,,,,,,,,,,,,0.7411,,,,,,,,,,,,76c02657-e15c-46e0-9861-4a7ab1bc9a18,2354,,,"[85.0, 48.0]",19788,69,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Amy Rodgers,19417.0,Left Center Midfield,150,Liverpool WFC,966,"['1e2ac6ba-31d0-45dc-bfb0-a4fb2840051c', '2e8e51e4-1a2d-487b-9f41-1f257b229e11']",16,,Right Foot,"[103.0, 42.0]",,"[{'location': [90.0, 47.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [105.0, 23.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 25.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.0, 48.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 56.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [119.0, 41.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.0, 42.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.0, 37.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 36.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [89.0, 66.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [102.0, 42.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.0, 50.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [101.0, 38.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [86.0, 32.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.0, 17.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",33b1bc95-6ad2-4a2a-a8a5-b1cda16884c3,Blocked,0.0059417365,Normal,Open Play,,,,Liverpool WFC,966,00:24:16.073,Shot,
,,,,,,,,,,,,,0.1185,,,,,,,,,,,,79f4c927-3d4f-4cac-b043-65f8d3ba5afd,2371,,,"[112.0, 40.0]",19788,69,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,150,Liverpool WFC,966,"['2f858649-3571-4c17-b7f0-f983eb18bf1a', '4aaa856e-c14b-4cf8-b908-179e66840711', '8ec2bbe9-77b6-448c-9783-7205344ba6fb']",32,True,Head,"[114.0, 39.0]",,"[{'location': [95.0, 8.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [101.0, 12.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [104.0, 21.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [114.0, 43.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 44.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.0, 35.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.0, 50.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.0, 37.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 33.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [92.0, 27.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.0, 43.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.0, 58.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [106.0, 48.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",458f7da1-c815-4134-b8c9-1f6735f86851,Blocked,0.093996234,Normal,Open Play,,,,Liverpool WFC,966,00:24:32.200,Shot,True
,,,,,,,,,,,,,1.041414,,,,,,,,,,,,50070a1c-3e1a-489e-9474-51c2dd3e39eb,2394,,,"[109.0, 55.0]",19788,70,,,,,,,,,,,,,,,,,,,,,2,From Counter,Jessica Anne Clarke,15218.0,Right Wing,153,Liverpool WFC,966,['3ac2fed6-4d2c-418a-bf73-d3796943e322'],32,,Right Foot,"[117.0, 41.1, 0.5]",,"[{'location': [107.0, 35.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.0, 37.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [85.0, 69.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [110.0, 51.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 40.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 60.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.0, 54.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 42.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 52.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",3887230e-91a4-4ec6-93b6-a3e048156f28,Saved,0.067239575,Normal,Open Play,,,,Liverpool WFC,966,00:25:32.540,Shot,
,,,,,,,,,,,,,0.2734,,,,,,,,,,,,72cec37b-8375-4be6-97bf-0e4415ce878f,2479,,,"[111.0, 26.0]",19788,73,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jessica Anne Clarke,15218.0,Right Wing,159,Liverpool WFC,966,"['21ccfdbe-9ed5-45f0-9849-6e94cdf4fa24', '9b0d9748-4e51-4a31-bd58-bea2c70d4bc0']",7,,Right Foot,"[112.0, 29.0]",,"[{'location': [105.0, 21.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.0, 40.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.0, 35.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 29.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.0, 39.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.0, 42.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [99.0, 35.0], 'player': {'id': 15628, 'name': 'Christie Murray'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",,Blocked,0.054330688,Normal,Open Play,,,,Liverpool WFC,966,00:28:07.079,Shot,
,,,,,,,,,,,,,0.369178,,,,,,,,,,,,8df6b5cf-05c6-429d-a896-e1ddf5f4764e,2710,,,"[109.0, 44.0]",19788,80,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Courtney Sweetman-Kirk,15611.0,Center Forward,180,Liverpool WFC,966,"['f2594870-0e61-429c-a261-034228348c10', 'f9c50c41-cf4e-47d1-a0f8-b4bfad8e740e']",41,True,Head,"[110.0, 44.0]",,"[{'location': [109.0, 35.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.0, 42.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [107.0, 55.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.0, 56.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.0, 42.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 44.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 41.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [113.0, 41.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.0, 33.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",46d8f06a-6c2a-4f0e-b029-da51d8e6f43b,Blocked,0.07674939,Normal,Open Play,,,,Liverpool WFC,966,00:35:41.715,Shot,True
,,,,,,,,,,,,,0.1084,,,,,,,,,,,,56c575b8-5854-442f-bc09-5b67a68631b5,2730,,,"[83.0, 42.0]",19788,81,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Amy Rodgers,19417.0,Left Center Midfield,181,Liverpool WFC,966,"['630f1ec2-9db2-4d99-b34e-15a947bb266f', 'ec228e56-8113-4f5e-a8f8-1f6515ff3664']",7,,Right Foot,"[86.0, 42.0]",,"[{'location': [84.0, 68.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [99.0, 41.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.0, 50.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [100.0, 35.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [93.0, 43.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [79.0, 42.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [108.0, 52.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [99.0, 54.0], 'player': {'id': 15715, 'name': 'Ellie Mason'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.0, 40.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [92.0, 36.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [90.0, 49.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [104.0, 29.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.0, 41.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.0, 27.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [88.0, 41.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",9dfa8bce-d06f-438f-a517-ee3ac657cabb,Blocked,0.005815806,Normal,Open Play,,,,Liverpool WFC,966,00:36:07.768,Shot,
,,,,,,,,,,,,,0.475148,,,,,,,,,,,,d45f25d8-07ad-40d5-8f43-6a5f37c97ec1,2754,,,"[91.0, 25.0]",19788,81,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Courtney Sweetman-Kirk,15611.0,Center Forward,181,Liverpool WFC,966,"['93183bb3-bc11-49b3-806e-b873571a88f7', '9e77d7b1-c3c5-470d-80b0-13be3f2e48df', 'a75fd87f-d771-4e99-ba3d-b7652bfe9eec']",44,,Right Foot,"[100.0, 27.0]",,"[{'location': [102.0, 22.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [99.0, 33.0], 'player': {'id': 19417, 'name': 'Amy Rodgers'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.0, 29.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.0, 20.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [119.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 48.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [96.0, 35.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [92.0, 24.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [101.0, 26.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 23.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.0, 34.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}]",23709119-6e5c-4f84-998e-4d9633611e3e,Blocked,0.009658105,Normal,Open Play,,,,Liverpool WFC,966,00:36:44.424,Shot,True
,,,,,,,,,,,,,1.765917,,,,,,,,,,,,af18bc9c-3011-428c-bce0-c3c0691465a3,2796,,,"[98.0, 58.0]",19788,83,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Nicola Cousins,15712.0,Right Back,185,Yeovil Town LFC,970,['325c25a7-6668-4cd1-b4af-c5ccba2d0901'],15,,Left Foot,"[120.0, 32.5, 1.4]",,"[{'location': [118.0, 42.0], 'player': {'id': 15626, 'name': 'Anke Preuß'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.0, 45.0], 'player': {'id': 15614, 'name': 'Sophie Elizabeth Bradley-Auckland'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 39.0], 'player': {'id': 15629, 'name': 'Satara Murray'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.0, 64.0], 'player': {'id': 15630, 'name': 'Leigh-Anne Robe'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.0, 53.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [92.0, 42.0], 'player': {'id': 15611, 'name': 'Courtney Sweetman-Kirk'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [102.0, 60.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.0, 58.0], 'player': {'id': 19777, 'name': 'Niamh Fahey'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 36.0], 'player': {'id': 15718, 'name': 'Olivia Fergusson'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.0, 29.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [105.0, 62.0], 'player': {'id': 21290, 'name': 'Erin Bloomfield'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [90.0, 40.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [110.0, 76.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",c02844ea-8f06-4d43-a25b-1837c2fe64fc,Off T,0.013417003,Normal,Open Play,,,,Yeovil Town LFC,970,00:38:15.466,Shot,
,,,,,,,,,,,,,0.029638,,,,,,,,,,,,237aeb54-f04d-41b1-bf44-5a3e178ab2a1,2869,,,"[106.0, 42.0]",19788,85,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Courtney Sweetman-Kirk,15611.0,Center Forward,190,Liverpool WFC,966,"['7876526f-47b5-44d7-a4e0-ddf824a8644a', '94a9e1dc-2c6e-4254-9dc4-149c667229f3']",17,,Right Foot,"[109.0, 44.0]",,"[{'location': [104.0, 43.0], 'player': {'id': 15622, 'name': 'Leandra Little'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [106.0, 49.0], 'player': {'id': 22645, 'name': 'Simran Jhamat'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 42.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.0, 29.0], 'player': {'id': 15218, 'name': 'Jessica Anne Clarke'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.0, 40.0], 'player': {'id': 15707, 'name': 'Georgia Evans'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.0, 39.0], 'player': {'id': 15709, 'name': 'Megan Walsh'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 51.0], 'player': {'id': 15705, 'name': 'Emily Donovan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [107.0, 44.0], 'player': {'id': 15713, 'name': 'Bonnie Horwood'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.0, 42.0], 'player': {'id': 15717, 'name': 'Hannah Short'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.0, 30.0], 'player': {'id': 15714, 'name': 'Anne-Marie Heatherson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 37.0], 'player': {'id': 15712, 'name': 'Nicola Cousins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.0, 46.0], 'player': {'id': 15710, 'name': 'Megan Alexander'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",b1742e99-8c05-4a12-8a29-becfe3338f66,Blocked,0.07006985,Normal,Open Play,,,,Liverpool WFC,966,00:40:17.168,Shot,
