50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.040381,,,,,,,,,,,,361b8d5a-d89a-4218-9bea-426ebf74fc25,827,,"[109.9, 22.9]",3878549,21,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riccardo Saponara,7150.0,Center Attacking Midfield,61,Empoli,290,"['24e0a40f-10ee-4f1c-a8b7-ca2d6bd799ab', 'ad02b8a8-ee3b-4fa2-b543-b3412fe6186b', 'fc44e1fa-25ea-4f5f-914b-f7a864302908']",1,,Left Foot,"[111.0, 24.6]",,"[{'location': [118.0, 36.3], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.9, 38.9], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 30.7], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 24.7], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.4, 27.0], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 22.5], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [105.5, 21.1], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.4, 46.8], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.5, 34.7], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.4, 18.9], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [109.3, 39.1], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [108.5, 35.8], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}]",f19069e4-1ff4-4489-8b3b-d668c65a96ad,,Blocked,0.010362782,Normal,Open Play,,,,Empoli,290,00:21:01.876,Shot,True
,,,,,,,,,,,,,,,0.109247,,,,,,,,,,,,1e3a4cd6-ced7-4cc0-b25a-2574d9ff7290,1049,,"[110.5, 48.5]",3878549,27,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Massimo Maccarone,40252.0,Left Center Forward,77,Empoli,290,"['04087859-df6b-4745-93b9-7746008f167e', '394db0b8-1f32-4f5b-81a9-4b72d7afc793', 'e3d0f35f-7908-43d7-b7b9-46514ec38e93', 'fde64a93-0bef-47b9-b3d4-4b2742e2db7a']",21,,Right Foot,"[111.3, 47.9]",,"[{'location': [101.1, 32.0], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [102.5, 38.0], 'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [112.9, 28.7], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [108.9, 40.2], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [107.5, 32.8], 'player': {'id': 7042, 'name': 'Ivan Radovanović'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.4, 39.3], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [94.2, 46.7], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [110.8, 36.7], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 41.4], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.7, 54.2], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [117.5, 42.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.7, 46.0], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.3, 47.9], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [109.1, 48.7], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [104.0, 40.9], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [87.3, 61.8], 'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",f32696ea-8b58-4924-8631-ddf7b0c192d0,,Blocked,0.053708497,Normal,Open Play,,,,Empoli,290,00:27:21.856,Shot,True
,,,,,,,,,,,,,,,0.644221,,,,,,,,,,,,54d0be4e-9609-4062-bb13-3fca12b9bd4e,1453,,"[113.4, 23.5]",3878549,36,,,True,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Massimo Maccarone,40252.0,Left Center Forward,99,Empoli,290,"['547bf18d-6eb3-474b-8eff-f909a9990321', 'f2b89cc3-ac30-4314-94dc-f698d162ad9f']",25,,Left Foot,"[120.0, 35.9, 2.4]",True,"[{'location': [111.7, 35.9], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 34.2], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.6, 24.5], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.9, 26.4], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.9, 30.6], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [118.1, 36.4], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.6, 45.6], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [102.0, 32.6], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.9, 35.2], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",4e6fc949-5492-4fc7-8eb6-7085a9e41aed,,Post,0.012017628,Normal,Open Play,,,,Empoli,290,00:36:25.528,Shot,True
,,,,,,,,,,,,,,,1.772528,,,,,,,,,,,,9743c564-c667-4fec-9948-466850e8aea2,1535,,"[106.7, 24.2]",3878549,40,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Riccardo Saponara,7150.0,Center Attacking Midfield,104,Empoli,290,"['2f37f68f-9242-4ccf-89c2-e98155bbd961', 'ef368fd3-a9d5-40fc-a1f9-6c86a2876e0c']",15,,Left Foot,"[120.0, 48.9, 0.2]",,"[{'location': [103.9, 21.6], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.6, 25.9], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [111.8, 18.7], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [111.5, 22.3], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.1, 30.1], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.6, 36.6], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [117.7, 36.3], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 16.3], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [110.0, 37.0], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [94.7, 38.2], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",91e0691d-98f1-4460-9a08-63ed90abed7c,,Off T,0.034787863,Normal,Open Play,,,,Empoli,290,00:40:15.335,Shot,True
,,,,,,,,,,,,,,,0.129499,,,,,,,,,,,,d14883b7-a079-4c0b-bbf8-5b87195fdf6e,1711,,"[112.8, 36.4]",3878549,43,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Massimo Maccarone,40252.0,Left Center Forward,110,Empoli,290,"['5432497a-5090-48e3-82e9-0d97a3fd0ab1', '695a52fa-e1b2-429d-8c22-a87256b38f0f', 'd960778c-54d4-4951-be70-8442d9b9af53']",56,,Left Foot,"[113.5, 36.7]",True,"[{'location': [109.1, 22.4], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.0, 21.7], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.5, 34.3], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.8, 37.3], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [112.3, 25.9], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 36.9], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",5f045682-bed1-40b5-8cbe-fc0d2f3d5ffd,,Blocked,0.12141507,Normal,Open Play,,,,Empoli,290,00:43:56.412,Shot,True
,,,,,,,,,,,,,,,0.385751,,,,,,,,,,,,f5b50cfa-a76b-4aa2-8b13-d92d2219cc4d,1717,,"[113.7, 44.6]",3878549,44,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Luca Martinelli,386514.0,Right Center Back,111,Empoli,290,"['04cf324d-5c74-4c96-bd47-ba956ef50e0d', 'fa9a4aa3-57d4-47ae-aabd-575d21544d95']",37,True,Head,"[118.6, 42.4, 2.2]",,"[{'location': [113.9, 34.1], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [113.8, 35.6], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [114.1, 43.6], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [114.0, 39.1], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.7, 43.8], 'player': {'id': 7041, 'name': 'Nicola Rigoni'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.1, 39.2], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [113.8, 31.8], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.6, 15.3], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 38.5], 'player': {'id': 18946, 'name': ""Paul-José M''Poku Ebunge""}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.4, 42.1], 'player': {'id': 7803, 'name': 'Albano Benjamín Bizzarri'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.8, 10.2], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [114.0, 30.0], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [115.0, 35.4], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [112.7, 36.6], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [112.5, 33.1], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",80926ff3-c146-48cf-a53f-5b71e1fe607a,,Saved,0.09724668,Normal,Open Play,,,,Empoli,290,00:44:37.546,Shot,True
,,,,,,,,,,,,,,,0.727492,,,,,,,,,,,,0930105c-44b4-4cb9-95fb-511c5d53787d,1890,,"[116.0, 30.5]",3878549,48,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Lucas Nahuel Castro,7049.0,Right Center Midfield,126,Chievo,231,"['6543bb74-e954-4030-b32b-bbc5fd971c88', 'de92c6b9-fa1b-4565-bad3-190133eef90b']",0,True,Head,"[120.0, 35.1, 0.8]",,"[{'location': [118.3, 36.8], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.8, 62.7], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [116.4, 31.4], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.9, 43.8], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [119.2, 41.9], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [113.3, 49.0], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.7, 44.4], 'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.4, 40.7], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [114.5, 38.1], 'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 42.0], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [113.6, 31.9], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.7, 39.2], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [116.2, 38.7], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [107.9, 64.9], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [114.1, 46.7], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [115.0, 34.5], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}]",0175e2e9-16b1-41ed-9b18-ec7adb99cb21,,Off T,0.031971414,Normal,Open Play,,,,Chievo,231,00:03:00.622,Shot,True
,,,,,,,,,,,,,,,0.384688,,,,,,,,,,,,ac6e57a4-da42-4f42-9df8-4d765eab7fc0,2112,,"[102.5, 26.0]",3878549,52,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Perparim Hetemaj,7046.0,Left Center Midfield,135,Chievo,231,"['133746ea-b880-4eeb-a3d0-184d311df4b3', '17131f4f-4f23-4355-99d2-c11c2a3c3715']",22,,Right Foot,"[103.5, 26.7]",,"[{'location': [105.2, 38.3], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.1, 32.5], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 24.8], 'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.6, 26.9], 'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.7, 37.3], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [99.5, 23.8], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [100.8, 14.5], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [118.4, 37.0], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.4, 13.8], 'player': {'id': 8645, 'name': 'Massimo Gobbi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.5, 32.6], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [101.0, 38.0], 'player': {'id': 11643, 'name': 'Riccardo Meggiorini'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}]",1d92bdc5-aac1-4bc8-9321-a3cbeef7fe20,,Blocked,0.01791972,Normal,Open Play,,,,Chievo,231,00:07:22.360,Shot,
,,,,,,,,,,,,,,,0.794215,,,,,,,,,,,,1906a9a6-540f-4f00-af2d-4214dc0783c8,2142,,"[115.8, 46.0]",3878549,54,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Riccardo Meggiorini,11643.0,Right Center Forward,140,Chievo,231,['94383bfc-1c30-4980-9fdc-9f4c20a41e95'],25,,Head,"[120.0, 42.6, 2.0]",,"[{'location': [119.0, 39.4], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.3, 38.0], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [113.6, 34.3], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.7, 38.9], 'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.6, 42.3], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [116.0, 44.5], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [111.8, 40.3], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [116.9, 43.6], 'player': {'id': 40252, 'name': 'Massimo Maccarone'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [114.4, 46.7], 'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 64.5], 'player': {'id': 7054, 'name': 'Manuel Pucciarelli'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [115.6, 50.1], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [114.7, 36.1], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.5, 36.7], 'player': {'id': 7052, 'name': 'Alessandro Gamberini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.4, 40.9], 'player': {'id': 8877, 'name': 'Boštjan Cesar'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [114.6, 43.2], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [110.8, 70.5], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e84edbac-36e0-4d2e-9355-9afb86a8d1fd,,Goal,0.1270804,Normal,Open Play,,,,Chievo,231,00:09:25.570,Shot,
,,,,,,,,,,,,,,,2.202007,,,,,,,,,,,,1e9c732b-b235-4994-9d12-5974c81f1e36,2198,,"[108.3, 43.9]",3878549,55,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Riccardo Meggiorini,11643.0,Right Center Forward,143,Chievo,231,['21770eb7-8dfc-404a-9a12-042f5488f642'],57,,Head,"[120.0, 28.4, 0.3]",,"[{'location': [106.8, 36.3], 'player': {'id': 7045, 'name': 'Valter Birsa'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [93.2, 56.1], 'player': {'id': 7046, 'name': 'Perparim Hetemaj'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.5, 57.6], 'player': {'id': 7151, 'name': 'Mário Rui Silva Duarte'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 46.5], 'player': {'id': 17520, 'name': 'Federico Barba'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.3, 66.7], 'player': {'id': 40251, 'name': 'Daniele Croce'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [108.3, 42.4], 'player': {'id': 386514, 'name': 'Luca Martinelli'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.9, 55.7], 'player': {'id': 3412, 'name': 'Assane Dioussé El Hadji'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.9, 38.1], 'player': {'id': 40250, 'name': 'Marco Zambelli'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.7, 43.4], 'player': {'id': 5660, 'name': 'Piotr Zieliński'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [88.6, 43.9], 'player': {'id': 7150, 'name': 'Riccardo Saponara'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [116.5, 40.7], 'player': {'id': 11508, 'name': 'Łukasz Skorupski'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.6, 74.1], 'player': {'id': 23324, 'name': 'Nicolas Sebastian Frey'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.8, 40.2], 'player': {'id': 6950, 'name': 'Alberto Paloschi'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [91.7, 66.9], 'player': {'id': 7049, 'name': 'Lucas Nahuel Castro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",3de17832-7bf0-4ae6-a2ad-44a3ed3b18da,,Off T,0.08329902,Normal,Open Play,,,,Chievo,231,00:10:57.790,Shot,
