50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.092722,,,,,,,,,,,,,5e39a69f-b5d2-4df6-bf1d-a1fc2ff22f97,2081,,"[101.3, 40.9]",3825899,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Francisco Alcácer García,6402.0,Center Forward,107,Valencia,207,['7259312f-81c9-44f2-bdac-2b588b185a87'],43,,Left Foot,,"[120.0, 35.2, 4.8]",,"[{'location': [106.0, 49.4], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 42.0], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.1, 37.1], 'player': {'id': 220761, 'name': 'Miguel Ángel Muñoz Alonso'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [106.8, 43.2], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.4, 40.2], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.2, 54.0], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [108.8, 37.8], 'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [101.2, 39.6], 'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.5, 28.8], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",18d0da44-8f5d-42c9-962c-cf0fafc8f1ea,,Off T,0.13845666,Normal,Open Play,,,,Valencia,207,00:08:43.916,Shot,
,,,,,,,,,,,,,,,,0.30796,,,,,,,,,,,,,aff70ef4-40d5-4325-a8a9-89e2220ad0e7,2163,,"[109.2, 27.4]",3825899,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Moisés Gómez Bordonado,11675.0,Right Center Midfield,112,Getafe,216,['98d8c85f-4065-4bcb-a5a0-89f9f4ae91bb'],42,,Left Foot,,"[117.4, 36.2, 0.3]",True,"[{'location': [109.0, 39.5], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.5, 38.1], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [104.1, 46.1], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.3, 33.0], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.1, 24.5], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.3, 36.8], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.6, 46.5], 'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 45.6], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",9186849a-2cbb-442d-9248-e12b739d2a28,,Saved,0.118612066,Normal,Open Play,,,,Getafe,216,00:10:42.191,Shot,
,,,,,,,,,,,,,,,,0.306154,,,,,,,,,,,,,01ef4822-e08a-44e1-aaba-256461081d54,2224,,"[110.3, 46.3]",3825899,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro León Sánchez Gil,6907.0,Right Midfield,114,Getafe,216,['0fad6980-1627-4406-b174-84ffcb42e716'],36,,Right Foot,,"[120.0, 40.0, 3.9]",True,"[{'location': [98.9, 38.6], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [112.0, 32.0], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.6, 43.0], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.0, 32.8], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 32.4], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.1, 15.5], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.6, 41.5], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",89f2fd4a-c7ce-431e-be29-e2c868c1af02,,Off T,0.41977486,Normal,Open Play,,,,Getafe,216,00:11:36.254,Shot,
,,,,,,,,,,,,,,,,0.311765,,,,,,,,,,,,,3eed7be5-4388-43c7-826f-ea69c17a1d47,2275,,"[114.1, 29.4]",3825899,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Moisés Gómez Bordonado,11675.0,Right Center Midfield,118,Getafe,216,['d961d1b7-45a3-4a7f-8386-69b360169493'],44,,Left Foot,,"[118.0, 36.9, 0.9]",True,"[{'location': [105.8, 44.1], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.7, 31.8], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [101.4, 56.3], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.2, 39.3], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.0, 37.3], 'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.5, 47.7], 'player': {'id': 5718, 'name': 'Rodrigo Moreno Machado'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 37.1], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.2, 38.9], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [93.1, 63.3], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [97.8, 53.9], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [112.0, 41.8], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.0, 44.3], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [95.8, 62.6], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.1, 51.4], 'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [106.3, 36.4], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [113.6, 41.7], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 52.0], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",65778f8b-683e-4f35-8fc0-5aabd508882d,,Saved,0.113250576,Volley,Open Play,,,,Getafe,216,00:13:44.601,Shot,
,,,,,,,,,,,,,,,,1.610337,,,,,,,,,,,,,6cea8b6e-ec0e-460a-953d-ad44664eb74b,2278,,"[108.6, 36.3]",3825899,58,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Álvaro Medrán Just,6736.0,Left Center Midfield,118,Getafe,216,['9bba007c-c081-45ec-a891-de3fcca9f1f3'],46,,Right Foot,,"[120.0, 40.5, 0.2]",True,"[{'location': [96.8, 60.3], 'player': {'id': 6720, 'name': 'Pablo Sarabia García'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [104.9, 48.2], 'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [113.7, 37.8], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [116.6, 44.1], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.1, 37.6], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [118.0, 40.3], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [97.5, 50.4], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [107.6, 36.7], 'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.6, 41.9], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [100.3, 55.2], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [114.6, 31.1], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.2, 35.7], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.9, 59.5], 'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [117.1, 41.5], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.9, 51.5], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [115.2, 33.3], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,Goal,0.12309652,Half Volley,Open Play,,,,Getafe,216,00:13:46.161,Shot,
,,,,,,,,,,,,,,,,0.719625,,,,,,,,,,,,,788337f5-f679-4a34-a405-3084f27a1208,2305,,"[102.5, 50.0]",3825899,60,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Álvaro Medrán Just,6736.0,Left Center Midfield,120,Getafe,216,"['597ba61e-41ca-4d18-b58b-e61e7d300b10', '7d57e2cf-25ff-4681-9db6-c5d27d3aa2a7']",4,,Left Foot,,"[116.9, 41.2, 2.1]",,"[{'location': [117.6, 40.9], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.5, 56.1], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.7, 50.1], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 42.8], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.2, 62.2], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [98.7, 44.5], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [103.9, 31.9], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.1, 55.0], 'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [98.6, 23.5], 'player': {'id': 11675, 'name': 'Moisés Gómez Bordonado'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [84.2, 63.3], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [103.3, 37.0], 'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.9, 55.6], 'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",0f8f7bb7-581f-4964-a0be-9847f3dbd181,,Saved,0.08987518,Normal,Open Play,,,,Getafe,216,00:15:04.848,Shot,True
,,,,,,,,,,,,,,,,0.715828,,,,,,,,,,,,,8911f31c-1a3a-4894-9f6b-1650d6f08aa4,2634,,"[104.5, 37.0]",3825899,67,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Stefan Šćepović,23416.0,Center Forward,133,Getafe,216,['880d379d-11e6-472f-99e4-9e9f357af3b4'],20,,Right Foot,,"[120.0, 37.0, 0.2]",,"[{'location': [109.4, 38.0], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.4, 41.8], 'player': {'id': 6907, 'name': 'Pedro León Sánchez Gil'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [91.7, 42.4], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.0, 38.3], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.6, 36.6], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}]",c1b38f06-5aa7-4610-ba72-650bacc87dad,True,Goal,0.4880689,Normal,Open Play,,,,Getafe,216,00:22:20.443,Shot,
,,,,,,,,,,,,,,,,1.083321,,,,,,,,,,,,,c7688dbb-3284-4c5b-ab9d-10d2f1afaf07,2980,,"[109.5, 35.7]",3825899,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Sarabia García,6720.0,Left Midfield,154,Getafe,216,"['1e36eb86-8458-4d3f-9cf4-d43b412d2179', 'e8ea3834-fad9-41d6-8431-1e340cbb28f9']",42,True,Head,,"[118.6, 38.7, 0.9]",,"[{'location': [119.3, 39.0], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.0, 58.6], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.9, 60.8], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [109.1, 54.0], 'player': {'id': 6595, 'name': 'Daniel Parejo Muñoz'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 46.1], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.1, 36.8], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.1, 38.1], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.7, 52.5], 'player': {'id': 6751, 'name': 'Javier Fuego Martínez'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [107.1, 64.5], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [113.5, 52.5], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [110.2, 37.0], 'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.8, 34.8], 'player': {'id': 7005, 'name': 'João Pedro Cavaco Cancelo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [85.5, 64.3], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",c50fe959-a479-47d3-8767-42c7d24cdc5b,,Saved,0.048374046,Normal,Open Play,,,,Getafe,216,00:34:42.703,Shot,True
,,,,,,,,,,,,,,,,0.487336,,,,,,,,,,,,,ca962b0d-3c57-4264-a1d7-0acf7751f7ff,3114,,"[109.5, 40.9]",3825899,83,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Francisco Alcácer García,6402.0,Center Forward,163,Valencia,207,['c8a9a928-91d9-489e-929d-7bee504c062e'],22,,Right Foot,,"[120.0, 43.7, 0.3]",True,"[{'location': [107.3, 34.2], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [111.7, 51.2], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [103.0, 51.2], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.3, 40.8], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [114.6, 47.2], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [112.1, 48.0], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.6, 49.0], 'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.5, 53.8], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 40.8], 'player': {'id': 6736, 'name': 'Álvaro Medrán Just'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [113.1, 49.4], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",b77fa69c-47b4-4501-b9d6-fda668ca6769,,Goal,0.2905939,Volley,Open Play,,,,Valencia,207,00:38:22.095,Shot,
,,,,,,,,,,,,,,,,0.382917,,,,,,,,,,,,,3794c251-f998-46ea-9623-32654e367925,3135,,"[115.2, 52.7]",3825899,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Álvaro Medrán Just,6736.0,Left Center Midfield,164,Getafe,216,['a181c7ef-6793-4b2a-927b-34cc2ab3c064'],28,,Right Foot,,"[119.1, 44.0, 0.4]",True,"[{'location': [101.7, 61.0], 'player': {'id': 15893, 'name': 'Víctor Rodríguez Romero'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [118.7, 43.3], 'player': {'id': 25144, 'name': 'Diego Alves Carreira'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.7, 36.5], 'player': {'id': 3638, 'name': 'Shkodran Mustafi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 47.1], 'player': {'id': 26780, 'name': 'Guilherme Magdalena Siqueira'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.4, 54.4], 'player': {'id': 23416, 'name': 'Stefan Šćepović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.2, 48.2], 'player': {'id': 4406, 'name': 'Aymen Abdennour'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",8b59ca29-bf82-45a7-95b1-45ae81601806,,Saved,0.047098782,Half Volley,Open Play,,,,Getafe,216,00:39:28.280,Shot,
,,,,,,,,,,,,,,,,0.730711,,,,,,,,,,,,,e64579c3-b78c-444f-994d-fc729ff5c581,3260,,"[91.2, 36.8]",3825899,89,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Center Defensive Midfield,178,Valencia,207,['4fcbf203-7b1b-49b3-a2cb-c5a31f9b7bd6'],22,,Left Foot,,"[112.9, 41.4, 0.7]",,"[{'location': [113.4, 39.1], 'player': {'id': 6625, 'name': 'Vicente Guaita Panadero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.2, 41.3], 'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [91.9, 41.5], 'player': {'id': 6856, 'name': 'Carlos Martín Vigaray'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 42.8], 'player': {'id': 27092, 'name': 'Abdoul Karim Yoda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [97.4, 36.6], 'player': {'id': 27403, 'name': 'Santiago Vergini'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.6, 30.1], 'player': {'id': 6627, 'name': 'Damián Nicolás Suárez Suárez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [82.1, 27.9], 'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [95.4, 23.1], 'player': {'id': 6594, 'name': 'Santiago Mina Lorenzo'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}]",6761597e-47f0-4da4-8604-12c3294db195,,Saved,0.041931614,Normal,Open Play,,,,Valencia,207,00:44:22.319,Shot,
