bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.73797,,,,,,,,,,,,,1cb08af5-0340-4e47-9dbd-cad756b7a50c,1481,,"[94.6, 38.1]",266357,36,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,61,Barcelona,217,['5d00100f-c2dd-4224-9791-5020a6dd78a3'],7,Left Foot,"[120.0, 34.0, 1.3]",,"[{'location': [93.9, 29.5], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [96.2, 52.5], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [87.1, 39.6], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.0, 30.1], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.3, 42.1], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.3, 35.1], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [85.2, 51.8], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [96.1, 41.2], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.5, 40.4], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [101.3, 56.1], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.4, 30.3], 'player': {'id': 23944, 'name': 'Oier Sanjurjo Mate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [100.4, 37.7], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [102.1, 33.9], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [102.1, 44.4], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 43.9], 'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.5, 38.1], 'player': {'id': 6657, 'name': 'Sergio León Limones'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': False}, {'location': [97.8, 38.9], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [87.3, 52.3], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",,,,Off T,0.030762248,Volley,Open Play,,,,Barcelona,217,00:36:07.303,Shot,
,,,,,,,,,,,,,,,,1.798578,,,,,,,,,,,,,0faa2d07-f501-40b2-b750-99869f4689fc,1753,,"[110.9, 29.3]",266357,42,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,75,Barcelona,217,['ce8b4acf-9b29-49d9-b58e-782211aee473'],29,Left Foot,"[120.0, 49.3, 0.1]",True,"[{'location': [107.6, 49.2], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [120.0, 20.5], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.4, 12.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.8, 23.1], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [110.6, 24.4], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [113.6, 24.4], 'player': {'id': 23944, 'name': 'Oier Sanjurjo Mate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [115.8, 24.4], 'player': {'id': 24313, 'name': 'Miguel Flaño Bezunartea'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [118.8, 36.5], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.3, 29.2], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': False}, {'location': [111.2, 32.2], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [112.9, 38.5], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [112.3, 46.8], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.4, 38.5], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",cffb8a0f-0fde-4f42-a9b9-1481f70efefd,,,Off T,0.1271873,Normal,Open Play,,,,Barcelona,217,00:42:29.814,Shot,
,,,,,,,,,,,,,,,,0.2247,,,,,,,,,,,,,8ca5e80b-9e7c-4ac4-b5bb-73b29b45d0ae,1768,,"[101.0, 26.0]",266357,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Torres Morales,23947.0,Left Defensive Midfield,78,Osasuna,422,"['0e2678b5-1369-4a55-b5f1-1605eabca8ff', '224909fd-fa45-4776-9355-4ccce2b20966']",45,Left Foot,"[105.7, 29.6]",,"[{'location': [98.9, 49.0], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.7, 50.6], 'player': {'id': 6657, 'name': 'Sergio León Limones'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'teammate': True}, {'location': [85.7, 46.3], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 17.2], 'player': {'id': 27243, 'name': 'Oriol Riera Magem'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [117.6, 36.9], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.0, 56.4], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.8, 45.5], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.8, 29.7], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.3, 29.2], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [96.2, 29.9], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [95.4, 41.0], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",,,,Blocked,0.03455071,Normal,Open Play,,,,Osasuna,422,00:43:45.529,Shot,
,,,,,,,,,,,,,,,,1.5751,,,,,,,,,,,,,cd305e6b-6b1d-4d74-8a08-238cdff0c779,2004,,"[93.7, 56.0]",266357,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Sergio León Limones,6657.0,Right Center Forward,89,Osasuna,422,['03ba9f25-8a85-45c9-b037-f70b8ee63b71'],22,Right Foot,"[120.0, 36.8, 3.0]",,"[{'location': [81.1, 53.8], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [84.8, 29.4], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [118.7, 41.7], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.0, 52.3], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [92.3, 40.1], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [88.9, 45.6], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [82.7, 55.6], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [77.7, 48.3], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [82.0, 25.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [78.1, 31.1], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}]",470b368a-3ab0-4a74-9e4d-a4b83e68fdc0,,,Post,0.018421113,Lob,Open Play,,,,Osasuna,422,00:03:22.318,Shot,
,,,,,,,,,,,,,,,,0.394618,,,,,,,,,,,,,fbede1c5-815f-45d7-8bf0-b2585f899862,2500,,"[114.8, 41.0]",266357,58,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,100,Barcelona,217,['316922ae-ada5-4755-9767-795634fd2853'],8,Right Foot,"[120.0, 40.6, 0.1]",True,"[{'location': [95.6, 52.0], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.6, 59.8], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.1, 29.7], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [108.6, 35.3], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [105.8, 28.9], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [115.0, 37.6], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.4, 43.5], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.5, 44.2], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.8, 40.9], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [106.0, 38.9], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.2, 37.5], 'player': {'id': 23950, 'name': 'David García Zubiría'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.7, 31.3], 'player': {'id': 23944, 'name': 'Oier Sanjurjo Mate'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.6, 28.6], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [104.8, 30.7], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",80f68c80-3b0a-4f44-859f-2874af1c7913,,True,Goal,0.8204072,Normal,Open Play,,,,Barcelona,217,00:13:08.989,Shot,
,,,,,,,,,,,,,,,,0.1583,,,,,,,,,,,,,7dc7c5d9-76fc-40b4-a861-0bfbb6fe51e2,2761,,"[107.0, 44.6]",266357,64,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,108,Barcelona,217,"['13361e7a-651b-4d8d-a01a-02aad5dd6475', '95e0efb7-5053-4e07-9ea2-b46f005bdd38']",3,Left Foot,"[108.6, 41.5]",True,"[{'location': [106.4, 21.1], 'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.0, 38.5], 'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.9, 40.2], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [88.9, 52.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [114.6, 40.5], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.0, 51.8], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 44.4], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.4, 40.5], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [96.6, 42.6], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [100.7, 36.5], 'player': {'id': 23950, 'name': 'David García Zubiría'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 40.2], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [107.0, 28.0], 'player': {'id': 27566, 'name': 'Cayetano Bartolomé Bonnín Vásquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.7, 32.6], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",c99c42c2-a417-4dc8-a67d-f0907a771dfe,,,Blocked,0.10160072,Volley,Open Play,,,,Barcelona,217,00:19:03.169,Shot,
,,,,,,,,,,,,,,,,0.6225,,,,,,,,,,,,,7316e54b-9e8a-49b0-b265-24796b8c1cf2,2883,,"[102.1, 51.3]",266357,67,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,113,Barcelona,217,['37d42492-5f8a-4f85-bc98-d5c986e293f1'],3,Left Foot,"[116.8, 43.7, 0.2]",,"[{'location': [106.8, 54.6], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.9, 41.5], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [111.8, 41.9], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [107.0, 30.8], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.7, 42.2], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.1, 47.3], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.0, 50.5], 'player': {'id': 23950, 'name': 'David García Zubiría'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.9, 60.6], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [104.4, 43.3], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [103.4, 40.9], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.0, 40.0], 'player': {'id': 27566, 'name': 'Cayetano Bartolomé Bonnín Vásquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [98.6, 51.3], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}]",e1cf6213-f981-4228-a768-ec412c75abfb,,,Saved,0.055789776,Normal,Open Play,,,,Barcelona,217,00:22:03.726,Shot,
,,,,,,,,,,,,,,,,1.3409,,,,,,,,,,,,,1904f7be-6f88-40e9-9a06-0a860388df99,3076,,"[114.0, 33.2]",266357,71,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,121,Barcelona,217,['cc83a059-b8a9-4ece-bdb4-355dcdbbe01e'],56,Left Foot,"[120.0, 41.1, 1.9]",True,"[{'location': [120.0, 27.1], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [107.5, 42.0], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [94.7, 49.5], 'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.8, 33.1], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.8, 47.1], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.5, 39.3], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [112.7, 39.6], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.2, 34.0], 'player': {'id': 15955, 'name': 'Goran Čaušić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.7, 31.2], 'player': {'id': 23950, 'name': 'David García Zubiría'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [113.6, 26.3], 'player': {'id': 27566, 'name': 'Cayetano Bartolomé Bonnín Vásquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 26.7], 'player': {'id': 23991, 'name': 'Miguel Ángel De las Cuevas Barberá'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}]",a3ea93ad-2540-40cd-935e-d484cd35807c,,,Goal,0.3266208,Normal,Open Play,,,,Barcelona,217,00:26:56.538,Shot,
,,,,,,,,,,,,,,,,0.683893,,,,,,,,,,,,,1f550004-92b5-423b-a983-cb88e823a5b4,3255,,"[98.5, 55.6]",266357,76,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Sergio León Limones,6657.0,Right Center Forward,128,Osasuna,422,['031fb625-cd0d-4458-b079-6374977cddff'],48,Left Foot,"[117.8, 40.7, 0.4]",,"[{'location': [104.9, 45.5], 'player': {'id': 8540, 'name': 'Kenan Kodro'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'teammate': True}, {'location': [88.8, 29.5], 'player': {'id': 7478, 'name': 'Alejandro Berenguer Remiro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [118.0, 41.4], 'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [99.0, 31.9], 'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [104.0, 43.0], 'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.3, 42.8], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.3, 55.8], 'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 51.2], 'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [91.3, 53.4], 'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [86.1, 63.9], 'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",7992eb5e-a484-46b3-be98-fa9da3aa3ab1,,,Saved,0.026028456,Normal,Open Play,,,,Osasuna,422,00:31:48.885,Shot,
,,,,,,,,,,,,,,,,0.4581,,,,,,,,,,,,,9f774e5c-5ca7-4d18-bd74-128701927233,3864,,"[108.5, 28.6]",266357,89,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,148,Barcelona,217,"['d0739bec-65b9-4d0a-8bc4-4a2a5721ff49', 'fc9e73b5-d2a8-426b-a866-979751e6be54']",41,Left Foot,"[112.9, 36.2]",,"[{'location': [98.5, 44.5], 'player': {'id': 6998, 'name': 'Rafael Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [112.7, 40.2], 'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [113.3, 26.8], 'player': {'id': 6609, 'name': 'Denis Suárez Fernández'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [114.5, 35.6], 'player': {'id': 24872, 'name': 'Cecilio Nauzet Pérez González'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.0, 45.2], 'player': {'id': 23948, 'name': 'Carlos Clerc Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.5, 30.4], 'player': {'id': 23950, 'name': 'David García Zubiría'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.5, 36.2], 'player': {'id': 18160, 'name': 'Iván Márquez Álvarez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.7, 40.2], 'player': {'id': 23947, 'name': 'Roberto Torres Morales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [108.0, 30.3], 'player': {'id': 27566, 'name': 'Cayetano Bartolomé Bonnín Vásquez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",,,,Blocked,0.11065115,Normal,Open Play,,,,Barcelona,217,00:44:41.029,Shot,
