50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,0.595147,,,,,,,,,,,,,9be5880b-420f-430d-a232-45ee3e7f5c61,1909,,"[108.0, 39.8]",3775622,47,,,,,,,,,,,,,,,,,,,,,,,,2,Other,Ella Toone,31534.0,Center Attacking Midfield,114,Manchester United,1475,['2f6f2fe7-8aac-4cda-a845-edd26773a95a'],38,Right Foot,,"[120.0, 42.8, 0.3]",,,,,Goal,,0.7835,Normal,Penalty,,,,Manchester United,1475,00:02:38.070,Shot,
,,,,,,,,,,,,,,,,,,,0.881775,,,,,,,,,,,,,69adc58e-b2c5-46e1-9846-80f437716518,2235,,"[98.7, 50.3]",3775622,58,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,133,Manchester United,1475,['9efbc157-bb4f-4185-86d5-c6937288eb8f'],16,Left Foot,,"[117.8, 40.1, 1.6]",,"[{'location': [88.3, 29.2], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [93.6, 34.3], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': True}, {'location': [93.3, 70.7], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [104.4, 29.8], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [80.3, 66.9], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [101.0, 32.9], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [92.5, 48.5], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [104.1, 47.7], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.0, 41.0], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [104.7, 59.4], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.8, 50.9], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [106.2, 60.2], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.7, 55.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.0, 50.7], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [106.0, 44.1], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",32f201d4-3542-4d33-8788-d675e550bffe,,Saved,,0.04120241,Normal,Open Play,,,,Manchester United,1475,00:13:16.099,Shot,
,,,,,,,,,,,,,,,,,,,0.9322,,,,,,,,,,,,,c86429ab-35f0-4662-a470-4e08c9efcc65,2245,,"[98.2, 32.5]",3775622,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Christen Annemarie Press,6817.0,Center Forward,138,Manchester United,1475,['e85c1ba5-211c-4195-b204-d56b89ac594a'],4,Left Foot,,"[114.9, 40.8, 0.9]",,"[{'location': [103.3, 30.3], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.2, 39.1], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [99.5, 57.7], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.6, 9.3], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [101.7, 47.2], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.0, 34.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.9, 29.5], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [99.5, 33.9], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [95.4, 38.2], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 24.0], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.8, 46.7], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [93.9, 36.4], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [86.2, 55.3], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [115.2, 38.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",acd85abe-39a3-4b68-87c9-0f4dffa633da,,Saved,,0.0544076,Normal,Open Play,,,,Manchester United,1475,00:14:04.937,Shot,
,,,,,,,,,,,,,,,,,,,0.181399,,,,,,,,,,,,,5d59b815-a3ac-4791-b9ca-d082fad40710,2313,,"[94.7, 38.3]",3775622,60,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kit Graham,31551.0,Center Defensive Midfield,141,Tottenham Hotspur Women,749,"['0758be1a-5361-447b-a327-d6a86bd1aa65', '66fc25df-6757-441f-ae23-f78acc2490c8', 'dcba83eb-b47b-426c-b4bf-cbc74dc52472']",15,Left Foot,,"[99.5, 38.7]",,"[{'location': [100.4, 49.0], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [88.2, 26.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [97.0, 26.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.1, 60.5], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [119.3, 41.2], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.8, 33.9], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [99.8, 39.0], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.0, 45.8], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [95.7, 39.0], 'player': {'id': 31540, 'name': 'Katie Zelem'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.5, 55.0], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [87.4, 26.4], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [96.2, 51.0], 'player': {'id': 15562, 'name': 'Lucy Staniforth'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 55.6], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}]",89a644b4-fd85-422a-841a-6fc08e0a6d56,,Blocked,,0.037722945,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:15:15.809,Shot,True
,,,,,,,,,,,,,,,,,,,0.150093,,,,,,,,,,,,,37c3c848-3d77-46fa-bb86-bb5783840b6c,2373,,"[107.4, 32.7]",3775622,61,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,144,Manchester United,1475,"['7a5af2f6-7f14-48e7-8493-6d16fae5b942', 'a202caa6-109b-4ee0-a01f-9df58270e76d']",30,Left Foot,,"[110.8, 33.9]",True,"[{'location': [114.8, 16.3], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [110.9, 33.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.0, 16.9], 'player': {'id': 4848, 'name': 'Ashleigh Neville'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.1, 26.7], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.3, 38.2], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 46.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [112.8, 39.7], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [93.5, 55.5], 'player': {'id': 31702, 'name': 'Rianna Dean'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.5, 37.2], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [117.3, 37.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.1, 48.2], 'player': {'id': 31535, 'name': 'Jessica Sigsworth'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",a9666612-a33a-45fc-a447-20d0198f7898,,Blocked,,0.18131556,Normal,Open Play,,,,Manchester United,1475,00:16:30.571,Shot,
,,,,,,,,,,,,,,,,,,,0.542148,,,,,,,,,,,,,900d13cc-1067-4a58-95db-d2b496054542,2487,,"[106.8, 53.5]",3775622,66,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Kirsty Hanson,31532.0,Right Wing,155,Manchester United,1475,['da997a45-7f21-44b1-b71c-7629c012b932'],57,Right Foot,,"[117.7, 43.4, 2.3]",,"[{'location': [103.9, 41.2], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [96.1, 52.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.7, 52.7], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.5, 43.3], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.7, 35.9], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",e4a797e6-9ab1-40c9-8c44-9e8fff9ddcff,True,Saved,,0.08082934,Normal,Open Play,,,,Manchester United,1475,00:21:57.237,Shot,
,,,,,,,,,,,,,,,,,,,1.104893,,,,,,,,,,,,,a9103530-114d-4685-9225-f5389bc2d25f,2718,,"[101.0, 49.8]",3775622,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ella Toone,31534.0,Left Center Midfield,173,Manchester United,1475,['676eeb5d-8652-4d9f-9cc1-3d36d6f15b11'],3,Right Foot,,"[117.5, 42.2, 1.8]",True,"[{'location': [84.7, 64.1], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [101.6, 36.1], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [97.1, 47.0], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 36.2], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [117.9, 41.6], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.5, 54.0], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [112.0, 43.5], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 37.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.6, 32.3], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.8, 31.7], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.3, 34.9], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [110.2, 58.7], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",bfa4b803-0a42-43f5-b3db-2f2b83768a75,,Saved,,0.062675394,Normal,Open Play,,,,Manchester United,1475,00:31:03.212,Shot,
,,,,,,,,,,,,,,,,,,,0.909628,,,,,,,,,,,,,d22a7baf-5231-4ad5-81f9-bcf15a2df731,2762,,"[103.3, 39.1]",3775622,76,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Christen Annemarie Press,6817.0,Center Forward,183,Manchester United,1475,['d8c40926-e13a-406d-b8dd-3357cc185fc9'],49,Left Foot,,"[120.0, 44.7, 0.2]",True,"[{'location': [116.5, 39.2], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [96.1, 44.1], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [103.9, 32.6], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.5, 42.7], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 33.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [107.9, 36.9], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 39.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.8, 38.6], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [92.7, 42.0], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}]",3f68ce4f-72a2-483d-9cc9-ec234d3b3f3b,,Off T,,0.11728679,Normal,Open Play,,,,Manchester United,1475,00:31:49.430,Shot,
,,,,,,,,,,,,,,,,,,,0.955063,,,,,,,,,,,,,c002c1c8-348d-431e-8455-62ac01e74247,2775,,"[108.4, 34.0]",3775622,77,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leah Galton,31539.0,Left Wing,185,Manchester United,1475,"['01f8ee70-7684-42ab-8f2e-0e9a5c73868d', '47582918-3cd2-47bc-b892-c0ff73441458']",24,Left Foot,,"[120.0, 32.9, 3.1]",True,"[{'location': [97.6, 45.8], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.2, 37.4], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.2, 35.0], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [105.5, 39.3], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.3, 44.7], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [94.5, 62.4], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [90.3, 54.5], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [94.5, 46.3], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.8, 37.1], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.9, 37.3], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.7, 48.1], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",ce08451b-77b5-4926-981e-02addfa44c5e,,Off T,,0.15928054,Volley,Open Play,,,,Manchester United,1475,00:32:24.833,Shot,True
,,,,,,,,,,,,,,,,,,,0.79621,,,,,,,,,,,,,e7a672b7-2e9b-498c-8643-6c7b1e123a8a,2853,,"[99.2, 46.7]",3775622,79,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kirsty Hanson,31532.0,Right Wing,189,Manchester United,1475,['de5eb1b8-e593-40f4-be81-d0de152ef56a'],7,Left Foot,,"[115.5, 39.3, 0.2]",,"[{'location': [98.6, 41.2], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.8, 33.8], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.4, 24.1], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.5, 35.3], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [106.8, 36.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.8, 47.7], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 43.5], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.3, 46.5], 'player': {'id': 4865, 'name': 'Josie Green'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [93.8, 54.8], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.2, 41.5], 'player': {'id': 18158, 'name': 'Rebecca Leigh Spencer'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [95.9, 57.4], 'player': {'id': 46639, 'name': 'Ona Batlle Pascual'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [108.4, 35.9], 'player': {'id': 6817, 'name': 'Christen Annemarie Press'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",,,Saved,,0.024166757,Normal,Open Play,,,,Manchester United,1475,00:34:07.987,Shot,
,,,,,,,,,,,,,,,,,,,1.287698,,,,,,,,,,,,,4285e89b-47a5-40c9-909f-298fb2e27f8e,3230,,"[94.5, 38.2]",3775622,92,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Alanna Stephanie Kennedy,5078.0,Right Center Back,211,Tottenham Hotspur Women,749,['8046d1eb-5852-4d23-ab61-8889e464c36e'],43,Right Foot,,"[120.0, 36.7, 2.3]",,"[{'location': [103.9, 34.8], 'player': {'id': 84765, 'name': 'Carrie Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.6, 39.6], 'player': {'id': 31538, 'name': 'Mary Alexandra Earps'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 35.0], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [103.4, 36.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [104.7, 36.6], 'player': {'id': 10654, 'name': 'Jackie Groenen'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [103.7, 44.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.4, 41.8], 'player': {'id': 15572, 'name': 'Siri Worm'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [102.1, 45.9], 'player': {'id': 31563, 'name': 'Rachel Williams'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [104.3, 47.8], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [103.9, 45.6], 'player': {'id': 4653, 'name': 'Jane Ross'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [104.9, 44.2], 'player': {'id': 31534, 'name': 'Ella Toone'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.8, 41.3], 'player': {'id': 31532, 'name': 'Kirsty Hanson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [104.7, 39.7], 'player': {'id': 31539, 'name': 'Leah Galton'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [104.9, 40.6], 'player': {'id': 4636, 'name': 'Maria Thorisdottir'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [104.6, 38.8], 'player': {'id': 31536, 'name': 'Millie Turner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.4, 38.0], 'player': {'id': 31533, 'name': 'Amy Turner'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [104.2, 35.3], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.5, 34.0], 'player': {'id': 10196, 'name': 'Kirsty Smith'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}]",,,Goal,,0.06861918,Normal,Free Kick,,,,Tottenham Hotspur Women,749,00:47:43.315,Shot,
