50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_offensive,foul_committed_type,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.167804,,,,,,,,,,5bde43df-a851-4c54-8e48-67ff94e940cb,1313,,"[99.3, 29.4]",3775625,35,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Lucy Bronze,10178.0,Right Back,63,Manchester City WFC,746,"['16d9bec8-cee1-4f34-b336-be17b0c11271', '9517737d-fe25-4138-9816-5b108dd1e415']",33,,Right Foot,"[103.0, 33.4]",,"[{'location': [112.3, 44.1], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [117.0, 40.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.7, 34.7], 'player': {'id': 15554, 'name': 'Gemma Bonner'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [101.2, 28.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.2, 23.4], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [111.1, 36.8], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [101.3, 42.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [110.6, 42.2], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [107.6, 47.8], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.8, 47.1], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.3, 44.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.7, 22.7], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [103.2, 33.5], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.4, 40.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.9, 36.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.8, 43.6], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [93.1, 52.6], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",401db0c1-7326-4d7f-a907-6bba8310587c,,Blocked,0.047186106,Normal,Open Play,,,,Manchester City WFC,746,00:35:33.060,Shot,
,,,,,,,,,,,,,,,,,,1.2384,,,,,,,,,,e9bcc9dc-63ad-4648-a544-ea16867745f6,1429,,"[104.1, 51.2]",3775625,38,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Laura Coombs,19416.0,Left Center Midfield,69,Manchester City WFC,746,['5fa119b0-befa-4b0d-bb8b-fe245d746863'],45,,Right Foot,"[120.0, 40.9, 1.4]",True,"[{'location': [82.9, 50.6], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [88.3, 67.1], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [108.8, 47.5], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [90.0, 62.6], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [89.3, 55.5], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [102.1, 48.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.7, 31.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [97.4, 42.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}]",9067f6d9-cda3-4d9d-9453-a9251c97bb36,,Goal,0.13465622,Half Volley,Open Play,,,,Manchester City WFC,746,00:38:45.874,Shot,
,,,,,,,,,,,,,,,,,,1.201684,,,,,,,,,,22e74d22-7da1-456e-8d6a-4a0ff4299d4a,1512,,"[93.6, 46.5]",3775625,41,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Keira Walsh,4658.0,Center Defensive Midfield,73,Manchester City WFC,746,['742432f5-a54d-4740-8ecb-d0619e70dd0f'],9,,Right Foot,"[120.0, 36.6, 0.9]",True,"[{'location': [118.5, 39.4], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 27.7], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.0, 36.5], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [100.0, 40.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [97.7, 43.4], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [91.2, 52.6], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [99.1, 16.8], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.9, 46.7], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.0, 44.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [101.9, 38.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [89.6, 39.4], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [93.5, 45.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [100.5, 46.4], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [82.3, 54.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [101.5, 60.5], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}]",42580b15-82e1-4403-9ff3-c79b2216c93a,,Goal,0.027722912,Normal,Open Play,,,,Manchester City WFC,746,00:41:09.795,Shot,
,,,,,,,,,,,,,,,,,,1.470487,,,,,,,,,,5b57e159-1995-4757-86c3-2600e1184536,1542,,"[107.2, 30.9]",3775625,42,,,,,,,,,,,,,,,,,,,,,,,,1,From Counter,Lucy Bronze,10178.0,Right Back,76,Manchester City WFC,746,['78a6dae3-bebc-4138-89e4-227a194ab9e8'],52,,Left Foot,"[120.0, 43.8, 1.0]",,"[{'location': [88.5, 42.0], 'player': {'id': 4658, 'name': 'Keira Walsh'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [106.6, 31.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [94.3, 41.4], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [107.3, 40.2], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.2, 34.9], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.5, 45.2], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [102.3, 39.5], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [96.1, 36.3], 'player': {'id': 15570, 'name': 'Chloe Kelly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",d43924b7-59d1-4cf9-b2ae-39c8fe021467,,Goal,0.3262132,Normal,Open Play,,,,Manchester City WFC,746,00:42:52.011,Shot,
,,,,,,,,,,,,,,,,,,0.404723,,,,,,,,,,741b2435-09bf-4989-9cd4-92c131a852ba,1768,,"[116.7, 37.7]",3775625,47,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Georgia Stanway,4643.0,Left Wing,86,Manchester City WFC,746,['c7937477-2da0-4365-9dfc-594811e97c91'],49,,Left Foot,"[120.0, 37.4, 0.5]",True,"[{'location': [119.1, 39.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [111.7, 60.4], 'player': {'id': 46738, 'name': 'Emma Bissell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [109.5, 53.4], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [104.5, 42.2], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [116.2, 53.6], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [100.9, 34.8], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [116.9, 48.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.3, 43.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [115.9, 40.8], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [112.6, 35.7], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [115.2, 55.0], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [117.7, 46.8], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [112.0, 40.4], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [110.3, 36.4], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [101.9, 28.0], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}]",c6c35cd6-87ef-4616-8ba0-99c6a9063d69,,Goal,0.46942222,Volley,Open Play,,,,Manchester City WFC,746,00:02:49.861,Shot,
,,,,,,,,,,,,,,,,,,0.693826,,,,,,,,,,81c17474-e66d-4984-b818-49f2784d4ac3,1823,,"[113.0, 41.1]",3775625,50,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Gemma Bonner,15554.0,Left Center Back,90,Manchester City WFC,746,"['a74fcd27-2e11-4b4d-89dc-fae6f57f51f0', 'dedea106-3d27-4459-b07f-a4cbdb6c0373']",7,True,Head,"[113.2, 4.7]",,"[{'location': [112.7, 36.5], 'player': {'id': 10185, 'name': 'Stephanie Houghton'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.5, 40.0], 'player': {'id': 5087, 'name': 'Samantha June Mewis'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 40.1], 'player': {'id': 10178, 'name': 'Lucy Bronze'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [118.3, 39.8], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.3, 55.7], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [119.3, 39.6], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.2, 59.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.4, 47.4], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [114.8, 41.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.0, 40.2], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.1, 41.0], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [113.9, 37.7], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [114.1, 36.4], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",9f0430d2-2c6d-437e-acc7-6bec410f9a5f,,Wayward,0.08824489,Normal,Open Play,,,,Manchester City WFC,746,00:05:07.887,Shot,True
,,,,,,,,,,,,,,,,,,0.604178,,,,,,,,,,b0619063-bf98-4ce8-9a99-6620a5c2c01e,2027,,"[112.4, 40.1]",3775625,57,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ellen White,10180.0,Center Forward,95,Manchester City WFC,746,['c1d271e2-252b-490b-a193-60953d90164e'],54,,Left Foot,"[120.0, 36.9, 0.4]",True,"[{'location': [116.8, 40.6], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [97.9, 34.5], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [112.6, 36.3], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [110.4, 39.9], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [108.9, 42.5], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [109.4, 44.9], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [107.7, 50.9], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [101.6, 45.1], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [99.6, 44.7], 'player': {'id': 4992, 'name': 'Janine Elizabeth Beckie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [106.3, 38.6], 'player': {'id': 10252, 'name': 'Alex Greenwood'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [99.8, 34.6], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 29.7], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",8a7ef4f1-9c41-4e88-9aab-e10b399e7d2e,,Goal,0.48085153,Half Volley,Open Play,,,,Manchester City WFC,746,00:12:54.318,Shot,
,,,,,,,,,,,,,,,,,,0.288226,,,,,,,,,,79628b57-a172-4b7d-90af-0e592b8c66dd,2072,,"[106.6, 43.4]",3775625,59,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Janine Elizabeth Beckie,4992.0,Right Wing,97,Manchester City WFC,746,['ec307666-82ea-4cd2-9ac6-e4ebeafbeaa6'],13,,Right Foot,"[112.5, 41.5, 0.2]",,"[{'location': [112.9, 42.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [103.2, 52.4], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [106.2, 41.8], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [104.7, 37.6], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [95.0, 20.5], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [87.3, 6.2], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.0, 39.6], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [93.2, 53.7], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}]",41025b8e-195b-47f7-9ec3-f71f5690eb74,True,Saved,0.45148683,Normal,Open Play,,,,Manchester City WFC,746,00:14:13.049,Shot,
,,,,,,,,,,,,,,,,,,0.83925,,,,,,,,,,4d43f0b6-1b41-4f7b-a4fa-6aed6c20f520,2298,,"[105.9, 20.9]",3775625,65,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alex Greenwood,10252.0,Left Back,103,Manchester City WFC,746,['7ba29671-76af-414f-b566-7d8f92e15326'],2,,Left Foot,"[117.2, 37.7, 0.2]",True,"[{'location': [114.6, 61.0], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.4, 54.3], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [113.2, 44.6], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [111.0, 42.3], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [109.9, 39.5], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.7, 33.8], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.9, 38.2], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [112.3, 27.4], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [113.3, 48.3], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [114.4, 42.0], 'player': {'id': 4643, 'name': 'Georgia Stanway'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [112.0, 41.0], 'player': {'id': 19416, 'name': 'Laura Coombs'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [117.8, 37.2], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.011141481,Normal,Open Play,,,,Manchester City WFC,746,00:20:02.367,Shot,
,,,,,,,,,,,,,,,,,,1.697696,,,,,,,,,,d4e85047-dce8-4ae7-bb46-5342493b3b4a,2457,,"[96.5, 49.7]",3775625,69,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Janine Elizabeth Beckie,4992.0,Right Wing,107,Manchester City WFC,746,['b65b6fd7-4913-4556-9098-a2e33c872ff2'],28,,Left Foot,"[120.0, 29.2, 2.3]",,"[{'location': [118.0, 41.3], 'player': {'id': 16376, 'name': 'Sophie Baggaley'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [94.4, 45.1], 'player': {'id': 16384, 'name': 'Carla Humphrey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [95.8, 56.1], 'player': {'id': 16394, 'name': 'Laura Rafferty'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [102.0, 63.1], 'player': {'id': 46739, 'name': 'Ellen Jones'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [102.2, 59.8], 'player': {'id': 24239, 'name': 'Jemma Elizabeth Purfield'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'teammate': False}, {'location': [101.9, 53.8], 'player': {'id': 24922, 'name': 'Florence Allen'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 48.7], 'player': {'id': 15618, 'name': 'Jasmine Matthews'}, 'position': {'id': 4, 'name': 'Center Back'}, 'teammate': False}, {'location': [103.2, 44.3], 'player': {'id': 46741, 'name': 'Naomi Layzell'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.8, 44.9], 'player': {'id': 25547, 'name': 'Chloe Logarzo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [106.9, 43.9], 'player': {'id': 10093, 'name': 'Yana Daniëls'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'teammate': False}, {'location': [96.3, 74.7], 'player': {'id': 4649, 'name': 'Esme Beth Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.1, 52.9], 'player': {'id': 10180, 'name': 'Ellen White'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [105.4, 45.1], 'player': {'id': 4949, 'name': 'Rosemary Kathleen Lavelle'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [101.3, 44.6], 'player': {'id': 10188, 'name': 'Caroline Weir'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",37b6bec2-505b-461f-86f0-684291ba24f5,,Off T,0.030629655,Normal,Open Play,,,,Manchester City WFC,746,00:24:28.112,Shot,
