ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.445029,,,,,,,,,,,,,,,7ab812c0-d5b1-4dcf-98f5-47ca6aff077f,1338,,,"[115.0, 43.6]",3775552,39,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Valérie Gauvin,25442.0,Center Forward,85,Everton LFC,967,"['4ce8c105-242a-43fb-9a49-a28c31b37609', 'f820cca9-b04f-48c1-895b-b97387481c61']",6,True,Head,"[119.1, 41.9, 0.7]",,"[{'location': [116.1, 31.6], 'player': {'id': 15573, 'name': 'Abbey-Leigh Stringer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [112.2, 37.8], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [116.0, 38.6], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [113.6, 40.4], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [116.0, 37.3], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [119.0, 36.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [116.1, 33.4], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [111.9, 36.2], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.4, 37.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.3, 39.9], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [114.9, 42.2], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [119.1, 41.8], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",aa0e36e3-8f84-4167-9238-9c49b4b81be7,,Saved,0.19785999,Normal,Open Play,,,,Everton LFC,967,00:39:06.888,Shot,True
,,,,,,,,,,,,,,,,0.144941,,,,,,,,,,,,,,,bcd7cf5d-1f5a-4286-b784-63f51fc79e5c,1379,,,"[105.6, 24.7]",3775552,40,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Nicoline Sørensen,10274.0,Left Wing,89,Everton LFC,967,"['5512e429-f2fa-4957-9663-9a430600ab58', 'af21b7a3-5c52-4721-8775-0bfa65636aa6']",9,,Right Foot,"[109.4, 27.3]",True,"[{'location': [113.8, 21.3], 'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [115.1, 32.3], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.7, 42.1], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [114.0, 42.1], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.1, 31.4], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [103.7, 30.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [106.9, 20.4], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [105.9, 39.5], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [109.6, 27.4], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [110.9, 37.4], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [118.7, 37.6], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [93.5, 47.0], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [91.2, 51.4], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",6cd4766a-6244-40db-a8f7-1c153340f0dd,,Blocked,0.035912447,Normal,Open Play,,,,Everton LFC,967,00:40:09.772,Shot,
,,,,,,,,,,,,,,,,1.551891,,,,,,,,,,,,,,,abc785d4-3ef0-4e46-a8f1-757363a47669,1424,,,"[102.9, 29.0]",3775552,40,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rosella Ayane,21048.0,Center Forward,90,Tottenham Hotspur Women,749,['d1cb13b5-ef82-4a38-8c4e-1a7097d8ab48'],51,,Right Foot,"[120.0, 46.9, 1.6]",True,"[{'location': [99.0, 30.3], 'player': {'id': 18254, 'name': 'Megan Finnigan'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.5, 29.9], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [110.0, 32.6], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [85.0, 14.0], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [80.7, 15.3], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",ffcda642-4b7d-4550-b96c-8e01bb3bb178,,Off T,0.1410992,Lob,Open Play,,,,Tottenham Hotspur Women,749,00:40:51.122,Shot,
,,,,,,,,,,,,,,,,0.689035,,,,,,,,,,,,,,,fac49598-d5e5-4546-a23e-b3009ac69267,1811,,,"[109.1, 23.4]",3775552,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rosella Ayane,21048.0,Center Forward,107,Tottenham Hotspur Women,749,['71cea5e9-baf9-47f9-ae86-340d973c5fbd'],7,,Right Foot,"[118.5, 35.6, 0.8]",True,"[{'location': [118.9, 38.6], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [110.3, 34.3], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [103.8, 42.2], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.5, 22.2], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [106.4, 17.2], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [102.5, 23.4], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [95.4, 32.3], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.6, 12.6], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [96.3, 40.8], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [102.5, 31.5], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",,,Saved,0.047195822,Normal,Open Play,,,,Tottenham Hotspur Women,749,00:02:07.752,Shot,
,,,,,,,,,,,,,,,,0.818541,,,,,,,,,,,,,,,0e4aa4f4-707e-42eb-84de-0c8663844545,1960,,,"[114.0, 37.6]",3775552,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Valérie Gauvin,25442.0,Center Forward,128,Everton LFC,967,"['7249236e-3ffd-4573-b853-513f6a7e600a', 'c613e54e-dd9e-4e5c-8834-d57edc296032']",25,True,Head,"[120.0, 33.0, 4.3]",,"[{'location': [96.6, 23.6], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [118.9, 39.0], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [108.6, 42.5], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [95.0, 22.1], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [103.5, 29.2], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [113.9, 39.1], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [99.3, 15.5], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [100.0, 18.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [100.3, 34.0], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [110.3, 43.2], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [104.2, 31.3], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [112.4, 35.2], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.6, 24.1], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}]",29891fbf-3567-414d-a8c8-11d09f2eae3b,True,Off T,0.2625669,Normal,Open Play,,,,Everton LFC,967,00:04:25.443,Shot,True
,,,,,,,,,,,,,,,,1.189423,,,,,,,,,,,,,,,47decfe2-2ffb-4078-9043-1500080318ca,2137,,,"[115.0, 34.8]",3775552,53,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Valérie Gauvin,25442.0,Center Forward,136,Everton LFC,967,['d1def717-ca5d-4a91-84d0-fa167dfb2892'],17,,Left Foot,"[120.0, 33.9, 2.4]",True,"[{'location': [118.8, 18.8], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [115.2, 42.6], 'player': {'id': 4646, 'name': 'Claire Emslie'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [98.8, 21.4], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.0, 36.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [115.1, 33.8], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.7, 38.1], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [105.4, 35.6], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [115.1, 43.5], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [100.7, 25.6], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.4, 25.0], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}]",10e594ab-77fe-4e72-a1e0-326a53b45241,,Off T,0.18106867,Backheel,Open Play,,,,Everton LFC,967,00:08:17.885,Shot,
,,,,,,,,,,,,,,,,1.011245,,,,,,,,,,,,,,,f383d8a9-2703-4d64-aaad-8f5955f094e7,2234,,,"[104.3, 54.2]",3775552,56,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gemma Suzanne Davison,15721.0,Right Wing,141,Tottenham Hotspur Women,749,['6e34ff46-53a6-47da-a2b1-029a2a2db7f2'],21,,Right Foot,"[120.0, 36.9, 0.5]",,"[{'location': [107.0, 52.0], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.5, 53.2], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 58.7], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.2, 47.9], 'player': {'id': 10382, 'name': 'Ingrid Moe Wold'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 60.4], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [100.2, 50.0], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 45.4], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [117.5, 43.0], 'player': {'id': 34360, 'name': 'Alexandra MacIver'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [106.4, 49.9], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [89.2, 57.9], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [90.4, 64.9], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}]",,,Goal,0.028790452,Half Volley,Open Play,,,,Tottenham Hotspur Women,749,00:11:21.498,Shot,
,,,,,,,,,,,,,,,,0.065866,,,,,,,,,,,,,,,87ecf612-06ec-41ed-a38d-3ae68f55864d,2331,,,"[105.3, 35.9]",3775552,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Claire Emslie,4646.0,Right Wing,152,Everton LFC,967,"['79248f67-1670-49b7-a6f8-cd5c2843ff3e', '98bd65fe-df34-447b-a2f4-b97b1602a663', 'f00ee889-a5c6-4ede-bde4-8554ba6d38e6']",8,,Left Foot,"[107.5, 36.0]",True,"[{'location': [107.9, 51.8], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [111.6, 36.5], 'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [118.8, 39.4], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [109.1, 47.3], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [106.3, 40.0], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 36.0], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [109.4, 35.2], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [98.9, 21.8], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}]",,,Blocked,0.10668721,Normal,Open Play,,,,Everton LFC,967,00:15:08.673,Shot,True
,,,,,,,,,,,,,,,,0.713543,,,,,,,,,,,,,,,c3eca86a-4a6a-4da0-8328-ed2f14bc3d5a,2337,,,"[116.6, 45.0]",3775552,60,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jill Scott,10172.0,Right Center Midfield,153,Everton LFC,967,"['19e002b1-bc56-460f-a2c8-374564d665e6', 'f01dabfd-2ec6-4726-9765-d9a4a522a87a']",44,True,Head,"[120.0, 42.2, 0.3]",,"[{'location': [103.0, 35.5], 'player': {'id': 15571, 'name': 'Danielle Turner'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [103.0, 43.6], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [118.1, 37.1], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [116.3, 38.6], 'player': {'id': 25442, 'name': 'Valérie Gauvin'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [117.9, 41.7], 'player': {'id': 4645, 'name': 'Isobel Mary Christiansen'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [116.6, 43.3], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [119.1, 37.5], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [116.7, 38.0], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [117.4, 40.3], 'player': {'id': 15721, 'name': 'Gemma Suzanne Davison'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [116.6, 41.7], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [103.1, 37.4], 'player': {'id': 21048, 'name': 'Rosella Ayane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [119.7, 41.2], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.5, 46.1], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.9, 46.0], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [117.6, 43.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [118.2, 44.9], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}]",1f4dc861-86e7-42e0-b694-6c4c873e92a6,,Goal,0.11888765,Normal,Open Play,,,,Everton LFC,967,00:15:44.164,Shot,True
,,,,,,,,,,,,,,,,1.01445,,,,,,,,,,,,,,,623d3c4c-33d4-4716-9b94-978c222ec817,2438,,,"[113.9, 34.1]",3775552,64,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Valérie Gauvin,25442.0,Center Forward,161,Everton LFC,967,"['6d46dc0b-402d-4928-bdf7-2d47181db689', 'cb897adb-5b50-4073-8b07-5dfeb7530328']",43,True,Head,"[120.0, 32.3, 4.5]",,"[{'location': [116.4, 43.8], 'player': {'id': 31551, 'name': 'Kit Graham'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [114.7, 41.6], 'player': {'id': 5074, 'name': 'Shelina Laura Zadorsky'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.9, 45.5], 'player': {'id': 10172, 'name': 'Jill Scott'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [116.8, 42.5], 'player': {'id': 15575, 'name': 'Gabrielle George'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [118.1, 42.2], 'player': {'id': 18145, 'name': 'Ria Percival'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [114.6, 43.2], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [119.5, 42.3], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [113.8, 37.6], 'player': {'id': 15569, 'name': 'Kerys Harrop'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [118.8, 38.1], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [116.6, 36.3], 'player': {'id': 53440, 'name': 'Esther Morgan'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [114.5, 34.8], 'player': {'id': 5078, 'name': 'Alanna Stephanie Kennedy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.3, 36.4], 'player': {'id': 15789, 'name': 'Rikke Læntver Sevecke'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [115.1, 36.3], 'player': {'id': 31713, 'name': 'Maéva Clemaron'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}]",a1c8db4c-463f-4c4c-a984-d7cbb1c47f97,,Off T,0.06103116,Normal,Open Play,,,,Everton LFC,967,00:19:43.753,Shot,True
,,,,,,,,,,,,,,,,0.755256,,,,,,,,,,,,,,,71f30cb9-c94c-4bb8-8d81-046080d756b6,2562,,,"[108.1, 29.7]",3775552,68,,,,,,,,,,,,,,,,,,,,,,,,,2,From Counter,Isobel Mary Christiansen,4645.0,Left Center Midfield,168,Everton LFC,967,"['24ab03fc-5e02-460f-a599-6a25035d8fa6', 'aae25e8c-717b-4a4a-8e91-832eca014c46']",41,,Left Foot,"[120.0, 35.2, 1.0]",,"[{'location': [117.9, 37.4], 'player': {'id': 36800, 'name': 'Aurora Watten Mikalsen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [107.0, 40.3], 'player': {'id': 4648, 'name': 'Abbie McManus'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [102.1, 29.6], 'player': {'id': 61467, 'name': 'Jessica Naz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [108.1, 31.0], 'player': {'id': 31550, 'name': 'Angela Addison'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [99.5, 20.9], 'player': {'id': 10274, 'name': 'Nicoline Sørensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}]",b2bd414a-330f-40c0-a345-cf7d1d7fbf17,,Off T,0.17634144,Normal,Open Play,,,,Everton LFC,967,00:23:41.328,Shot,True
