ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_penalty,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_replacement,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,1.852367,,,,,,,,,,,8fc86898-ea89-4798-96e5-a9e8c8731a34,2446,,,"[100.8, 20.3]",3900583,62,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Fabien Camus,401470.0,Center Attacking Midfield,138,Troyes,133,['82ad1768-3e1a-4f48-9f53-caf3e8ec8627'],33,,Right Foot,"[120.0, 56.5, 0.5]",,"[{'location': [104.9, 45.7], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [103.4, 32.8], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [97.8, 37.5], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [105.2, 17.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.0, 41.8], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [110.0, 37.2], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [105.6, 27.9], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [105.9, 23.8], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [118.2, 37.3], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [91.5, 37.3], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}, {'location': [90.8, 23.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [98.6, 33.1], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [107.7, 18.5], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [108.2, 52.8], 'player': {'id': 26752, 'name': 'Mouhamadou Dabo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [109.4, 45.5], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}]",6ecc2607-f21c-4916-93b1-bd2a2e2259e9,,Off T,0.009596745,Normal,Open Play,,,,Troyes,133,00:17:33.419,Shot,
,,,,,,,,,,,,,,0.674754,,,,,,,,,,,0cbd716d-3c56-43ce-9b0b-e6ac26959ecc,2866,,,"[99.4, 38.5]",3900583,71,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Jeremie Boga,4909.0,Center Forward,156,Rennes,134,['566b69d3-2d66-4143-a04a-19dbeec5f664'],32,,Right Foot,"[117.2, 42.1, 0.7]",,"[{'location': [83.3, 35.9], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [99.6, 36.0], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [96.1, 31.8], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [103.9, 46.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [102.1, 37.9], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.4, 28.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [79.6, 17.9], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [102.9, 16.7], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.4, 40.6], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [98.6, 5.5], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [98.4, 19.6], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.2, 30.7], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [99.7, 54.8], 'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}]",f556cc24-629b-4ca5-92ab-c7aa573f2521,,Saved,0.07128605,Normal,Open Play,,,,Rennes,134,00:26:32.838,Shot,
,,,,,,,,,,,,,,0.736029,,,,,,,,,,,60116e13-0347-4c99-a597-5be2179fd4f6,2869,,,"[108.2, 57.0]",3900583,71,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Ousmane Dembélé,5477.0,Right Midfield,156,Rennes,134,['e15a340e-0b53-49fb-809e-60a92bd5c318'],35,,Right Foot,"[117.6, 44.6, 0.6]",True,"[{'location': [96.7, 36.1], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.7, 41.8], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [110.5, 53.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [107.7, 45.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [111.3, 40.4], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.5, 19.9], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.6, 44.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [100.2, 48.0], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [97.2, 14.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 23.7], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [110.3, 41.2], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}]",,,Saved,0.021657554,Volley,Open Play,,,,Rennes,134,00:26:35.471,Shot,
,,,,,,,,,,,,,,0.771301,,,,,,,,,,,1c7fd69f-940d-4d98-a3d9-65c285dfa943,2987,,,"[94.7, 30.4]",3900583,74,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Paul-Georges Ntep de Madiba,4900.0,Left Midfield,163,Troyes,133,"['4e8f7b18-0493-4b67-9bb0-0254ba8f3747', 'd42aba4a-cd2f-474d-b3be-a253e497ecca']",38,,Right Foot,"[117.0, 37.2, 1.9]",,"[{'location': [94.1, 33.7], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [100.8, 30.7], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [104.6, 20.7], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [86.7, 52.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [94.5, 27.4], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [97.2, 30.5], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [101.6, 32.3], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 24.1], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [116.9, 38.3], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",,,Saved,0.024726225,Normal,Open Play,,,,Rennes,134,00:29:38.491,Shot,True
,,,,,,,,,,,,,,0.235005,,,,,,,,,,,a602f1d2-8028-41e6-90cb-7cd7459083d2,3034,,,"[104.9, 56.3]",3900583,76,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Lossémy Karaboué,7301.0,Right Back,165,Troyes,133,"['66548799-6e6b-4606-9090-965022847e9f', 'fe687ecc-a12d-4172-9048-fe6e1de72efd']",23,,Left Foot,"[107.8, 51.7]",,"[{'location': [112.3, 62.3], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [111.6, 34.8], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [108.4, 44.5], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [108.3, 57.8], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [108.7, 54.2], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.1, 51.2], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [104.6, 52.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [110.6, 41.8], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [98.4, 55.4], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [118.2, 42.9], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [81.4, 59.5], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [108.0, 28.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [112.0, 32.0], 'player': {'id': 7336, 'name': 'Jimmy Cabot'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [109.4, 44.3], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': True}, {'location': [110.3, 43.0], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}]",4e0edec9-1cbc-4776-b187-680fd4c14e6c,,Blocked,0.03209918,Normal,Open Play,,,,Troyes,133,00:31:23.357,Shot,
,,,,,,,,,,,,,,0.275183,,,,,,,,,,,57559594-79b4-4a30-b650-62093a9a24dd,3040,,,"[114.5, 29.2]",3900583,77,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Corentin Jean,3010.0,Center Forward,166,Troyes,133,"['b764d8bf-e296-4723-992a-4b9284aaaeb6', 'df00c6f3-579d-4710-8f7d-362e1ecbcd2e']",14,,Right Foot,"[116.0, 34.6]",True,"[{'location': [86.1, 49.7], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [119.5, 42.6], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [110.4, 39.9], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [119.4, 41.0], 'player': {'id': 40699, 'name': 'Sylvain Armand'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [113.7, 37.5], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [111.6, 46.5], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': False}, {'location': [111.4, 44.6], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [109.9, 41.2], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [115.7, 35.2], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': False}, {'location': [113.7, 32.0], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': False}, {'location': [98.6, 54.3], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': False}, {'location': [97.5, 34.7], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': False}, {'location': [118.2, 36.4], 'player': {'id': 3354, 'name': 'Benoît Guy Robert Costil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [117.4, 38.6], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [114.2, 39.1], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': True}, {'location': [116.2, 39.7], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': True}, {'location': [110.4, 31.7], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': True}, {'location': [98.8, 47.6], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': True}]",5ada4d52-b6a2-44ac-bc78-804febf8eb4f,,Blocked,0.07209871,Volley,Open Play,,,,Troyes,133,00:32:14.590,Shot,
,,,,,,,,,,,,,,0.798138,,,,,,,,,,,d04c4257-e83c-4a95-be5b-b2b6dd21464c,3194,,,"[118.2, 47.4]",3900583,80,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kamil Grosicki,5667.0,Right Midfield,175,Rennes,134,"['044ce7ab-88a6-4be1-9ca3-9e6e21f80304', 'fbee2235-79b7-4934-8a98-5b240d0307da']",35,,Right Foot,"[120.0, 41.3, 0.2]",,"[{'location': [118.6, 44.1], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [102.0, 43.0], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [113.7, 52.4], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [111.8, 42.5], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [117.0, 47.4], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.9, 31.6], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [94.7, 29.6], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [107.4, 47.3], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",b1cc463a-51e1-4020-a76d-255e8a8fdd3f,True,Goal,0.16124889,Normal,Open Play,,,,Rennes,134,00:35:35.394,Shot,True
,,,,,,,,,,,,,,0.860172,,,,,,,,,,,5547873d-d222-42d4-9ca6-93147965fea8,3436,,,"[103.4, 52.8]",3900583,86,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Kamil Grosicki,5667.0,Right Midfield,183,Rennes,134,['355a9cd9-ab57-4946-88b5-7351e9020a7b'],11,,Left Foot,"[116.5, 41.8, 2.2]",True,"[{'location': [82.9, 23.6], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [90.3, 37.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [96.0, 43.0], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [107.5, 52.6], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [109.2, 53.9], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [105.3, 42.4], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [97.5, 20.7], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.1, 42.4], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [89.4, 29.0], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [96.5, 12.2], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [102.4, 41.3], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [108.1, 55.3], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",a11055fa-b7e2-4cde-b434-161916c763f4,,Saved,0.08615615,Normal,Open Play,,,,Rennes,134,00:41:11.857,Shot,
,,,,,,,,,,,,,,1.214412,,,,,,,,,,,194a0a32-944e-454e-ba62-6029a9abaa99,3450,,,"[90.0, 50.8]",3900583,86,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Kamil Grosicki,5667.0,Right Midfield,184,Rennes,134,['f540e75d-eca0-48d3-b677-e6f4752d8322'],41,,Right Foot,"[120.0, 34.8, 0.2]",,"[{'location': [90.0, 51.9], 'player': {'id': 3010, 'name': 'Corentin Jean'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': False}, {'location': [87.8, 16.9], 'player': {'id': 2990, 'name': 'Benjamin André'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'teammate': True}, {'location': [100.0, 39.2], 'player': {'id': 18921, 'name': 'Joris Gnagnon'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': True}, {'location': [81.7, 36.7], 'player': {'id': 29714, 'name': 'Yacouba Sylla'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'teammate': True}, {'location': [92.3, 60.8], 'player': {'id': 3195, 'name': 'Mehdi Zeffane'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': True}, {'location': [100.8, 40.1], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}, {'location': [103.6, 32.2], 'player': {'id': 3292, 'name': 'Abdoulaye Doucouré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'teammate': True}, {'location': [75.1, 16.3], 'player': {'id': 3424, 'name': ""Cheikh M''Bengue""}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': True}, {'location': [79.0, 42.9], 'player': {'id': 15796, 'name': 'Babacar Gueye'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'teammate': False}, {'location': [86.8, 21.1], 'player': {'id': 7376, 'name': 'Yoann Court'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'teammate': False}, {'location': [92.0, 26.5], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [96.1, 44.5], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [102.9, 46.3], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [101.8, 44.0], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.1, 34.2], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [100.0, 22.5], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [101.9, 30.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [117.7, 40.9], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}]",e720995d-8791-4b2b-8456-e60b592758f2,,Off T,0.021503355,Normal,Open Play,,,,Rennes,134,00:41:41.540,Shot,
,,,,,,,,,,,,,,0.662891,,,,,,,,,,,5f76b520-1a99-49c5-b6a1-81d47ffdb4b4,3534,,,"[106.9, 56.4]",3900583,88,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mehdi Zeffane,3195.0,Right Back,186,Rennes,134,['646159b1-a9e8-47a4-b083-f6538621ea91'],20,,Right Foot,"[117.9, 43.3, 0.2]",,"[{'location': [117.9, 43.2], 'player': {'id': 7193, 'name': 'Paul Bernardoni'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'teammate': False}, {'location': [84.5, 28.2], 'player': {'id': 7415, 'name': 'Jessy Pi'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'teammate': False}, {'location': [95.9, 45.3], 'player': {'id': 3002, 'name': 'Benjamin Nivet'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'teammate': False}, {'location': [109.5, 54.0], 'player': {'id': 18162, 'name': 'Chris Mavinga'}, 'position': {'id': 6, 'name': 'Left Back'}, 'teammate': False}, {'location': [108.7, 45.4], 'player': {'id': 13730, 'name': 'Matthieu Saunier'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'teammate': False}, {'location': [103.0, 40.2], 'player': {'id': 4413, 'name': 'Aloïs Confais'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'teammate': False}, {'location': [111.0, 38.0], 'player': {'id': 401479, 'name': 'Calvin Anele Ngcongca'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'teammate': False}, {'location': [101.2, 28.0], 'player': {'id': 7301, 'name': 'Lossémy Karaboué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'teammate': False}, {'location': [109.6, 36.0], 'player': {'id': 4900, 'name': 'Paul-Georges Ntep de Madiba'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'teammate': True}, {'location': [101.6, 49.7], 'player': {'id': 5667, 'name': 'Kamil Grosicki'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'teammate': True}, {'location': [107.5, 42.0], 'player': {'id': 4909, 'name': 'Jeremie Boga'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'teammate': True}]",39a72c10-a701-460e-8b12-fb5708439e28,,Saved,0.032691825,Normal,Open Play,,,,Rennes,134,00:43:20.305,Shot,
